Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),RTO,Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City,Wheel Size
Maruti,Swift Dzire VXI,Third Party insurance,Petrol,5,"15,000",,First Owner,1197,Manual,2021,22.41,88.50,113,,,20,6.5,Ahmedabad,
Hyundai,Accent Executive CNG,Third Party insurance,CNG,5,"1,00,000",,Third Owner,1495,Manual,2011,13.2,93.7,124.5,,,75,1.2,Ahmedabad,13
Maruti,Ertiga LXI Option,Third Party insurance,Petrol,7,"1,30,000",N/A,Second Owner,1373,Manual,2018,17.5,91.1,130,,,50,6.6,Ahmedabad,
Toyota,Urban cruiser High AT,Third Party insurance,Petrol,5,"5,000",,First Owner,1462,Automatic,2022,18.76,103.26,138,,,15,11.0,Ahmedabad,16
Maruti,Baleno Delta,Third Party,Petrol,5,"20,000",,First Owner,1197,Manual,2020,21.01,81.80,113,,,30,6.5,Ahmedabad,
Fiat,Avventura MULTIJET Emotion,Third Party insurance,Diesel,5,"30,000",N/A,First Owner,1248,Manual,2016,20.5,91.72,209,,,70,4.36,Ahmedabad,16
Tata,Indigo LS (TDI) BS III,Third Party insurance,Diesel,5,"60,000",,First Owner,1396,Manual,2010,19.09,69,135,,,75,1.1,Ahmedabad,14
Honda,City i VTEC CVT SV,Third Party insurance,Petrol,5,"45,000",N/A,Second Owner,1497,Automatic,2014,18,117.3,145,,,75,5.5,Ahmedabad,
Maruti,Wagon R Stingray VXI,Third Party insurance,Petrol,5,"59,275",GJ05,First Owner,998,Manual,2013,20.51,67.04,90,Jan,2014,75,3.25,Ahmedabad,14
Honda,City V MT,Third Party insurance,Petrol,5,"71,882",GJ01,Third Owner,1497,Manual,2010,16.8,116.3,146,Mar,2010,75,3.3,Ahmedabad,15
Maruti,Swift Dzire VDI,Comprehensive,Diesel,5,"91,687",GJ27,First Owner,1248,Manual,2014,23.4,74,190,Oct,2014,75,4.35,Ahmedabad,14
Hyundai,i20 Sportz Plus,Third Party insurance,Petrol,5,"75,317",GJ27,First Owner,1197,Manual,2020,18.6,81.86,117,Mar,2020,30,6.95,Ahmedabad,15
Maruti,Alto 800 LXI,Comprehensive,Petrol,5,"44,572",GJ03,First Owner,796,Manual,2018,24.7,47.3,69,Jun,2018,50,3.25,Ahmedabad,
Hyundai,i20 Magna Optional 1.2,Third Party,Petrol,5,"74,594",GJ06,Second Owner,1197,Manual,2013,18.5,82.9,113.8,Jun,2013,75,3.59,Ahmedabad,14
Honda,City 1.5 S MT,Third Party,Petrol,5,"97,128",GJ01,First Owner,1497,Manual,2011,17,"118PS at 6,600 ",146Nm at 4800 r,Jun,2011,75,3.44,Ahmedabad,15
Tata,New Safari XZA Plus AT Dark Edition,Third Party,Diesel,7,"7,087",GJ01,First Owner,1956,Automatic,2022,14.08,167.67,350,Jun,2022,15,21.1,Ahmedabad,18
Honda,City V AT,Third Party insurance,Petrol,5,"1,15,567",GJ06,First Owner,1497,Automatic,2011,15.6,116.3,146,Aug,2011,75,3.85,Ahmedabad,15
Honda,Amaze S Petrol BSIV,Third Party,Petrol,5,"10,579",GJ01,First Owner,1199,Manual,2019,19.5,88.76,110,Jun,2019,40,6.75,Ahmedabad,
Honda,City i-VTEC CVT ZX,Zero Dep,Petrol,5,"75,083",GJ01,First Owner,1497,Automatic,2017,18,117.6,145,Jun,2017,60,8.56,Ahmedabad,16
MG,Hector Sharp Diesel MT BSIV,Third Party,Diesel,5,"40,491",GJ38,First Owner,1956,Manual,2019,17.41,167.68,350,Jun,2019,40,14.93,Ahmedabad,R17
Fiat,Avventura Power Up 1.3 Emotion,Third Party insurance,Diesel,5,"50,000",,First Owner,1248,Manual,2016,20.5,91.72,209,,,70,4.0,Ahmedabad,16
Mahindra,Bolero Plus AC,Third Party insurance,Diesel,9,"1,20,000",,Second Owner,2523,Manual,2014,15.96,62.1,195,,,75,5.7,Ahmedabad,
Hyundai,Accent Executive CNG,Third Party insurance,CNG,5,"80,000",,Third Owner,1495,Manual,2012,13.2,93.7,124.5,,,75,2.5,Ahmedabad,13
Hyundai,Santro Xing GL Plus,Third Party insurance,Petrol,5,"60,000",,Second Owner,1086,Manual,2011,17.92,62.1,96.1,,,75,2.4,Ahmedabad,13
Hyundai,EON Era Plus,Third Party insurance,Petrol,5,"90,000",,First Owner,814,Manual,2015,21.1,55.2,74.5,,,75,2.0,Ahmedabad,
Hyundai,Xcent 1.2 Kappa S,Third Party insurance,Petrol,5,"35,000",,First Owner,1197,Manual,2014,19.1,82,114,,,75,4.5,Ahmedabad,
Hyundai,Verna VTVT 1.6 SX,Third Party insurance,Petrol,5,"1,20,000",,First Owner,1591,Manual,2017,17,121.3,151,,,60,8.0,Ahmedabad,16
Maruti,Alto LXi,Third Party insurance,Petrol,5,"70,000",,Second Owner,796,Manual,2009,19.7,46.3,62,,,75,1.3,Ahmedabad,12
Ford,Freestyle Titanium Petrol BSIV,Third Party,Petrol,5,"28,541",GJ04,First Owner,1194,Manual,2018,19,94.68,120,Jun,2018,50,5.48,Ahmedabad,15
Hyundai,i20 Magna Optional 1.2,Comprehensive,Petrol,5,"51,013",GJ01,First Owner,1197,Manual,2013,18.5,82.9,113.8,Jun,2013,75,3.91,Ahmedabad,14
Honda,Amaze SX i VTEC,Third Party insurance,Petrol,5,"85,880",GJ03,First Owner,1198,Manual,2016,17.8,86.7,109,Feb,2017,70,5.2,Ahmedabad,
Maruti,Wagon R CNG LXI,Third Party,CNG,5,"47,526",GJ23,First Owner,998,Manual,2021,32.52,58.33,78,Jun,2021,20,5.59,Ahmedabad,
Hyundai,Grand i10 Magna,Third Party,Petrol,5,"27,092",GJ01,First Owner,1197,Manual,2017,18.9,81.86,113.75,Jun,2017,60,4.99,Ahmedabad,
Volkswagen,Vento 1.5 TDI Highline AT,Third Party insurance,Diesel,5,"1,03,331",GJ01,First Owner,1498,Automatic,2016,22.15,108.6,250,Aug,2016,70,6.5,Ahmedabad,15
Maruti,Wagon R LXI CNG,Comprehensive,CNG,5,"53,078",GJ01,First Owner,998,Manual,2012,26.2,58.2,77,Jun,2012,75,3.09,Ahmedabad,13
Hyundai,Santro Asta BSIV,Third Party insurance,Petrol,5,"23,085",GJ27,Second Owner,1086,Manual,2018,20.3,68,99,Nov,2018,50,4.25,Ahmedabad,
Maruti,Alto 800 LXI,Third Party,Petrol,5,"58,642",MH15,First Owner,796,Manual,2014,22.74,47.3,69,Jun,2014,75,2.48,Ahmedabad,
Honda,Amaze S i-VTEC,Third Party,Petrol,5,"45,309",GJ27,First Owner,1198,Manual,2018,17.8,86.7,109,Jun,2018,50,6.03,Ahmedabad,
Mahindra,XUV500 W11 Option AT,Third Party,Diesel,7,"13,413",GJ01,First Owner,2179,Automatic,2021,15.1,152.87,360,Jun,2021,20,19.25,Ahmedabad,R18
Honda,City i DTec VX Option,Third Party insurance,Diesel,5,"1,36,225",GJ01,First Owner,1498,Manual,2016,26,98.6,200,Oct,2016,70,6.4,Ahmedabad,15
Honda,City 1.5 S MT,Comprehensive,Petrol,5,"99,129",GJ1K,First Owner,1497,Manual,2010,17,"118PS at 6,600 ",146Nm at 4800 r,Sept,2010,75,3.15,Ahmedabad,15
MG,Hector Sharp Diesel MT BSIV,Third Party,Diesel,5,"55,484",GJ03,Second Owner,1956,Manual,2019,17.41,167.68,350,Jun,2019,40,14.12,Ahmedabad,R17
Renault,Triber RXZ,Comprehensive,Petrol,7,"2,089",GJ06,First Owner,999,Manual,2022,20,71.01,96,Jun,2022,15,8.27,Ahmedabad,
Maruti,Wagon R LXI CNG,Comprehensive,CNG,5,"51,288",GJ06,First Owner,998,Manual,2018,26.6,58.16,77,Jun,2018,50,4.69,Ahmedabad,
Hyundai,Venue SX Plus Turbo DCT BSIV,Comprehensive,Petrol,5,"39,360",GJ38,First Owner,998,Automatic,2019,18.15,118.35,171.6,Jun,2019,40,10.4,Ahmedabad,16
Maruti,S-Presso VXI CNG 2019-2020,Third Party,CNG,4,"34,395",GJ06,First Owner,998,Manual,2021,31.2,58.33,78,Jun,2021,20,5.08,Ahmedabad,
Tata,Altroz XZA Plus Dark Edition DCT,Zero Dep,Petrol,5,"5,735",GJ01,First Owner,1199,Automatic,2022,18.5,86.83,113,Jun,2022,15,9.66,Ahmedabad,16
Maruti,Ertiga VXI,Third Party,Petrol,7,"53,564",GJ01,First Owner,1373,Manual,2014,16.02,93.7,130,Jun,2014,75,6.43,Ahmedabad,
Maruti,Wagon R CNG LXI,Zero Dep,CNG,5,"39,994",GJ34,First Owner,998,Manual,2021,32.52,58.33,78,Jun,2021,20,5.66,Ahmedabad,
Maruti,Wagon R AMT VXI,Third Party,Petrol,5,"40,222",GJ01,First Owner,998,Automatic,2018,20.51,67,90,Jun,2018,50,4.68,Ahmedabad,
Tata,Harrier XM,Third Party,Diesel,5,"31,140",GJ03,First Owner,1956,Manual,2021,16.35,167.67,350,Jun,2021,20,15.36,Ahmedabad,
Maruti,Ciaz Sigma,Third Party,Petrol,5,"14,936",GJ38,First Owner,1462,Manual,2021,20.65,103.25,138,Jun,2021,20,7.92,Ahmedabad,
Maruti,SX4 S Cross Alpha AT,Third Party,Petrol,5,"36,374",GJ27,First Owner,1462,Automatic,2020,18.43,103.25,138,Jun,2020,30,10.93,Ahmedabad,16
Hyundai,Accent GLE,Third Party insurance,Petrol,5,"1,32,492",GJ01,First Owner,1495,Manual,2009,13.2,,12,Mar,2009,75,1.75,Ahmedabad,13
Toyota,Etios Liva V,Comprehensive,Petrol,5,"67,491",GJ01,First Owner,1197,Manual,2011,17.71,78.9,104,Sept,2011,75,2.49,Ahmedabad,
Hyundai,i10 Sportz 1.2,Comprehensive,Petrol,5,"78,070",GJ01,Third Owner,1197,Manual,2010,20.36,78.9,111.8,Aug,2010,75,1.85,Ahmedabad,13
Hyundai,Verna Transform SX VTVT,Third Party insurance,Petrol,5,"30,200",GJ09,First Owner,1599,Manual,2021,16.2,103.2 PS at 5500 ,14.9 KGM at 3000 R,Feb,2021,20,10.75,Ahmedabad,14
Hyundai,i20 Magna 1.4 CRDi,Third Party,Diesel,5,"49,000",GJ01,First Owner,1396,Manual,2016,22.54,88.73,219.7,Feb,2017,70,6.75,Ahmedabad,
Maruti,Baleno Alpha,Comprehensive,Petrol,5,"11,892",GJ27,First Owner,1197,Manual,2022,22.35,88.50,113,Apr,2022,15,9.6,Ahmedabad,16
Tata,Punch Creative AMT,Zero Dep,Petrol,5,"13,000",GJ01,First Owner,1199,Automatic,2021,18.8,117.74,115,Mar,2022,20,8.25,Ahmedabad,16
Mercedes-Benz,M-Class ML 250 CDI,Not Available,Diesel,5,"1,38,961",GJ01,First Owner,2143,Automatic,2015,15.26,203.2,500,Aug,2015,75,23.0,Ahmedabad,18
Hyundai,i20 Sportz,Comprehensive,Petrol,5,"36,933",GJ24,First Owner,1197,Manual,2021,21,81.80,114.74,Jun,2021,20,7.94,Ahmedabad,
Toyota,Yaris J CVT BSIV,Third Party,Petrol,5,"64,508",GJ01,First Owner,1496,Automatic,2018,17.8,105.5,140,Jun,2018,50,8.55,Ahmedabad,
Maruti,Swift Dzire VDI,Comprehensive,Diesel,5,"83,633",GJ03,First Owner,1248,Manual,2018,28.4,74.02,190,Jun,2018,50,6.88,Ahmedabad,
Tata,Nexon XM Diesel,Third Party,Diesel,5,"20,691",GJ01,First Owner,1497,Manual,2021,23.22,113.42,260,Jun,2021,20,10.07,Ahmedabad,
Hyundai,i20 Asta Option 1.4 CRDi,Third Party,Diesel,5,"96,280",GJ18,Second Owner,1396,Manual,2017,22.54,88.73,219.7,Jun,2017,60,6.55,Ahmedabad,16
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"65,119",GJ07,First Owner,998,Manual,2016,20.51,67.04,90,Jun,2016,70,3.99,Ahmedabad,
Skoda,Rapid 1.6 MPI AT Style BSIV,Third Party,Petrol,5,"35,788",GJ06,First Owner,1598,Automatic,2017,14.84,103.2,153,Jun,2017,60,8.42,Ahmedabad,16
Hyundai,Santro Xing GL Plus,Third Party,Petrol,5,"53,039",GJ01,First Owner,1086,Manual,2013,17.92,62.1,96.1,Jun,2013,75,2.83,Ahmedabad,13
Tata,Nexon XZ Plus,Third Party,Petrol,5,"42,656",GJ01,First Owner,1199,Manual,2020,17.33,118.35,170,Jun,2020,30,8.68,Ahmedabad,16
Maruti,Ciaz Alpha BSIV,Comprehensive,Petrol,5,"36,378",GJ06,First Owner,1462,Manual,2018,21.56,103.25,138,Jun,2018,50,8.61,Ahmedabad,16
Hyundai,Venue SX Plus Turbo DCT BSIV,Zero Dep,Petrol,5,"82,200",GJ38,First Owner,998,Automatic,2019,18.15,118.35,171.6,Jun,2019,40,9.93,Ahmedabad,16
Maruti,SX4 S Cross Alpha,Zero Dep,Petrol,5,"5,940",GJ03,First Owner,1462,Manual,2020,18.55,103.25,138,Jun,2020,30,10.22,Ahmedabad,16
Honda,Amaze i-VTEC Privilege Edition,Comprehensive,Petrol,5,"53,900",GJ01,First Owner,1198,Manual,2019,17.8,86.7,109,Apr,2019,40,6.95,Ahmedabad,
Hyundai,Grand i10 Nios Sportz,Comprehensive,Petrol,5,"11,000",GJ01,First Owner,1197,Manual,2022,20.7,81.86,113.8,Mar,2022,15,7.2,Ahmedabad,14
Tata,Harrier XZA Plus AT,Comprehensive,Diesel,5,"11,452",GJ01,First Owner,1956,Automatic,2022,14.6,167.67,350,Feb,2022,15,22.51,Ahmedabad,17
Maruti,Swift VDI,Comprehensive,Diesel,5,"40,000",GJ27,First Owner,1248,Manual,2014,28.4,74,190,Mar,2014,75,5.25,Ahmedabad,
Maruti,Swift VXI,Third Party,Petrol,5,"25,608",GJ27,First Owner,1197,Manual,2022,22.38,88.50,113,Mar,2022,15,6.0,Ahmedabad,
Maruti,Vitara Brezza ZDi,Comprehensive,Diesel,5,"60,680",GJ01,First Owner,1248,Manual,2019,24.3,88.5,200,Oct,2019,40,9.5,Ahmedabad,16
Maruti,Wagon R VXI,Comprehensive,Petrol,5,"39,842",GJ01,First Owner,998,Manual,2016,21.79,67.05,90,May,2016,70,4.1,Ahmedabad,
Mahindra,XUV500 W11 AT BSIV,Comprehensive,Diesel,7,"31,245",GJ06,First Owner,2179,Automatic,2018,15.1,152.87,360,May,2018,50,15.0,Ahmedabad,17
Ford,Endeavour Titanium 4X2,Third Party,Diesel,7,"94,702",GJ02,First Owner,2198,Manual,2019,14.2,158.2,385,Jun,2019,40,22.3,Ahmedabad,18
Nissan,Micra Active XL,Comprehensive,Petrol,5,"98,545",GJ01,First Owner,1198,Manual,2018,18.97,67.04,104,Jun,2018,50,3.5,Ahmedabad,
Hyundai,i20 Asta Option 1.2,Zero Dep,Petrol,5,"86,990",GJ01,First Owner,1197,Manual,2017,18.6,81.83,114.7,Jun,2017,60,6.81,Ahmedabad,16
Maruti,Ciaz 1.4 Zeta,Third Party,Petrol,5,"62,882",GJ01,First Owner,1373,Manual,2017,20.73,91.1,130,Jun,2017,60,6.9,Ahmedabad,15
Kia,Seltos HTK G,Third Party,Petrol,5,"33,155",GJ01,First Owner,1497,Manual,2020,16.8,113.43,144,Jun,2020,30,10.4,Ahmedabad,
Maruti,Swift Dzire VXI 1.2,Comprehensive,Petrol,5,"58,240",GJ01,First Owner,1197,Manual,2019,21.21,81.80,113,Jun,2019,40,5.99,Ahmedabad,
Maruti,Wagon R LXI BS IV,Third Party insurance,Petrol,5,"39,412",GJ01,First Owner,998,Manual,2013,18.9,67.1,90,Mar,2013,75,2.7,Ahmedabad,13
Hyundai,i10 Magna,Comprehensive,Petrol,5,"79,399",GJ01,First Owner,1197,Manual,2013,20.36,78.9,111.7,Mar,2013,75,2.82,Ahmedabad,13
Hyundai,i20 1.2 Magna,Third Party insurance,Petrol,5,"1,04,413",GJ01,Second Owner,1197,Manual,2011,18.5,80 PS at 5200 ,"11.4 kgm at 4,000 r",Feb,2012,75,2.65,Ahmedabad,14
Maruti,Wagon R LXI BS IV,Comprehensive,Petrol,5,"77,627",GJ01,First Owner,998,Manual,2013,18.9,67.1,90,Oct,2013,75,2.7,Ahmedabad,13
Nissan,Micra Active XL Petrol,Third Party insurance,Petrol,5,"55,259",GJ06,First Owner,1198,Manual,2016,19.49,67.04,104,Jul,2016,70,2.98,Ahmedabad,
Mahindra,Thar LX 4-Str Hard Top Diesel AT,Third Party,Diesel,4,"9,297",GJ03,First Owner,2184,Automatic,2022,,130,300,Jun,2022,15,16.64,Ahmedabad,18
Maruti,Ertiga SHVS VDI Limited Edition,Third Party insurance,Diesel,7,"93,000",GJ01,First Owner,1248,Manual,2016,24.52,88.5,200,Aug,2016,70,6.3,Ahmedabad,
Hyundai,EON D Lite Plus,Third Party insurance,Petrol,5,"46,000",GJ27,Second Owner,814,Manual,2014,21.1,55.2,74.5,Feb,2015,75,1.9,Ahmedabad,
Hyundai,Santro Xing GL Plus,Third Party insurance,Petrol,5,"68,000",GJ21,First Owner,1086,Manual,2010,17.92,62.1,96.1,Mar,2011,75,1.65,Ahmedabad,13
Maruti,Celerio VXI AT,Comprehensive,Petrol,5,"90,000",GJ05,Third Owner,998,Automatic,2016,23.1,67.04,90,Mar,2016,70,3.61,Ahmedabad,
Volkswagen,Jetta 2.0L TDI Highline,Comprehensive,Diesel,5,"1,07,000",GJ01,First Owner,1968,Manual,2013,19.33,138.03,320,Mar,2013,75,6.5,Ahmedabad,16
Kia,Sonet 1.5 HTX Diesel AT,Comprehensive,Diesel,5,"23,349",GJ01,First Owner,1493,Automatic,2022,,113.43,250,Nov,2022,15,13.51,Ahmedabad,16
Mercedes-Benz,GLE 250d,Comprehensive,Diesel,5,"60,000",GJ01,First Owner,2143,Automatic,2018,17.9,201.15,500,Jul,2018,50,51.0,Ahmedabad,19
Honda,City i-VTEC CVT V,Comprehensive,Petrol,5,"28,000",GJ01,First Owner,1497,Automatic,2019,18,117.6,145,Feb,2019,40,9.9,Ahmedabad,15
Hyundai,Verna 1.6 VTVT SX,Third Party insurance,Petrol,5,"60,236",GJ01,Second Owner,1591,Manual,2016,17.01,121.3,154.9,Jun,2016,70,5.95,Ahmedabad,16
Skoda,Rapid 1.5 TDI AT Ambition BSIV,Third Party,Diesel,5,"38,249",GJ01,First Owner,1498,Automatic,2019,21.72,108.6,250,Jun,2019,40,10.48,Ahmedabad,15
Maruti,Alto 800 LXI,Third Party,Petrol,5,"32,230",GJ02,First Owner,796,Manual,2018,24.7,47.3,69,Jun,2018,50,3.0,Ahmedabad,
Ford,Ecosport 1.5 Petrol Titanium Plus AT BSIV,Zero Dep,Petrol,5,"73,482",GJ18,First Owner,1497,Automatic,2018,14.8,121.36,150,Jun,2018,50,7.71,Ahmedabad,16
Jeep,Compass 2.0 Limited,Third Party,Diesel,5,"1,49,014",GJ05,First Owner,1956,Manual,2017,17.1,170,350,Jun,2017,60,8.97,Ahmedabad,17
Hyundai,i20 Sportz 1.4 CRDi,Third Party,Diesel,5,"84,171",GJ18,Second Owner,1396,Manual,2017,22.54,88.73,219.7,Jun,2017,60,5.48,Ahmedabad,
Tata,Altroz XT,Third Party,Petrol,5,"19,115",GJ06,First Owner,1199,Manual,2021,19.33,86.83,113,Jun,2022,20,7.36,Ahmedabad,
Toyota,Yaris V CVT BSIV,Third Party,Petrol,5,"32,431",GJ01,First Owner,1496,Automatic,2018,17.8,105.5,140,Jun,2018,50,9.52,Ahmedabad,15
Skoda,Rapid 1.5 TDI AT Ambition Plus,Comprehensive,Diesel,5,"70,352",GJ01,Second Owner,1498,Automatic,2015,21.66,103.6,250,Jun,2015,75,4.9,Ahmedabad,15
Tata,Punch Creative AMT DT,Third Party,Petrol,5,"3,332",GJ19,First Owner,1199,Automatic,2022,18.8,117.74,115,Jun,2022,15,9.52,Ahmedabad,16
Tata,Tiago XZA Plus AMT,Third Party insurance,Petrol,5,"14,330",GJ21,First Owner,1199,Automatic,2021,19,84.82,113,Feb,2021,20,6.4,Ahmedabad,15
Hyundai,Creta 1.6 CRDi SX,Comprehensive,Diesel,5,"49,526",GJ01,First Owner,1582,Manual,2017,19.67,126.2,259.9,Jun,2017,60,10.48,Ahmedabad,16
Maruti,Swift VDI BSIV,Third Party,Diesel,5,"89,123",GJ01,First Owner,1248,Manual,2010,17.8,,,Oct,2010,75,2.51,Ahmedabad,15
Hyundai,EON Era Plus,Not Available,Petrol,5,"71,240",GJ01,Third Owner,814,Manual,2012,21.1,55.2,74.5,Jan,2013,75,1.65,Ahmedabad,
Maruti,Wagon R VXI 1.2,Not Available,Petrol,5,"13,378",GJ01,First Owner,1197,Manual,2020,20.52,81.80,113,Nov,2020,30,5.0,Ahmedabad,
Hyundai,Grand i10 1.2 Kappa Sportz Option,Third Party,Petrol,5,"50,328",GJ27,First Owner,1197,Manual,2017,18.9,81.86,113.75,Aug,2017,60,4.5,Ahmedabad,
Maruti,Ignis 1.2 Zeta BSIV,Zero Dep,Petrol,5,"22,954",UP78,First Owner,1197,Manual,2017,20.89,81.80,113,Jan,2018,60,4.5,Ahmedabad,15
Tata,Tiago 1.2 Revotron XZ,Zero Dep,Petrol,5,"16,715",GJ01,First Owner,1199,Manual,2019,23.84,84,114,Dec,2019,40,5.25,Ahmedabad,14
Hyundai,i10 Magna 1.1L,Not Available,Petrol,5,"1,08,012",GJ01,First Owner,1086,Manual,2016,19.81,68.05,99.04,Oct,2016,70,3.0,Ahmedabad,
Maruti,Ertiga ZXI AT,Third Party,Petrol,7,"72,449",GJ27,Second Owner,1462,Automatic,2020,17.99,103.26,138,Jul,2020,30,9.5,Ahmedabad,R15
Maruti,Zen Estilo VXI BSIV,Third Party,Petrol,5,"81,462",DL3C,First Owner,998,Manual,2010,19,67.1,90,Jun,2010,75,1.63,Ahmedabad,13
Maruti,Eeco 7 Seater Standard BSIV,Third Party,Petrol,7,"89,668",GJ01,First Owner,1196,Manual,2018,15.37,73,101,Jun,2018,50,4.36,Ahmedabad,
Maruti,Eeco 5 Seater AC 2020-2022,Third Party,Petrol,5,"33,114",GJ23,First Owner,1196,Manual,2020,16.11,72.41,98,Jun,2020,30,5.01,Ahmedabad,
Maruti,Eeco 5 Seater AC 2020-2022,Third Party,Petrol,5,"9,116",GJ16,First Owner,1196,Manual,2021,16.11,72.41,98,Jun,2021,20,5.07,Ahmedabad,
Maruti,Eeco CNG 5 Seater AC,Zero Dep,CNG,5,"4,838",GJ06,First Owner,1196,Manual,2022,20.88 ,61.68,85,Jun,2022,15,5.92,Ahmedabad,
Maruti,Eeco 5 Seater AC 2020-2022,Comprehensive,Petrol,5,"27,464",GJ35,First Owner,1196,Manual,2020,16.11,72.41,98,Jun,2020,30,4.93,Ahmedabad,
Maruti,Eeco 5 Seater AC,Third Party,Petrol,5,"12,305",GJ27,First Owner,1197,Manual,2021,19.71,79.65,104.4,Jun,2021,20,5.04,Ahmedabad,
Hyundai,Alcazar Signature Diesel AT,Comprehensive,Diesel,6,"31,008",GJ23,First Owner,1493,Automatic,2021,18.1,113.42,250,Jun,2021,20,20.27,Ahmedabad,18
Maruti,Swift VXI,Comprehensive,Petrol,5,"20,965",GJ01,First Owner,1197,Manual,2017,21.21,81.80,113,Jun,2017,60,5.49,Ahmedabad,
Hyundai,Grand i10 Asta,Third Party,Petrol,5,"31,319",GJ01,First Owner,1197,Manual,2014,18.9,82,114,Jun,2014,75,4.49,Ahmedabad,14
Tata,Nexon XZ Plus S 2020-2022,Third Party,Petrol,5,"4,871",GJ01,First Owner,1199,Manual,2021,17.57,118.36,170,Jun,2021,20,10.84,Ahmedabad,16
Tata,Nexon XMA AMT S,Third Party,Petrol,5,"3,65,43,654",GJ38,First Owner,1199,Automatic,2021,17.05,118.35,170,Jun,2021,20,10.19,Ahmedabad,
Toyota,Innova 2.5 Z Diesel 7 Seater BS IV,Comprehensive,Diesel,7,"99,000",GJ04,First Owner,2494,Manual,2014,12.99,100.6,200,Mar,2014,75,9.75,Ahmedabad,15
Hyundai,i20 Asta Option,Comprehensive,Petrol,5,"13,000",GJ01,First Owner,1197,Manual,2017,18.6,81.86,117,Sept,2017,60,7.25,Ahmedabad,16
Fiat,Punto 1.3 Emotion,Comprehensive,Diesel,5,"60,000",GJ01,First Owner,1248,Manual,2014,20.3,75,197,Jul,2014,75,2.25,Ahmedabad,15
Maruti,Ignis Sigma,Third Party,Petrol,5,"27,000",GJ06,First Owner,1197,Manual,2021,20.89,81.80,113,Sept,2021,20,5.5,Ahmedabad,
Maruti,S-Presso VXI Opt CNG,Not Available,CNG,4,"31,100",MH47,First Owner,998,Manual,2020,,58.33,78,Jul,2020,30,4.4,Ahmedabad,
Skoda,New Laura Ambition 2.0 TDI CR MT,Not Available,Diesel,5,"1,39,317",GJ01,Third Owner,1968,Manual,2013,20,108.5,250,Jan,2013,75,4.34,Ahmedabad,16
Mahindra,XUV300 W6,Third Party,Petrol,5,"12,024",GJ01,First Owner,1197,Manual,2020,17,108.6,200,Jul,2020,30,7.4,Ahmedabad,
Honda,City 1.5 S MT,Not Available,Petrol,5,"1,08,235",GJ01,Second Owner,1497,Manual,2010,17,"118PS at 6,600 ",146Nm at 4800 r,Dec,2010,75,3.0,Ahmedabad,15
Maruti,Swift VXI,Zero Dep,Petrol,5,"20,701",GJ06,First Owner,1197,Manual,2018,21.21,81.80,113,Jun,2018,50,6.08,Ahmedabad,
Hyundai,Grand i10 Sportz,Third Party,Petrol,5,"60,729",GJ01,Second Owner,1197,Manual,2015,18.9,82,114,Jun,2015,75,4.6,Ahmedabad,
Maruti,Swift Dzire VXI,Comprehensive,Petrol,5,"60,932",GJ06,Second Owner,1197,Manual,2017,20.85,83.14,115,Jun,2017,60,6.38,Ahmedabad,
Hyundai,i20 1.2 Magna Opt,Third Party,Petrol,5,"78,296",GJ01,Second Owner,1197,Manual,2012,17,80 PS at 5200 ,"11.4 kgm at 4,000 r",Jun,2012,75,3.47,Ahmedabad,14
Volkswagen,Vento 1.6 Highline,Comprehensive,Petrol,5,"65,197",GJ06,First Owner,1598,Manual,2015,15.04,103.2,153,Jun,2015,75,6.37,Ahmedabad,15
Maruti,Ciaz Alpha,Third Party,Petrol,5,"86,023",GJ23,First Owner,1462,Manual,2020,20.65,103.25,138,Jun,2020,30,8.7,Ahmedabad,16
Maruti,Celerio ZXI MT BSIV,Third Party,Petrol,5,"16,866",GJ06,First Owner,998,Manual,2018,23.1,67.04,90,Jun,2018,50,4.69,Ahmedabad,
Hyundai,Grand i10 1.2 Kappa Sportz Option,Third Party,Petrol,5,"38,641",GJ01,First Owner,1197,Manual,2017,18.9,81.86,113.75,Jun,2017,60,4.71,Ahmedabad,
Maruti,Eeco 5 Seater AC 2020-2022,Third Party,Petrol,5,"11,969",GJ01,First Owner,1196,Manual,2021,16.11,72.41,98,Jun,2021,20,5.54,Ahmedabad,
Hyundai,Verna VTVT 1.6 SX,Not Available,Petrol,5,"40,499",GJ27,First Owner,1591,Manual,2019,17,121.3,151,Feb,2019,40,8.81,Ahmedabad,16
Ford,Aspire 1.2 Ti-VCT Trend,Not Available,Petrol,5,"44,960",GJ01,Second Owner,1196,Manual,2017,18.16,86.8,112,May,2018,60,3.5,Ahmedabad,
Volkswagen,Vento Petrol Highline,Comprehensive,Petrol,5,"1,26,748",GJ01,Third Owner,1598,Manual,2011,15.04,103.6,153,Apr,2011,75,2.0,Ahmedabad,15
Maruti,Baleno Zeta,Third Party,Petrol,5,"8,796",GJ27,First Owner,1197,Manual,2021,21.01,81.80,113,Jul,2021,20,7.0,Ahmedabad,R16
Hyundai,Verna VTVT 1.6 SX,Comprehensive,Petrol,5,"20,200",GJ01,Second Owner,1591,Manual,2019,17,121.3,151,Mar,2019,40,8.21,Ahmedabad,16
