Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City,RTO,Wheel Size
Hyundai,Xcent 1.2 VTVT S,Third Party insurance,Petrol,5,"30,000",First Owner,1197,Manual,2018,20.14,81.86,113.75,Mar,2018,50,4.0,Kolkata,,
Kia,Seltos HTX IVT G,Comprehensive,Petrol,5,"11,720",First Owner,1497,Automatic,2021,16.8,113.42,144,Mar,2021,20,14.48,Kolkata,WB08,R17
Maruti,Alto 800 LXI,Comprehensive,Petrol,5,"20,145",First Owner,796,Manual,2018,24.7,47.3,69,Jun,2018,50,3.06,Kolkata,WB06,
Maruti,Wagon R LXI BS IV,Comprehensive,Petrol,5,"29,037",First Owner,998,Manual,2013,18.9,67.1,90,Jun,2013,75,2.48,Kolkata,WB02,13
Maruti,Alto 800 VXI,Comprehensive,Petrol,5,"12,892",Second Owner,796,Manual,2020,22.05,47.33,69,Jun,2020,30,3.56,Kolkata,WB18,
Maruti,Alto 800 LXI,Third Party,Petrol,5,"45,455",First Owner,796,Manual,2013,22.74,47.3,69,Jun,2013,75,2.25,Kolkata,WB02,
Honda,City V CVT,Comprehensive,Petrol,5,"19,006",First Owner,1497,Automatic,2019,17.4,117.6,145,Sept,2019,40,9.11,Kolkata,WB30,15
Maruti,Alto 800 LXI,Third Party,Petrol,5,"32,252",First Owner,796,Manual,2019,22.05,47.33,69,Jun,2019,40,3.3,Kolkata,WB26,
Maruti,Swift RS VXI,Comprehensive,Petrol,5,"42,793",First Owner,1197,Manual,2014,18.6,85.8,114,Jun,2014,75,3.66,Kolkata,WB20,14
Maruti,Wagon R VXI BS IV,Comprehensive,Petrol,5,"40,371",First Owner,998,Manual,2014,20.51,67.04,90,Jun,2014,75,2.91,Kolkata,WB02,
Maruti,Swift VXI,Third Party,Petrol,5,"11,024",First Owner,1197,Manual,2015,21.21,81.80,113,Jun,2015,75,4.18,Kolkata,WB24,
Maruti,Wagon R VXI BS IV,Comprehensive,Petrol,5,"69,217",First Owner,998,Manual,2012,18.9,67.1,90,Jun,2012,75,2.46,Kolkata,WB06,14
Mahindra,XUV500 W11 AT BSIV,Comprehensive,Diesel,7,"50,136",Second Owner,2179,Automatic,2018,15.1,152.87,360,Aug,2018,50,12.0,Kolkata,WB12,17
Renault,Duster 85PS Diesel RxL,Comprehensive,Diesel,5,"1,37,000",First Owner,1461,Manual,2014,20.45,83.8,200,Jul,2014,75,2.25,Kolkata,WB02,16
Maruti,Swift LXI Option SP Limited Edition,Third Party insurance,Petrol,5,"70,000",First Owner,1197,Manual,2016,20.4,83.11,115,Mar,2016,70,3.5,Kolkata,,
Maruti,Celerio VXI AT,Comprehensive,Petrol,5,"56,014",First Owner,998,Automatic,2014,23.1,67.04,90,Jun,2014,75,3.05,Kolkata,WB08,
Maruti,A-Star Lxi,Comprehensive,Petrol,5,"66,018",Second Owner,998,Manual,2010,19,66.1,90,Jul,2010,75,1.51,Kolkata,WB06,13
Maruti,Baleno 1.2 Alpha,Comprehensive,Petrol,5,"26,019",First Owner,1197,Manual,2019,21.4,83.1,115,Jan,2019,40,6.35,Kolkata,WB02,16
Maruti,Wagon R VXI,Comprehensive,Petrol,5,"36,000",First Owner,998,Manual,2017,21.79,67.05,90,Dec,2017,60,3.65,Kolkata,WB54,
Maruti,Ciaz 1.4 Zeta,Third Party insurance,Petrol,5,"54,700",First Owner,1373,Manual,2017,20.73,91.1,130,Nov,2017,60,4.95,Kolkata,WB02,15
Maruti,Alto 800 VXI,Third Party,Petrol,5,"25,769",Second Owner,796,Manual,2016,22.74,47.3,69,Jun,2016,70,2.64,Kolkata,WB20,
Maruti,Alto 800 LXI,Third Party,Petrol,5,"42,000",First Owner,796,Manual,2017,24.7,47.3,69,Jun,2017,60,2.91,Kolkata,WB24,
Maruti,Alto 800 VXI,Third Party,Petrol,5,"13,766",First Owner,796,Manual,2020,22.05,47.33,69,Jun,2020,30,3.96,Kolkata,WB02,
Volkswagen,Ameo 1.2 MPI Comfortline,Third Party,Petrol,5,"60,741",First Owner,1198,Manual,2017,17,73.75,110,Jun,2017,60,3.93,Kolkata,WB06,
Ford,Ecosport 1.5 Petrol Trend,Third Party,Petrol,5,"15,489",First Owner,1496,Manual,2020,15.9,120.69,149,Jun,2020,30,7.59,Kolkata,WB26,
Maruti,Wagon R VXI BS IV,Comprehensive,Petrol,5,"23,343",Second Owner,998,Manual,2018,20.51,67.04,90,Jun,2018,50,4.1,Kolkata,WB24,
Hyundai,i20 Magna 1.2,Third Party,Petrol,5,"39,522",Second Owner,1197,Manual,2016,18.6,81.83,114.7,Jun,2016,70,4.23,Kolkata,WB02,
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"28,352",Second Owner,998,Manual,2016,20.51,67.04,90,Jun,2016,70,3.47,Kolkata,WB02,
Maruti,Alto 800 VXI,Third Party,Petrol,5,"40,303",First Owner,796,Manual,2016,22.74,47.3,69,Jun,2016,70,2.64,Kolkata,WB02,
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"13,444",Second Owner,998,Manual,2017,20.51,67.04,90,Jun,2017,60,4.14,Kolkata,WB02,
Hyundai,Creta 1.6 CRDi SX Plus,Comprehensive,Diesel,5,"72,309",First Owner,1582,Manual,2017,19.67,126.2,259.9,Jun,2017,60,8.91,Kolkata,WB20,16
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"31,236",Second Owner,998,Manual,2014,20.51,67.04,90,Jun,2014,75,3.21,Kolkata,WB08,
Kia,Carnival Limousine,Third Party insurance,Diesel,7,"13,200",First Owner,2199,Automatic,2020,14.11,197.26,440,Dec,2020,30,30.0,Kolkata,WB08,18
Skoda,Kushaq 1.0 TSI Ambition AT,Third Party insurance,Petrol,5,"8,700",,999,Automatic,2021,17.2,113.98,178,,,20,12.75,Kolkata,,16
Hyundai,i10 Sportz,Comprehensive,Petrol,5,"42,041",Second Owner,1197,Manual,2011,20.36,78.9,111.8,May,2011,75,2.25,Kolkata,WB06,13
Maruti,Ignis Delta,Comprehensive,Petrol,5,"44,023",First Owner,1197,Manual,2018,20.89,81.80,113,Feb,2018,50,4.05,Kolkata,WB02,
Maruti,Ertiga VXI,Comprehensive,Petrol,7,"80,041",First Owner,1462,Manual,2019,19.01,103.26,138,Mar,2019,40,8.05,Kolkata,WB16,
Maruti,Swift VXI,Comprehensive,Petrol,5,"25,041",First Owner,1197,Manual,2020,21.21,81.80,113,Jun,2020,30,5.75,Kolkata,WB16,
Honda,City i VTEC VX,Comprehensive,Petrol,5,"45,000",First Owner,1497,Manual,2016,17.4,117.3,145,May,2016,70,6.11,Kolkata,WB06,15
Tata,Nexon XZ Plus (O) Diesel,Comprehensive,Diesel,5,"7,500",First Owner,1497,Manual,2020,21.19,108.49,260,Dec,2020,30,11.0,Kolkata,WB02,16
Maruti,Swift VXI,Third Party,Petrol,5,"19,034",Second Owner,1197,Manual,2012,18.6,85.8,114,Jun,2012,75,3.07,Kolkata,WB02,14
Hyundai,Xcent 1.2 Kappa S Option,Comprehensive,Petrol,5,"54,361",Second Owner,1197,Manual,2014,19.1,81.86,113.75,Jun,2014,75,3.23,Kolkata,WB26,14
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"32,532",Second Owner,998,Manual,2016,20.51,67.04,90,Jun,2016,70,3.47,Kolkata,WB02,
Maruti,Alto 800 VXI,Comprehensive,Petrol,5,"92,885",First Owner,796,Manual,2014,22.74,47.3,69,Jun,2014,75,2.16,Kolkata,WB06,
Honda,Jazz ZX,Comprehensive,Petrol,5,"9,405",First Owner,1199,Manual,2021,17.1,88.50,110,Jun,2021,20,8.25,Kolkata,WB12,15
Maruti,Ritz Genus VXi,Comprehensive,Petrol,5,"44,833",Second Owner,1197,Manual,2010,18.5,85 PS at 6000,113Nm at 4500r,Jun,2010,75,1.96,Kolkata,WB06,14
Hyundai,Creta 1.4 CRDi S Plus,Comprehensive,Diesel,5,"88,520",First Owner,1396,Manual,2016,21.38,88.7,219.7,Jun,2016,70,7.48,Kolkata,WB02,16
Maruti,Wagon R VXI BS IV,Comprehensive,Petrol,5,"86,041",First Owner,998,Manual,2017,20.51,67.04,90,Jun,2017,60,3.25,Kolkata,WB26,
Maruti,Wagon R VXI BS IV,Comprehensive,Petrol,5,"55,319",Second Owner,998,Manual,2017,20.51,67.04,90,Jun,2017,60,3.79,Kolkata,WB20,
Maruti,S-Presso VXI Plus 2019-2022,Comprehensive,Petrol,5,"11,420",First Owner,998,Manual,2020,21.7,65.71,89,Jun,2020,30,4.36,Kolkata,WB12,
Maruti,Baleno 1.2 CVT Zeta,Third Party,Petrol,5,"56,272",First Owner,1197,Automatic,2017,21.4,83.1,115,Jun,2017,60,6.03,Kolkata,WB20,16
Toyota,Corolla Altis 1.8 G,Comprehensive,Petrol,5,"30,012",First Owner,1798,Manual,2018,14.28,138.03,173,Apr,2018,50,11.34,Kolkata,WB02,16
Honda,Amaze S i-Vtech,Comprehensive,Petrol,5,"36,000",First Owner,1198,Manual,2013,18,86.7,109,Nov,2013,75,2.6,Kolkata,WB02,
Renault,Kiger RXZ AMT,Comprehensive,Petrol,5,"4,500",First Owner,999,Automatic,2021,19.03,71.01,96,Nov,2021,20,8.0,Kolkata,WB08,16
Honda,City i VTEC VX,Comprehensive,Petrol,5,"35,000",First Owner,1497,Manual,2017,17.8,117.3,145,Apr,2017,60,7.25,Kolkata,WB08,15
Hyundai,Creta SX Executive,Comprehensive,Petrol,5,"17,009",First Owner,1497,Manual,2021,,113.18,143.8,Aug,2021,20,14.25,Kolkata,WB24,17
Hyundai,i20 1.2 Magna,Comprehensive,Petrol,5,"26,034",Second Owner,1197,Manual,2011,18.5,80 PS at 5200 ,"11.4 kgm at 4,000 r",Jul,2011,75,2.15,Kolkata,WB20,14
Honda,City S,Comprehensive,Petrol,5,"45,000",First Owner,1497,Manual,2013,16.8,116.4,146,Aug,2013,75,2.95,Kolkata,WB02,15
Mahindra,XUV500 W10 2WD,Comprehensive,Diesel,7,"28,025",First Owner,2179,Manual,2016,16,140,330,Jul,2016,70,9.35,Kolkata,WB12,17
Hyundai,Elantra 2.0 SX,Comprehensive,Petrol,5,"27,000",First Owner,1999,Manual,2017,14.59,149.92,192.2,Dec,2017,60,7.5,Kolkata,WB02,16
Hyundai,i20 Magna 1.2,Third Party,Petrol,5,"11,396",Second Owner,1197,Manual,2016,18.6,81.83,114.7,Jun,2016,70,4.5,Kolkata,WB24,
Maruti,Ignis 1.2 Delta BSIV,Third Party,Petrol,5,"1,290",First Owner,1197,Manual,2020,20.89,81.80,113,Jun,2020,30,5.23,Kolkata,WB24,
Hyundai,Santro Sportz BSIV,Comprehensive,Petrol,5,"20,630",First Owner,1086,Manual,2019,20.3,68,99,Aug,2019,40,4.98,Kolkata,WB08,
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"61,389",First Owner,998,Manual,2015,20.51,67.04,90,Jun,2015,75,3.16,Kolkata,WB12,
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"71,243",First Owner,998,Manual,2015,20.51,67.04,90,Jun,2015,75,2.98,Kolkata,WB24,
Maruti,Ertiga VXI,Comprehensive,Petrol,7,"95,475",First Owner,1373,Manual,2013,16.02,93.7,130,Sept,2013,75,4.48,Kolkata,WB24,
Tata,Nexon XMA AMT Diesel S,Comprehensive,Diesel,5,"37,813",First Owner,1497,Automatic,2021,24.07,113.42,260,Jun,2021,20,9.78,Kolkata,WB20,
Hyundai,i20 Active 1.2,Comprehensive,Petrol,5,"73,722",First Owner,1197,Manual,2017,17.19,81.86,114.73,Sept,2017,60,5.02,Kolkata,WB12,16
Maruti,Alto 800 VXI Plus,Third Party,Petrol,5,"53,378",First Owner,796,Manual,2020,22.05,47.33,69,Jun,2020,30,3.58,Kolkata,WB12,
Maruti,Ertiga VXI,Third Party,Petrol,7,"44,423",Second Owner,1373,Manual,2014,16.02,93.7,130,Jun,2014,75,5.01,Kolkata,WB02,
Mahindra,Scorpio S11,Comprehensive,Diesel,7,"55,557",First Owner,2179,Manual,2020,15.4,136.78,319,Aug,2020,30,15.3,Kolkata,WB28,R17
Hyundai,Santro Asta BSIV,Comprehensive,Petrol,5,"22,509",First Owner,1086,Manual,2019,20.3,68,99,Jun,2019,40,4.76,Kolkata,WB26,
Volkswagen,Polo 1.5 TDI Highline,Comprehensive,Diesel,5,"75,000",First Owner,1498,Manual,2015,20.14,88,230,Aug,2015,75,3.5,Kolkata,WB08,15
Honda,Amaze S i-Vtech,Comprehensive,Petrol,5,"54,000",First Owner,1198,Manual,2014,18,86.7,109,Mar,2014,75,2.99,Kolkata,WB02,
Renault,Duster 85PS Diesel RxE,Comprehensive,Diesel,5,"73,000",First Owner,1461,Manual,2013,20.45,83.8,200,Nov,2013,75,2.25,Kolkata,WB02,16
Mercedes-Benz,E-Class E 350 d BSIV,Third Party insurance,Diesel,5,"24,200",Second Owner,2987,Automatic,2020,18,254.8,620,Oct,2020,30,55.0,Kolkata,WB02,17
Volkswagen,Polo 1.2 MPI Highline,Comprehensive,Petrol,5,"37,000",First Owner,1199,Manual,2016,16.2,74,110,May,2016,70,4.3,Kolkata,WB02,15
Honda,City i VTEC V,Comprehensive,Petrol,5,"32,000",First Owner,1497,Manual,2014,17.4,117.3,145,Aug,2014,75,4.15,Kolkata,WB02,15
Hyundai,i20 1.2 Asta,Comprehensive,Petrol,5,"39,000",First Owner,1197,Manual,2018,18.6,81.83,114.7,Jun,2018,50,5.25,Kolkata,WB02,16
Volkswagen,Polo 1.2 MPI Comfortline,Comprehensive,Petrol,5,"14,000",First Owner,1199,Manual,2019,16.2,74,110,Jun,2019,40,4.75,Kolkata,WB02,
Hyundai,Verna VTVT 1.4 E,Third Party insurance,Petrol,5,"44,906",First Owner,1368,Manual,2019,19.1,98.6,132.38,Jun,2019,40,7.65,Kolkata,WB38,
Maruti,Swift Dzire VXI,Comprehensive,Petrol,5,"14,642",First Owner,1197,Manual,2013,19.1,85.8,114,Jul,2013,75,3.84,Kolkata,WB90,14
Honda,City i VTEC V,Comprehensive,Petrol,5,"51,336",Second Owner,1497,Manual,2016,17.8,117.3,145,Jun,2016,70,4.78,Kolkata,WB06,15
Toyota,Corolla Altis 1.4 DGL,Comprehensive,Diesel,5,"72,456",First Owner,1364,Manual,2018,21.43,86.79,205,Mar,2018,50,11.46,Kolkata,WB02,16
Hyundai,i20 1.2 Magna Opt,Comprehensive,Petrol,5,"99,853",First Owner,1197,Manual,2010,17,80 PS at 5200 ,"11.4 kgm at 4,000 r",Jun,2010,75,2.16,Kolkata,WB06,14
Hyundai,i10 Magna 1.1L,Third Party,Petrol,5,"47,742",First Owner,1086,Manual,2015,19.81,68.05,99.04,Jun,2015,75,2.81,Kolkata,WB06,
Honda,Amaze V Petrol BSIV,Comprehensive,Petrol,5,"66,677",First Owner,1199,Manual,2018,19.5,88.76,110,Jun,2018,50,5.31,Kolkata,WB06,
Hyundai,i20 Sportz 1.2,Third Party,Petrol,5,"46,533",Second Owner,1197,Manual,2016,18.6,81.83,114.7,Jun,2018,70,4.18,Kolkata,WB02,
Ford,Ecosport 1.5 Ti VCT MT Trend,Third Party,Petrol,5,"36,037",Second Owner,1499,Manual,2014,15.8,110,140,Jun,2014,75,3.92,Kolkata,WB20,
Maruti,Swift VXI,Third Party,Petrol,5,"39,966",First Owner,1197,Manual,2012,18.6,85.8,114,Jun,2012,75,3.21,Kolkata,WB22,14
Maruti,Ciaz ZDi,Comprehensive,Diesel,5,"42,000",First Owner,1248,Manual,2017,26.21,88.5,200,Feb,2017,60,5.49,Kolkata,WB02,15
Maruti,Wagon R VXI 1.2,Third Party insurance,Petrol,5,"40,000",First Owner,1197,Manual,2019,20.52,81.80,113,Mar,2019,40,4.8,Kolkata,,
Hyundai,Creta 1.6 CRDi SX Plus,Comprehensive,Diesel,5,"59,000",First Owner,1582,Manual,2015,19.67,126.2,259.9,Sept,2015,75,6.8,Kolkata,WB02,16
Hyundai,Creta 1.6 CRDi SX Plus,Comprehensive,Diesel,5,"54,000",First Owner,1582,Manual,2016,19.67,126.2,259.9,Sept,2016,70,7.35,Kolkata,WB02,16
Maruti,Ertiga VXI Petrol,Comprehensive,Petrol,7,"43,000",First Owner,1462,Manual,2018,19.34,103,138,Feb,2018,50,6.85,Kolkata,WB06,
Nissan,Terrano XV 110 PS,Third Party insurance,Diesel,5,"1,20,000",First Owner,1461,Manual,2014,19.01,108.5,248,Mar,2014,75,3.0,Kolkata,,16
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Third Party,Petrol,5,"16,494",First Owner,1197,Manual,2018,18.9,81.86,113.75,Jun,2018,50,4.55,Kolkata,WB02,
Honda,City ZX CVT,Comprehensive,Petrol,5,"17,934",First Owner,1498,Automatic,2020,18.3,119.35,145,Aug,2020,30,12.46,Kolkata,WB26,16
Maruti,Swift VVT VXI,Third Party,Petrol,5,"69,566",First Owner,1197,Manual,2014,22,81.80,113,Jun,2014,75,3.45,Kolkata,WB20,
Hyundai,Verna 1.6 SX VTVT,Comprehensive,Petrol,5,"40,558",First Owner,1591,Manual,2014,17.01,121.3,154.9,Jun,2014,75,3.96,Kolkata,WB08,16
Hyundai,Santro Magna Corp Edition,Third Party,Petrol,5,"15,263",First Owner,1086,Manual,2020,20.3,68.07,99.07,Jun,2020,30,4.19,Kolkata,WB24,
Maruti,Ignis 1.2 AMT Alpha BSIV,Comprehensive,Petrol,5,"13,168",First Owner,1197,Automatic,2017,20.89,81.80,113,Jun,2017,60,5.9,Kolkata,WB20,15
Maruti,Swift Dzire ZXI Plus,Third Party,Petrol,5,"23,168",Second Owner,1197,Manual,2021,22.41,88.50,113,Jun,2021,20,8.23,Kolkata,WB08,15
Hyundai,i20 1.2 Magna Executive,Third Party,Petrol,5,"15,755",First Owner,1197,Manual,2018,18.6,81.83,114.7,Jun,2018,50,5.48,Kolkata,WB06,
Datsun,GO T CVT,Third Party,Petrol,5,"15,645",Second Owner,1198,Automatic,2019,19.59,76.43,104,Jun,2019,40,4.74,Kolkata,WB06,
Hyundai,Verna 1.4 VTVT,Comprehensive,Petrol,5,"34,946",Second Owner,1396,Manual,2014,17.43,105.5,135.3,Aug,2014,75,4.47,Kolkata,WB12,15
Hyundai,i20 Asta 1.2,Comprehensive,Petrol,5,"63,504",First Owner,1197,Manual,2015,18.6,81.83,114.7,Jun,2015,75,4.5,Kolkata,WB02,16
Honda,City ZX MT,Comprehensive,Petrol,5,"12,265",First Owner,1498,Manual,2020,18.6,119.35,145,Aug,2020,30,12.15,Kolkata,WB20,16
Volkswagen,Ameo 1.0 MPI Trendline,Third Party,Petrol,5,"21,830",First Owner,999,Manual,2017,19.44,75,95,Dec,2017,60,3.74,Kolkata,WB24,
Maruti,Ritz VXi,Third Party insurance,Petrol,5,"59,720",First Owner,1197,Manual,2011,18.5,85.80,114,Jun,2011,75,1.99,Kolkata,WB12,
Maruti,Baleno 1.2 Zeta,Third Party insurance,Petrol,5,"20,000",First Owner,1197,Manual,2019,21.4,83.1,115,Mar,2019,40,6.0,Kolkata,,16
Hyundai,Santro Xing GLS,Third Party insurance,Petrol,5,"70,000",Second Owner,1086,Manual,2012,17.92,62.1,96.1,Mar,2012,75,1.5,Kolkata,,13
Mahindra,KUV 100 mFALCON D75 K8,Third Party insurance,Diesel,6,"50,000",Second Owner,1198,Manual,2015,25.32,77,190,Mar,2015,75,2.5,Kolkata,,14
Hyundai,Creta 1.6 VTVT E Plus,Comprehensive,Petrol,5,"40,000",First Owner,1591,Manual,2018,15.29,121.3,151,Mar,2018,50,7.85,Kolkata,WB02,
Kia,Carens Luxury Plus Turbo 6 STR 2022-2023,Third Party insurance,Petrol,6,"10,000",First Owner,1353,Manual,2022,16.2,138.05,242,Mar,2022,15,17.0,Kolkata,,16
Hyundai,i20 1.2 Magna Executive,Third Party,Petrol,5,"26,610",First Owner,1197,Manual,2018,18.6,81.83,114.7,Jun,2018,50,5.16,Kolkata,WB08,
Maruti,Swift VXI,Comprehensive,Petrol,5,"70,063",First Owner,1197,Manual,2013,18.6,85.8,114,Jun,2013,75,3.15,Kolkata,WB40,14
Hyundai,Verna VTVT 1.6 SX,Comprehensive,Petrol,5,"31,703",First Owner,1591,Manual,2017,17,121.3,151,Jun,2017,60,6.77,Kolkata,WB24,16
Hyundai,Grand i10 Magna,Third Party,Petrol,5,"74,747",First Owner,1197,Manual,2015,18.9,82,114,Jun,2015,75,3.36,Kolkata,WB12,
Maruti,Ciaz VXi Option,Comprehensive,Petrol,5,"29,119",First Owner,1373,Manual,2017,20.73,91.1,130,Jun,2017,60,6.32,Kolkata,WB06,
Renault,Kiger RXZ Turbo,Zero Dep,Petrol,5,"4,047",First Owner,999,Manual,2022,20.5,98.63,160,Jun,2022,15,9.55,Kolkata,WB12,16
Toyota,Yaris J BSIV,Third Party insurance,Petrol,5,"24,020",Second Owner,1496,Manual,2018,17.1,105.5,140,Jun,2018,50,8.14,Kolkata,WB02,
Maruti,Ciaz VXi Plus,Comprehensive,Petrol,5,"31,349",First Owner,1373,Manual,2016,20.73,91.1,130,Jun,2016,70,4.51,Kolkata,WB08,
Hyundai,Grand i10 Sportz,Third Party,Petrol,5,"69,461",First Owner,1197,Manual,2015,18.9,82,114,Jun,2015,75,3.51,Kolkata,WB40,
Maruti,Swift VXI Optional,Third Party,Petrol,5,"69,015",First Owner,1197,Manual,2016,20.4,81.80,113,Jun,2016,70,3.77,Kolkata,WB02,
Honda,Amaze S i-Dtech,Comprehensive,Diesel,5,"48,236",First Owner,1498,Manual,2013,25.8,98.6,200,Jun,2013,75,2.92,Kolkata,WB02,
Hyundai,i20 Sportz Option 1.2,Third Party,Petrol,5,"26,874",First Owner,1197,Manual,2014,18.6,81.83,114.7,Jun,2014,75,4.33,Kolkata,WB08,16
Jeep,Compass 2.0 Limited Option,Third Party insurance,Diesel,5,"52,000",First Owner,1956,Manual,2018,17.1,170,350,Feb,2018,50,11.21,Kolkata,WB02,17
Hyundai,i20 Sportz Option 1.2,Third Party insurance,Petrol,5,"40,000",Second Owner,1197,Manual,2017,18.6,81.83,114.7,Mar,2017,60,4.59,Kolkata,,16
BMW,2 Series 220i M Sport,Third Party insurance,Petrol,5,"10,000",First Owner,1998,Automatic,2022,14.82,189.08,280,Mar,2022,15,45.0,Kolkata,,18
Maruti,Ciaz ZXi,Comprehensive,Petrol,5,"62,000",First Owner,1373,Manual,2016,20.73,91.1,130,Aug,2016,70,5.45,Kolkata,WB02,15
Mercedes-Benz,C-Class AMG Line C 300d,Third Party insurance,Diesel,5,"10,000",First Owner,1950,Automatic,2019,12.6,245,500,Mar,2019,40,37.0,Kolkata,,18
Hyundai,Santro Asta BSIV,Third Party insurance,Petrol,5,"20,000",First Owner,1086,Manual,2019,20.3,68,99,Mar,2019,40,5.0,Kolkata,,
Hyundai,Venue SX Plus Turbo DCT BSIV,Third Party insurance,Petrol,5,"40,000",First Owner,998,Automatic,2019,18.15,118.35,171.6,Mar,2019,40,9.25,Kolkata,,16
Hyundai,Grand i10 CRDi Sportz,Third Party insurance,Diesel,5,"70,000",Second Owner,1120,Manual,2017,24,70,160,Mar,2017,60,3.75,Kolkata,,
Maruti,Swift Dzire VXI,Third Party,Petrol,5,"29,296",First Owner,1197,Manual,2013,19.1,85.8,114,Jun,2013,75,3.34,Kolkata,WB02,14
Maruti,Swift Dzire VXI,Comprehensive,Petrol,5,"43,254",Second Owner,1197,Manual,2014,19.1,85.8,114,Jun,2014,75,3.62,Kolkata,WB02,14
Maruti,Ciaz VXi,Comprehensive,Petrol,5,"46,169",First Owner,1373,Manual,2017,20.73,91.1,130,Jun,2017,60,6.57,Kolkata,WB02,
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Third Party,Petrol,5,"10,287",First Owner,1197,Manual,2019,18.9,81.86,113.75,Jun,2019,40,5.07,Kolkata,WB08,
Hyundai,Verna VTVT 1.6 SX Option,Comprehensive,Petrol,5,"31,577",First Owner,1591,Manual,2020,17,121.3,151,Jun,2020,30,11.11,Kolkata,WB02,16
Ford,Figo Titanium Diesel,Third Party,Diesel,5,"22,154",First Owner,1499,Manual,2020,24.4,98.96,215,Jun,2020,30,6.61,Kolkata,WB08,R15
Datsun,RediGO 1.0 T Option,Comprehensive,Petrol,5,"6,540",First Owner,999,Manual,2021,21.7,67.05,91,Jun,2021,20,4.2,Kolkata,WB08,
Hyundai,Grand i10 Nios Magna Corp Edition,Third Party,Petrol,5,"39,538",Second Owner,1197,Manual,2021,20.7,81.86,113.75,Jun,2021,20,6.77,Kolkata,WB24,R15
Honda,City V MT,Third Party,Petrol,5,"19,524",First Owner,1498,Manual,2021,18.6,119.35,145,Jun,2021,20,10.17,Kolkata,WB02,15
Maruti,Swift Dzire VXI,Comprehensive,Petrol,5,"85,470",First Owner,1197,Manual,2015,20.85,83.14,115,Jun,2015,75,3.93,Kolkata,WB08,
Maruti,Vitara Brezza VDi,Third Party,Diesel,5,"51,579",First Owner,1248,Manual,2019,24.3,88.5,200,Jun,2019,40,7.23,Kolkata,WB24,
Maruti,Swift VXI,Third Party,Petrol,5,"20,365",Second Owner,1197,Manual,2018,21.21,81.80,113,Jun,2018,50,5.43,Kolkata,WB96,
MG,Hector Sharp DCT,Comprehensive,Petrol,5,"14,700",First Owner,1451,Automatic,2019,,141,250,Sept,2019,40,14.95,Kolkata,WB02,R18
Maruti,S-Presso VXi Plus,Comprehensive,Petrol,5,492,First Owner,998,Manual,2022,24.76,65.71,89,Dec,2022,15,5.25,Kolkata,WB06,
Maruti,Swift VXI,Comprehensive,Petrol,5,"43,000",First Owner,1197,Manual,2016,18.6,85.8,114,May,2016,70,3.59,Kolkata,WB02,14
Honda,Civic VX,Comprehensive,Petrol,5,"34,300",First Owner,1799,Automatic,2019,16.5,139.46,174,Nov,2019,40,12.99,Kolkata,WB02,16
Maruti,Ciaz 1.4 Zeta,Comprehensive,Petrol,5,"54,700",First Owner,1373,Manual,2017,20.73,91.1,130,Nov,2017,60,5.25,Kolkata,WB02,15
