Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),RTO,Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Max Power (in bhp),Torque (in nm),Wheel Size,Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City,Mileage (in kmpl)
Honda,Civic VX Diesel BSIV,Third Party insurance,Diesel,5,"50,000",,First Owner,1597,Manual,2019,118,300,16,,,40,16.0,Bangalore,26.8
Maruti,Swift Dzire VDI,Third Party insurance,Diesel,5,"1,00,000",,Second Owner,1248,Manual,2015,74,190,,,,75,4.5,Bangalore,26.59
Volkswagen,Virtus GT Plus,Available,Petrol,5,"1,000",,First Owner,1498,Automatic,2022,147.51,250,16,,,15,16.0,Bangalore,18.67
Maruti,800 Std,Individual,Petrol,4,"80,000",,Second Owner,796,Manual,2005,37,59,12,,,75,0.41,Bangalore,16.1
Hyundai,i20 1.4 CRDi Asta,Third Party insurance,Diesel,5,"90,000",,First Owner,1396,Manual,2011,90PS at 4000,22.4 kgm at 1750-2750r,14,,,75,4.0,Bangalore,23
Honda,City i VTEC V,Third Party,Petrol,5,"73,707",TS09,First Owner,1497,Manual,2017,117.3,145,15,Jun,2017,60,7.15,Bangalore,17.8
Maruti,Alto 800 VXI,Third Party,Petrol,5,"29,100",TS07,Second Owner,796,Manual,2019,47.33,69,,Jun,2019,40,3.28,Bangalore,22.05
Datsun,RediGO S,Third Party,Petrol,5,"28,448",TS07,First Owner,799,Manual,2017,53.64,72,,Jun,2017,60,3.01,Bangalore,22.7
Tata,Harrier XZ Plus,Third Party,Diesel,5,"69,271",TS08,First Owner,1956,Manual,2021,167.67,350,17,Jun,2021,20,18.55,Bangalore,16.35
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"53,150",TS08,First Owner,998,Manual,2015,67.04,90,,Jun,2015,75,3.62,Bangalore,20.51
Maruti,Wagon R VXI Optional,Third Party,Petrol,5,"87,535",TS09,Second Owner,998,Manual,2017,67.04,90,,Jun,2017,60,3.72,Bangalore,20.51
Maruti,Celerio ZXI,Third Party,Petrol,5,"88,207",TS07,Second Owner,998,Manual,2017,67.04,90,,Jun,2017,60,4.67,Bangalore,23.1
Maruti,Swift AMT VXI,Third Party,Petrol,5,"63,300",TS07,First Owner,1197,Automatic,2019,81.80,113,,Jun,2019,40,7.04,Bangalore,21.21
Hyundai,Creta 1.6 SX Automatic Diesel,Third Party,Diesel,5,"77,938",TS11,First Owner,1582,Automatic,2018,126.2,259.87,17,Jun,2018,50,12.43,Bangalore,17.6
Hyundai,Grand i10 Sportz,Third Party,Petrol,5,"63,673",TS11,First Owner,1197,Manual,2014,82,114,,Jun,2014,75,4.38,Bangalore,18.9
Maruti,Wagon R VXI BS IV,Comprehensive,Petrol,5,"49,855",TS10,First Owner,998,Manual,2018,67.04,90,,Jun,2018,50,4.83,Bangalore,20.51
Maruti,Swift Dzire AMT VXI,Third Party,Petrol,5,"20,126",TS13,Second Owner,1197,Automatic,2019,81.80,113,,Jun,2019,40,7.27,Bangalore,21.21
Tata,Winger Deluxe - Flat Roof (Non-AC),Third Party insurance,Diesel,14,"80,000",,First Owner,1948,Manual,2013,90,190,14,,,75,2.8,Bangalore,10.71
MG,Hector Smart DCT,Third Party insurance,Petrol,5,"35,000",,First Owner,1451,Automatic,2020,141,250,R17,,,30,14.5,Bangalore,13.96
Mercedes-Benz,S-Class S 350 CDI,Third Party insurance,Diesel,5,"33,000",TS10,First Owner,2987,Automatic,2014,282,490,17,Aug,2015,75,48.5,Bangalore,13.5
Chevrolet,Beat LS,Third Party insurance,Petrol,5,"46,000",AP29,First Owner,1199,Manual,2012,79.4,108,14,Jun,2012,75,2.95,Bangalore,18.6
Tata,Tigor XZA Plus AMT,Third Party insurance,Petrol,5,"17,000",,First Owner,1199,Automatic,2022,84.82,113,15,,,15,8.2,Bangalore,19.6
Skoda,Rapid 1.0 TSI Style AT,Third Party insurance,Petrol,5,"25,000",N/A,First Owner,999,Automatic,2021,108.62,175,R16,,,20,12.0,Bangalore,16.24
Volkswagen,Vento Petrol Highline AT,Third Party insurance,Petrol,5,"88,000",,Second Owner,1598,Automatic,2013,103.6,153,15,,,75,12.0,Bangalore,14.4
Honda,Brio S MT,Third Party insurance,Petrol,5,"51,000",AP28,First Owner,1198,Manual,2013,86.8,109,,Jun,2013,75,3.99,Bangalore,19.4
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"47,829",TS13,First Owner,998,Manual,2018,67.04,90,,Jun,2018,50,4.7,Bangalore,20.51
Maruti,Celerio ZXI AT,Third Party,Petrol,5,"68,313",TS13,First Owner,998,Automatic,2016,67.04,90,,Jun,2016,70,4.55,Bangalore,23.1
Hyundai,i10 Magna 1.2 iTech SE,Third Party,Petrol,5,"35,717",AP11,First Owner,1197,Manual,2013,78.9,111.7,13,Jun,2013,75,3.56,Bangalore,20.36
Maruti,Swift AMT VXI,Comprehensive,Petrol,5,"95,241",TS13,First Owner,1197,Automatic,2018,81.80,113,,Jun,2018,50,6.73,Bangalore,21.21
Hyundai,EON Era Plus,Third Party,Petrol,5,"53,785",TS12,Second Owner,814,Manual,2018,55.2,74.5,,Jun,2018,50,3.24,Bangalore,21.1
Renault,KWID 1.0 RXT BSIV,Third Party,Petrol,5,"51,993",TS11,Second Owner,999,Manual,2019,67,91,,Jun,2019,40,4.48,Bangalore,23.01
Volkswagen,Vento 1.0 TSI Highline Plus AT,Third Party,Petrol,5,"32,793",TS09,First Owner,999,Automatic,2020,108.62,175,16,Jun,2020,30,11.59,Bangalore,16.35
Hyundai,i10 Magna,Third Party,Petrol,5,"37,496",AP10,Second Owner,1197,Manual,2013,78.9,111.7,13,Jun,2013,75,3.51,Bangalore,20.36
Maruti,Swift Dzire AMT ZDI,Comprehensive,Diesel,5,"98,363",TS09,First Owner,1248,Automatic,2019,74.02,190,15,Jun,2019,40,8.06,Bangalore,28.4
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"43,440",TS08,Second Owner,998,Manual,2018,67.04,90,,Jun,2018,50,4.82,Bangalore,20.51
BMW,X1 sDrive 20d xLine,Third Party insurance,Diesel,5,"91,000",AP07,First Owner,1995,Automatic,2016,188,400,17,Sept,2016,70,21.5,Bangalore,20.68
Hyundai,i10 Asta Sunroof AT,Third Party insurance,Petrol,5,"1,00,000",,First Owner,1197,Automatic,2010,,11,13,,,75,3.2,Bangalore,19.2
Maruti,Alto K10 Knightracer,Third Party insurance,Petrol,5,"42,000",,Second Owner,998,Manual,2012,67.1,90,13,,,75,1.96,Bangalore,20.2
Tata,Indigo LX,Third Party insurance,Diesel,5,"1,33,000",N/A,First Owner,1405,Manual,2006,,13,14,,,75,0.8,Bangalore,17
Hyundai,Santro Xing GLS,Third Party insurance,Petrol,5,"50,000",N/A,Second Owner,1086,Manual,2010,62.1,96.1,13,,,75,2.0,Bangalore,17.92
Audi,Q3 35 TDI Quattro Premium Plus,Third Party insurance,Diesel,5,"1,10,000",,Second Owner,1968,Automatic,2016,181,380,18,,,70,22.0,Bangalore,15.17
Mercedes-Benz,M-Class ML 350 CDI,Third Party insurance,Diesel,5,"1,45,000",TS09,First Owner,2987,Automatic,2015,254.8,619,19,Aug,2015,75,27.75,Bangalore,11.74
Hyundai,i20 Asta Option Diesel,Third Party insurance,Diesel,5,"1,20,000",,First Owner,1396,Manual,2019,88.76,224,16,,,40,8.3,Bangalore,22.54
Honda,Jazz 1.2 V AT i VTEC,Third Party,Petrol,5,"86,147",TS08,First Owner,1199,Automatic,2017,88.7,110,15,Jun,2017,60,6.55,Bangalore,19
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"54,565",TS07,First Owner,998,Manual,2017,67.04,90,,Jun,2017,60,4.32,Bangalore,20.51
Maruti,Ritz ZDi,Comprehensive,Diesel,5,"35,094",AP28,First Owner,1248,Manual,2013,73.94,190,14,Jun,2013,75,4.42,Bangalore,23.2
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"73,214",AP28,First Owner,998,Manual,2013,67.1,90,14,Jun,2013,75,3.41,Bangalore,18.9
Maruti,Baleno 1.2 Delta,Comprehensive,Petrol,5,"55,138",TS07,First Owner,1197,Manual,2015,83.1,115,,Jun,2015,75,5.77,Bangalore,21.4
Hyundai,Santro Sportz AMT BSIV,Third Party,Petrol,5,"37,478",TS12,Second Owner,1086,Automatic,2019,68,99,,Jun,2019,40,5.27,Bangalore,20.3
Volkswagen,Polo 1.0 MPI Trendline,Third Party,Petrol,5,"73,145",TS15,First Owner,999,Manual,2020,75.10,95,,Jun,2020,30,5.96,Bangalore,17.74
Maruti,Swift Dzire VDI Optional,Third Party,Diesel,5,"56,080",TS15,First Owner,1248,Manual,2017,74,190,,Jun,2017,60,7.1,Bangalore,26.59
Renault,KWID 1.0 RXT Opt BSIV,Third Party,Petrol,5,"43,216",TS04,Second Owner,999,Manual,2019,67,91,,Jun,2019,40,4.45,Bangalore,23.01
Honda,City i-VTEC CVT VX,Third Party,Petrol,5,"66,735",TS09,First Owner,1497,Automatic,2017,117.6,145,16,Jun,2017,60,8.51,Bangalore,18
Volkswagen,Vento 1.2 TSI Highline AT,Third Party insurance,Petrol,5,"35,579",TS08,Second Owner,1197,Automatic,2019,103.2,175,15,Jun,2019,40,9.02,Bangalore,18.19
Hyundai,i20 Sportz Plus BSIV,Third Party insurance,Petrol,5,"60,000",,First Owner,1197,Manual,2019,81.86,117,15,,,40,8.0,Bangalore,18.6
Toyota,Qualis FS B4,Third Party insurance,Diesel,10,"90,000",,Second Owner,2446,Manual,2003,75,151 ,14,,,75,1.65,Bangalore,13.1
Maruti,Alto K10 2010-2014 VXI,Individual,Petrol,5,"1,20,000",,First Owner,998,Manual,2011,67.1,90,13,,,75,1.6,Bangalore,20.92
Tata,Bolt Quadrajet XT,Third Party insurance,Diesel,5,"80,000",,Second Owner,1248,Manual,2017,74,190,15,,,60,3.2,Bangalore,22.95
Hyundai,Venue S Plus,Third Party insurance,Petrol,5,"15,000",,First Owner,1197,Manual,2021,81.86,113.76,,,,20,8.75,Bangalore,17.52
Maruti,Swift 1.3 VXi,Third Party insurance,Petrol,5,"77,000",AP29,First Owner,1298,Manual,2008,8,11,14,Aug,2008,75,3.15,Bangalore,16.1
Volvo,S60 D5 Kinetic,Third Party insurance,Diesel,5,"84,000",AP28,First Owner,2400,Automatic,2012,215,420,18,May,2012,75,10.25,Bangalore,13.2
Hyundai,Creta SX Opt Diesel AT,Third Party insurance,Diesel,5,"65,000",TS13,First Owner,1493,Automatic,2020,113.45,250,17,Jul,2020,30,17.5,Bangalore,
Maruti,Swift Dzire AMT VXI,Comprehensive,Petrol,5,"54,636",TS09,First Owner,1197,Automatic,2018,81.80,113,,Jun,2018,50,7.12,Bangalore,21.21
Maruti,Wagon R VXI Optional,Comprehensive,Petrol,5,"82,142",TS15,First Owner,998,Manual,2018,67.04,90,,Jun,2018,50,3.99,Bangalore,20.51
Tata,Altroz XZ Plus Diesel,Third Party,Diesel,5,"8,992",TS07,First Owner,1497,Manual,2021,88.77,200,16,Jun,2021,20,9.49,Bangalore,23.64
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"45,053",TS15,Second Owner,998,Manual,2018,67.04,90,,Jun,2018,50,4.58,Bangalore,20.51
Hyundai,i10 Sportz,Third Party,Petrol,5,"59,532",AP29,First Owner,1197,Manual,2012,78.9,111.8,13,Jun,2012,75,3.47,Bangalore,20.36
Tata,Harrier XZ BSIV,Comprehensive,Diesel,5,"89,297",TS23,First Owner,1956,Manual,2019,138.1,350,17,Jun,2019,40,13.94,Bangalore,17
Hyundai,Venue SX Turbo,Third Party,Petrol,5,"60,066",TS07,First Owner,998,Manual,2020,118.35,172,,Jun,2020,30,9.53,Bangalore,18.27
Maruti,SX4 S Cross Alpha AT,Third Party,Petrol,5,"26,706",TS07,First Owner,1462,Automatic,2020,103.25,138,16,Jun,2020,30,10.6,Bangalore,18.43
Maruti,Alto LXi,Comprehensive,Petrol,5,"35,607",AP29,First Owner,796,Manual,2012,46.3,62,12,Jun,2012,75,2.39,Bangalore,19.7
Maruti,Celerio ZXI Plus,Zero Dep,Petrol,5,"3,422",TS02,Second Owner,998,Manual,2022,65.71,89,15,Jun,2022,15,6.77,Bangalore,24.97
Hyundai,Santro Sportz AMT BSIV,Comprehensive,Petrol,5,"89,862",TS16,First Owner,1086,Automatic,2019,68,99,,Jun,2019,40,5.3,Bangalore,20.3
Maruti,Ciaz Zeta AT,Third Party,Petrol,5,"33,705",TS08,First Owner,1462,Automatic,2018,103.25,138,15,Jun,2018,50,9.5,Bangalore,20.04
Mahindra,Scorpio 2.6 SLX,Third Party insurance,Diesel,8,"1,20,000",AP07,First Owner,2179,Manual,2004,120,290,16,Jul,2004,75,2.9,Bangalore,10.5
Mahindra,XUV500 W8 2WD,Third Party insurance,Diesel,7,"76,000",TS10,First Owner,2179,Manual,2016,140,330,17,Jun,2016,70,10.5,Bangalore,16
Honda,Jazz 1.2 V i VTEC,Comprehensive,Petrol,5,"30,935",TS07,First Owner,1199,Manual,2019,88.7,110,15,Dec,2019,40,7.4,Bangalore,18.7
Mercedes-Benz,EQC 400 4MATIC,Third Party insurance,Electric,5,"12,000",TS09,First Owner,0,Automatic,2021,402.30,760,20,Sept,2021,20,89.0,Bangalore,
Volkswagen,Polo 1.5 TDI Highline,Third Party insurance,Diesel,5,"98,000",TS08,First Owner,1498,Manual,2015,88.8,230,15,Jun,2015,75,5.35,Bangalore,20.14
Isuzu,MU 7 4x2,Third Party insurance,Diesel,7,"1,10,000",,Second Owner,2999,Manual,2014,161,360,16,,,75,9.5,Bangalore,12.08
Toyota,Innova Crysta 2.8 ZX AT BSIV,Comprehensive,Diesel,7,"71,000",TS09,First Owner,2755,Automatic,2019,171.5,360,17,Nov,2019,40,26.5,Bangalore,11.36
Hyundai,i20 Diesel Sportz,Third Party insurance,Diesel,5,"68,000",TS09,First Owner,1396,Manual,2018,88.76,219.66,,Jul,2018,50,7.45,Bangalore,22.54
Tata,Altroz XZ Diesel,Third Party,Diesel,5,"19,025",TS09,Second Owner,1497,Manual,2021,88.77,200,16,Jun,2021,20,9.78,Bangalore,23.64
Tata,Nexon XZ Plus Diesel,Third Party,Diesel,5,"71,564",TS34,First Owner,1497,Manual,2021,113.42,260,16,Jun,2021,20,11.09,Bangalore,23.22
