Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),RTO,Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Wheel Size,Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City
BMW,3 Series GT Luxury Line,Comprehensive,Diesel,5,"38,703",KA51,First Owner,1995,Automatic,2017,21.76,188,400,18,Jun,2017,60,36.95,Bangalore
Renault,Kiger RXL,Comprehensive,Petrol,5,"20,031",KA04,First Owner,999,Manual,2021,19.17,71.01,96,,Jun,2021,20,7.17,Bangalore
Renault,Kiger RXZ,Third Party,Petrol,5,"12,109",KA04,First Owner,999,Manual,2021,19.17,71.01,96,16,Jun,2021,20,8.39,Bangalore
Renault,Kiger RXZ,Third Party,Petrol,5,"5,186",KA03,First Owner,999,Manual,2021,19.17,71.01,96,16,Jun,2021,20,8.53,Bangalore
Ford,Ecosport 1.5 Petrol Titanium BSIV,Comprehensive,Petrol,5,"46,179",KA03,Second Owner,1497,Manual,2017,17,121.31,150,16,Jun,2017,60,6.99,Bangalore
Renault,Kiger RXZ Turbo CVT DT,Comprehensive,Petrol,5,"21,556",KA51,Second Owner,999,Automatic,2021,18.24,98.63,152,16,Jun,2021,20,10.33,Bangalore
Renault,Kiger RXZ,Third Party,Petrol,5,"5,198",KA42,First Owner,999,Manual,2021,19.17,71.01,96,16,Jun,2021,20,8.33,Bangalore
Renault,Kiger RXZ Turbo,Third Party,Petrol,5,"14,479",KA04,First Owner,999,Manual,2021,20.5,98.63,160,16,Jun,2021,20,9.18,Bangalore
Tata,Harrier XZ Plus,Third Party,Diesel,5,"11,944",KA04,First Owner,1956,Manual,2020,16.35,167.67,350,17,Jun,2020,30,20.95,Bangalore
Renault,Kiger RXZ,Third Party,Petrol,5,"8,200",KA02,First Owner,999,Manual,2021,19.17,71.01,96,16,Jun,2021,20,8.34,Bangalore
Volkswagen,Polo 1.0 TSI Highline Plus AT,Zero Dep,Petrol,5,"1,645",UP16,First Owner,999,Automatic,2021,16.47,108.62,175,R16,Jun,2021,20,8.5,Bangalore
Hyundai,i10 Sportz,Not Available,Petrol,5,"45,327",KA03,First Owner,1197,Manual,2011,20.36,78.9,111.8,13,May,2011,75,3.0,Bangalore
Hyundai,Creta SX Turbo Dualtone,Comprehensive,Petrol,5,"18,182",KA51,First Owner,1353,Automatic,2020,16.8,138.08,242,R17,Jun,2020,30,17.99,Bangalore
Maruti,Alto K10 VXI AGS Optional,Comprehensive,Petrol,5,"21,749",KA51,First Owner,998,Automatic,2019,23.95,67.1,90,,Jun,2019,40,4.85,Bangalore
Mahindra,XUV500 AT W10 AWD,Comprehensive,Diesel,7,"65,000",KA01,First Owner,2179,Automatic,2017,16,140,330,17,Mar,2017,60,15.5,Bangalore
Hyundai,i20 Sportz 1.4 CRDi,Third Party,Diesel,5,"80,000",KA02,Second Owner,1396,Manual,2013,21.9,88.76,219.6,14,Mar,2013,75,4.1,Bangalore
Skoda,Kushaq 1.0 TSI Style,Third Party,Petrol,5,"14,710",KA05,First Owner,999,Manual,2021,19.2,113.98,178,17,Jun,2022,20,15.99,Bangalore
Hyundai,Venue SX Plus Turbo DCT,Comprehensive,Petrol,5,"23,175",KA03,Second Owner,998,Automatic,2020,18.15,118.35,172,R16,Jul,2020,30,12.5,Bangalore
Maruti,Swift ZDi,Comprehensive,Diesel,5,"55,000",KA04,Second Owner,1248,Manual,2013,22.9,74,190,15,Mar,2013,75,5.25,Bangalore
Mercedes-Benz,E-Class Exclusive E 200,Comprehensive,Petrol,5,"90,000",KA01,First Owner,1991,Automatic,2017,15,194.4,300,17,Mar,2017,60,42.0,Bangalore
BMW,X1 sDrive20d xLine,Comprehensive,Diesel,5,"24,000",KA01,First Owner,1995,Automatic,2020,19.62,187.74,400,17,May,2020,30,42.0,Bangalore
Renault,Kiger RXZ Turbo CVT DT,Third Party,Petrol,5,"15,933",KA04,First Owner,999,Automatic,2021,18.24,98.63,152,16,Jun,2021,20,10.52,Bangalore
Renault,Kiger RXZ Turbo CVT DT,Third Party,Petrol,5,"17,413",KA04,First Owner,999,Automatic,2021,18.24,98.63,152,16,Jun,2021,20,11.22,Bangalore
Maruti,Celerio ZXI AMT,Comprehensive,Petrol,5,"12,187",KA04,First Owner,998,Automatic,2021,26,65.71,89,,Jun,2021,20,6.16,Bangalore
MG,Hector Sharp DCT,Comprehensive,Petrol,5,"31,200",KA02,First Owner,1451,Automatic,2021,,141,250,R18,Jul,2021,20,18.75,Bangalore
Renault,Kiger RXZ Turbo CVT,Comprehensive,Petrol,5,"32,236",KA51,First Owner,999,Automatic,2021,18.24,98.63,152,16,Jun,2021,20,10.79,Bangalore
Renault,Kiger RXZ Turbo,Third Party,Petrol,5,"13,501",KA04,First Owner,999,Manual,2021,20.5,98.63,160,16,Jun,2021,20,8.9,Bangalore
Hyundai,Aura SX Plus AMT,Third Party,Petrol,5,843,KA03,First Owner,1197,Automatic,2022,20.1,81.86,113.8,15,Jun,2022,15,8.88,Bangalore
Hyundai,Grand i10 1.2 Kappa Magna BSIV,Comprehensive,Petrol,5,"44,392",KA01,Second Owner,1197,Manual,2017,18.9,81.86,113.75,,Jun,2017,60,4.99,Bangalore
Toyota,Yaris J CVT,Comprehensive,Petrol,5,"8,729",KA51,First Owner,1496,Automatic,2020,17.8,105.94,140,,Jun,2020,30,10.11,Bangalore
Mercedes-Benz,GLE 250d,Comprehensive,Diesel,5,"28,000",KA01,First Owner,2143,Automatic,2016,17.9,201.15,500,19,Apr,2016,70,46.75,Bangalore
Honda,City i VTEC SV,Comprehensive,Petrol,5,"59,498",KA03,First Owner,1497,Manual,2015,17.4,117.3,145,,Nov,2015,75,6.5,Bangalore
Ford,Ecosport 1.5 DV5 MT Titanium,Comprehensive,Diesel,5,"69,000",KA05,First Owner,1498,Manual,2014,22.7,89.84,204,16,Oct,2014,75,6.5,Bangalore
Renault,Duster 85PS Diesel RxE,Comprehensive,Diesel,5,"51,000",KA53,First Owner,1461,Manual,2014,19.87,83.8,200,,Mar,2014,75,5.85,Bangalore
Toyota,Innova 2.5 VX (Diesel) 7 Seater,Third Party insurance,Diesel,7,"1,95,644",KA01,Third Owner,2494,Manual,2012,12.99,100.6,200,15,Aug,2012,75,9.65,Bangalore
Honda,Jazz V CVT,Comprehensive,Petrol,5,"48,000",KA03,First Owner,1199,Automatic,2017,18.2,88.7,110,15,Mar,2017,60,7.45,Bangalore
Mercedes-Benz,GLE 250d,Comprehensive,Diesel,5,"79,000",KA51,Second Owner,2143,Automatic,2016,17.9,201.15,500,19,Jul,2016,70,36.5,Bangalore
Hyundai,Verna SX Diesel,Comprehensive,Diesel,5,"37,911",KA02,First Owner,1493,Manual,2021,25,113.45,250,16,Jun,2021,20,13.0,Bangalore
Jeep,Compass 2.0 Limited Plus 4X4,Comprehensive,Diesel,5,"17,953",KA03,First Owner,1956,Manual,2020,16.3,170.63,350,18,Jan,2020,30,26.5,Bangalore
Mahindra,XUV300 W6 Diesel BSIV,Zero Dep,Diesel,5,"45,962",KA04,First Owner,1497,Manual,2020,20,115,300,,Nov,2020,30,9.5,Bangalore
Hyundai,Grand i10 1.2 Kappa Magna BSIV,Comprehensive,Petrol,5,"44,392",KA01,Second Owner,1197,Manual,2017,18.9,81.86,113.75,,Jun,2017,60,4.99,Bangalore
Renault,Kiger RXZ Turbo,Third Party,Petrol,5,"27,747",KA14,First Owner,999,Manual,2021,20.5,98.63,160,16,Jun,2021,20,9.3,Bangalore
Renault,Triber RXZ EASY-R AMT,Third Party,Petrol,7,"26,143",KA19,First Owner,999,Automatic,2020,18.2,71.01,96,,Jun,2020,30,7.74,Bangalore
Hyundai,Venue SX iMT,Third Party,Petrol,5,"16,337",KA05,First Owner,998,Manual,2021,18,118.35,171.6,,Jun,2021,20,10.59,Bangalore
Ford,Ecosport 1.5 DV5 MT Titanium,Comprehensive,Diesel,5,"69,000",KA05,First Owner,1498,Manual,2014,22.7,89.84,204,16,Oct,2014,75,6.5,Bangalore
Renault,Triber RXZ EASY-R AMT,Third Party,Petrol,7,"10,755",KA03,First Owner,999,Automatic,2020,18.2,71.01,96,,Jun,2020,30,7.55,Bangalore
Tata,Nexon 1.2 Revotron XZ Plus,Comprehensive,Petrol,5,"27,725",KA05,First Owner,1198,Manual,2018,17,108.5,170,16,Jun,2018,50,8.69,Bangalore
Hyundai,Aura SX Option,Third Party,Petrol,5,"4,281",KA51,First Owner,1197,Manual,2022,20.5,81.86,113.8,15,Jun,2022,15,9.1,Bangalore
Mercedes-Benz,GLE 250d,Comprehensive,Diesel,5,"79,000",KA51,Second Owner,2143,Automatic,2016,17.9,201.15,500,19,Jul,2016,70,36.5,Bangalore
Renault,Triber RXZ EASY-R AMT,Comprehensive,Petrol,7,"7,697",KA03,First Owner,999,Automatic,2020,18.2,71.01,96,,Jun,2020,30,7.93,Bangalore
Jaguar,F-Pace Prestige 2.0 AWD,Comprehensive,Diesel,5,"35,000",KA41,First Owner,1999,Automatic,2017,16.38,177,430,19,Aug,2017,60,48.0,Bangalore
Ford,Ecosport 1.5 Petrol Titanium Plus AT BSIV,Third Party insurance,Petrol,5,"29,846",KA52,Second Owner,1497,Automatic,2018,14.8,121.36,150,16,Aug,2018,50,9.65,Bangalore
Audi,Q3 35 TDI Quattro Premium,Comprehensive,Diesel,5,"46,281",KA51,Second Owner,1968,Automatic,2015,15.73,174.33,380,16,Jun,2015,75,22.95,Bangalore
Honda,City i VTEC CVT VX,Comprehensive,Petrol,5,"77,302",KA05,Third Owner,1497,Automatic,2015,18,117.3,145,15,Feb,2015,75,6.95,Bangalore
Honda,CR-V 2.4 MT,Comprehensive,Petrol,5,"83,150",KA03,First Owner,2354,Manual,2012,10.8,152,215 ,16,Jan,2012,75,9.85,Bangalore
Skoda,Rapid 1.0 TSI Style,Comprehensive,Petrol,5,"13,025",KA04,First Owner,999,Manual,2021,18.97,108.62,175,R16,Feb,2021,20,11.85,Bangalore
Mahindra,XUV500 W11 Option AT,Third Party,Diesel,7,"28,000",KA05,First Owner,2179,Automatic,2021,15.1,152.87,360,R18,Feb,2021,20,20.75,Bangalore
Ford,Ecosport 1.5 Petrol Titanium Plus AT BSIV,Comprehensive,Petrol,5,"49,461",KA02,First Owner,1497,Automatic,2018,14.8,121.36,150,16,Apr,2018,50,9.99,Bangalore
Ford,Ecosport 1.5 TDCi Titanium BSIV,Third Party insurance,Diesel,5,"42,164",KA03,First Owner,1498,Manual,2016,22.77,98.59,205,16,Jan,2017,70,8.25,Bangalore
BMW,3 Series 330i M Sport,Comprehensive,Petrol,5,"5,000",KA03,First Owner,1998,Automatic,2021,16.13,254.79,400,18,Aug,2021,20,58.0,Bangalore
Hyundai,Grand i10 Nios AMT Sportz,Comprehensive,Petrol,5,"4,939",KA03,First Owner,1197,Automatic,2019,20.7,81.86,113.8,14,Jun,2020,40,7.99,Bangalore
Maruti,Swift VXI,Comprehensive,Petrol,5,"23,739",KA02,First Owner,1197,Manual,2012,18.6,85.8,114,14,Jun,2012,75,5.24,Bangalore
Hyundai,i10 Sportz,Comprehensive,Petrol,5,"47,448",KA04,First Owner,1197,Manual,2011,20.36,78.9,111.8,13,Jun,2011,75,3.25,Bangalore
Toyota,Yaris G CVT,Comprehensive,Petrol,5,"11,805",KA02,First Owner,1496,Automatic,2019,17.8,105.94,140,R15,Jun,2019,40,10.87,Bangalore
Tata,Nexon XZ Plus S 2020-2022,Zero Dep,Petrol,5,"42,732",KA04,First Owner,1199,Manual,2020,17.57,118.36,170,16,Jun,2020,30,10.99,Bangalore
Toyota,Yaris G CVT BSIV,Comprehensive,Petrol,5,"32,974",KA51,First Owner,1496,Automatic,2018,17.8,105.5,140,,Jun,2018,50,9.45,Bangalore
Kia,Seltos GTX,Third Party,Petrol,5,"11,559",KA01,First Owner,1353,Manual,2020,16.8,113.43,144,R17,Jun,2020,30,15.84,Bangalore
Maruti,Ertiga VXI ABS,Comprehensive,Petrol,7,"40,714",KA03,First Owner,1373,Manual,2014,16.02,93.7,130,,Jun,2014,75,6.9,Bangalore
Tata,Harrier XZA Plus AT,Comprehensive,Diesel,5,"31,882",KA03,First Owner,1956,Automatic,2020,14.6,167.67,350,17,May,2020,30,21.95,Bangalore
Maruti,Wagon R VXI CNG,Third Party,CNG,5,"2,913",KA02,First Owner,998,Manual,2022,34.05,55.92,82.1,,Jun,2022,15,7.67,Bangalore
Honda,City i-VTEC CVT ZX,Comprehensive,Petrol,5,"48,180",KA05,First Owner,1497,Automatic,2018,18,117.6,145,16,Feb,2018,50,11.75,Bangalore
MG,Astor Savvy CVT,Comprehensive,Petrol,5,"8,229",KA02,First Owner,1498,Automatic,2022,14.82,108.49,144,17,Apr,2022,15,17.95,Bangalore
Maruti,Vitara Brezza ZDi AMT,Zero Dep,Diesel,5,"17,193",KA01,First Owner,1248,Automatic,2018,24.3,88.5,200,16,Jun,2018,50,10.99,Bangalore
Maruti,Swift VXI BSIV,Comprehensive,Petrol,5,"46,000",KA01,First Owner,1197,Manual,2015,22,81.80,113,,Mar,2015,75,5.75,Bangalore
Mercedes-Benz,GLS 350d 4MATIC,Comprehensive,Diesel,7,"1,02,186",KA51,First Owner,2987,Automatic,2019,11,258,620,20,Feb,2019,40,68.5,Bangalore
BMW,2 Series 220i M Sport,Comprehensive,Petrol,5,"13,000",KA51,First Owner,1998,Automatic,2022,14.82,189.08,280,18,Mar,2022,15,43.75,Bangalore
Ford,Ecosport 1.5 Petrol Titanium BSIV,Comprehensive,Petrol,5,"46,179",KA03,Second Owner,1497,Manual,2017,17,121.31,150,16,Jun,2017,60,6.99,Bangalore
Mercedes-Benz,E-Class E250 Edition E,Comprehensive,Diesel,5,"62,000",KA04,Second Owner,2143,Automatic,2015,15,204,500,17,Jan,2016,75,27.0,Bangalore
Mahindra,XUV500 W6 2WD,Not Available,Diesel,7,"84,825",KA03,First Owner,2179,Manual,2014,15.1,140,330,,Oct,2014,75,7.52,Bangalore
BMW,3 Series 320d Sport Line,Third Party insurance,Diesel,5,"90,000",KA53,Second Owner,1995,Automatic,2013,18.88,184,380,17,Mar,2013,75,17.0,Bangalore
Audi,Q3 35 TDI Quattro Premium,Comprehensive,Diesel,5,"46,281",KA51,Second Owner,1968,Automatic,2015,15.73,174.33,380,16,Jun,2015,75,22.95,Bangalore
Maruti,S-Presso VXi Plus,Comprehensive,Petrol,5,"12,023",KA67,First Owner,998,Manual,2022,24.76,65.71,89,,Jun,2022,15,5.18,Bangalore
Hyundai,EON 1.0 Era Plus,Comprehensive,Petrol,5,"27,358",KA03,First Owner,998,Manual,2016,20.3,68.05,94.14,,Jun,2016,70,3.28,Bangalore
Tata,Tiago 1.2 Revotron XZ WO Alloy,Comprehensive,Petrol,5,"25,475",KA03,First Owner,1199,Manual,2016,23.84,84,114,,Oct,2016,70,5.25,Bangalore
Renault,Duster 110PS Diesel RxZ,Comprehensive,Diesel,5,"55,364",KA53,Second Owner,1461,Manual,2016,19.6,108.45,245,16,Jun,2016,70,8.45,Bangalore
Toyota,Yaris J BSIV,Comprehensive,Petrol,5,"24,578",KA04,First Owner,1496,Manual,2018,17.1,105.5,140,,Jun,2018,50,8.52,Bangalore
Toyota,Yaris G CVT,Third Party,Petrol,5,"8,047",KA42,First Owner,1496,Automatic,2021,17.8,105.94,140,R15,Jun,2021,20,11.16,Bangalore
Toyota,Yaris G CVT,Third Party,Petrol,5,"8,536",KA42,First Owner,1496,Automatic,2021,17.8,105.94,140,R15,Jun,2021,20,11.12,Bangalore
Mahindra,XUV500 W11 Option AT,Third Party,Diesel,7,"28,000",KA05,First Owner,2179,Automatic,2021,15.1,152.87,360,R18,Feb,2021,20,20.75,Bangalore
Toyota,Yaris J CVT BSIV,Comprehensive,Petrol,5,"76,717",KA05,First Owner,1496,Automatic,2018,17.8,105.5,140,,Jun,2018,50,8.26,Bangalore
Honda,City 1.5 S AT,Not Available,Petrol,5,"43,252",KA41,First Owner,1497,Automatic,2009,16.8,"118PS at 6,600 ",146Nm at 4800 r,15,Aug,2009,75,4.0,Bangalore
Mercedes-Benz,GLS 350d Grand Edition,Comprehensive,Diesel,7,"18,000",KA19,First Owner,2987,Automatic,2019,11,258,620,20,Jun,2019,40,83.75,Bangalore
Maruti,Vitara Brezza ZDi AMT,Third Party,Diesel,5,"40,812",KA03,First Owner,1248,Automatic,2018,24.3,88.5,200,16,Jun,2019,50,10.99,Bangalore
Hyundai,Grand i10 Magna,Comprehensive,Petrol,5,"35,790",WB24,First Owner,1197,Manual,2015,18.9,82,114,,Sept,2015,75,3.5,Bangalore
Tata,Harrier XZ,Comprehensive,Diesel,5,"50,000",KA03,First Owner,1956,Manual,2020,16.35,167.67,350,17,Jul,2020,30,16.95,Bangalore
Mercedes-Benz,E-Class Expression E 220d,Comprehensive,Diesel,5,"12,000",KA51,First Owner,1950,Automatic,2020,16.1,191.7,400,17,Jul,2020,30,62.0,Bangalore
Hyundai,Grand i10 Nios AMT Sportz,Comprehensive,Petrol,5,"4,939",KA03,First Owner,1197,Automatic,2019,20.7,81.86,113.8,14,Jun,2020,40,7.99,Bangalore
Tata,Tiago 1.2 Revotron XM,Not Available,Petrol,5,"90,318",UP65,Second Owner,1199,Manual,2016,23.84,84,114,,Feb,2017,70,2.89,Bangalore
Jaguar,F-Pace Prestige 2.0 Petrol,Comprehensive,Petrol,5,"21,000",KA01,First Owner,1997,Automatic,2019,14.38,246.74,365,19,Jan,2019,40,54.0,Bangalore
Skoda,New Laura Ambition 2.0 TDI CR AT,Comprehensive,Diesel,5,"90,245",KA51,First Owner,1968,Automatic,2010,20,138.1,320,16,Jun,2010,75,4.0,Bangalore
Mahindra,XUV500 W11 Option AT,Third Party,Diesel,7,"28,000",KA05,First Owner,2179,Automatic,2021,15.1,152.87,360,R18,Feb,2021,20,20.75,Bangalore
Maruti,Swift ZXI BSIV,Third Party,Petrol,5,"28,424",KA03,First Owner,1197,Manual,2014,22,81.80,113,15,Jun,2014,75,5.8,Bangalore
Toyota,Yaris G CVT,Third Party,Petrol,5,"10,181",KA42,First Owner,1496,Automatic,2021,17.8,105.94,140,R15,Jun,2021,20,10.84,Bangalore
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Third Party,Petrol,5,"30,491",KA05,First Owner,1197,Manual,2019,18.9,81.86,113.75,,Jun,2019,40,6.01,Bangalore
Maruti,Vitara Brezza ZDi AMT,Third Party,Diesel,5,"40,812",KA03,First Owner,1248,Automatic,2018,24.3,88.5,200,16,Jun,2019,50,10.99,Bangalore
Maruti,Swift Dzire VXI,Comprehensive,Petrol,5,"27,814",KA03,Second Owner,1197,Manual,2014,19.1,85.8,114,14,Jun,2014,75,5.19,Bangalore
Maruti,Ciaz ZXi,Comprehensive,Petrol,5,"41,085",KA51,First Owner,1373,Manual,2015,20.73,91.1,130,15,Jun,2015,75,6.78,Bangalore
Honda,City i-VTEC V,Third Party,Petrol,5,"22,509",KA03,Second Owner,1497,Manual,2018,17.4,117.6,145,15,Jun,2018,50,8.46,Bangalore
Hyundai,Grand i10 Nios AMT Sportz,Comprehensive,Petrol,5,"4,939",KA03,First Owner,1197,Automatic,2019,20.7,81.86,113.8,14,Jun,2020,40,7.99,Bangalore
Kia,Seltos GTX Plus,Comprehensive,Petrol,5,"23,936",KA01,First Owner,1353,Manual,2020,16.5,138.08,242,17,Jun,2020,30,16.52,Bangalore
Tata,Indica eV2 LX,Not Available,Diesel,5,"61,654",KA02,First Owner,1396,Manual,2013,25,69,140,,Apr,2013,75,2.0,Bangalore
Volkswagen,Polo Petrol Trendline 1.2L,Not Available,Petrol,5,"1,47,996",KA53,Second Owner,1198,Manual,2010,16.47,73.9,110,14,Jan,2011,75,3.0,Bangalore
Tata,Nexon XZ Plus S 2020-2022,Zero Dep,Petrol,5,"42,732",KA04,First Owner,1199,Manual,2020,17.57,118.36,170,16,Jun,2020,30,10.99,Bangalore
Volkswagen,CrossPolo 1.2 MPI,Third Party insurance,Petrol,5,"58,000",KA01,Second Owner,1198,Manual,2015,16.47,74,110,15,Feb,2015,75,6.0,Bangalore
Maruti,Alto LXi BSIII,Third Party,Petrol,5,"87,000",KA52,Second Owner,796,Manual,2009,19.7,46.3,62,12,Feb,2009,75,2.1,Bangalore
BMW,5 Series 530d M Sport,Comprehensive,Diesel,5,"25,000",KA01,First Owner,2993,Automatic,2018,17.42,261.49,620,R18,Sept,2018,50,58.5,Bangalore
Tata,Harrier XZA Plus AT,Comprehensive,Diesel,5,"31,882",KA03,First Owner,1956,Automatic,2020,14.6,167.67,350,17,May,2020,30,21.95,Bangalore
Mahindra,Thar LX 4-Str Hard Top Diesel AT,Comprehensive,Diesel,4,"24,000",KA01,First Owner,2184,Automatic,2021,,130,300,18,Mar,2021,20,17.95,Bangalore
Kia,Sonet 1.2 HTK Plus,Third Party,Petrol,5,"38,023",KA53,First Owner,1197,Manual,2020,18.4,81.86,115,,Nov,2020,30,8.1,Bangalore
Maruti,Swift Dzire AMT VXI,Zero Dep,Petrol,5,"44,231",KA41,First Owner,1197,Automatic,2018,21.21,81.80,113,,Nov,2018,50,6.5,Bangalore
Kia,Seltos HTK Plus Diesel,Zero Dep,Diesel,5,"6,835",KA01,First Owner,1493,Manual,2022,,113.43,250,16,Jun,2022,15,15.99,Bangalore
Maruti,Alto K10 2010-2014 VXI,Third Party,Petrol,5,"12,147",KA03,First Owner,998,Manual,2013,20.92,67.1,90,13,Jun,2013,75,2.93,Bangalore
Hyundai,Venue S Plus,Third Party,Petrol,5,"14,990",KA04,First Owner,1197,Manual,2021,17.52,81.86,113.76,,Jun,2021,20,8.87,Bangalore
Hyundai,Verna S Plus,Third Party,Petrol,5,"3,900",KA19,First Owner,1497,Manual,2021,17.7,113.18,143.8,,Jun,2021,20,9.55,Bangalore
Maruti,Vitara Brezza ZDi AMT,Third Party,Diesel,5,"40,812",KA03,First Owner,1248,Automatic,2018,24.3,88.5,200,16,Jun,2019,50,10.99,Bangalore
Hyundai,i20 Sportz 1.2,Comprehensive,Petrol,5,"66,148",KA05,Second Owner,1197,Manual,2014,18.6,81.83,114.7,,Jun,2014,75,5.19,Bangalore
Kia,Seltos GTX Plus DCT,Third Party,Petrol,5,"20,823",KA53,First Owner,1353,Automatic,2019,16.5,138.08,242,17,Jun,2019,40,16.12,Bangalore
Toyota,Yaris G CVT,Third Party,Petrol,5,"23,565",KA42,First Owner,1496,Automatic,2021,17.8,105.94,140,R15,Jun,2021,20,10.47,Bangalore
Kia,Sonet GTX Plus Turbo DCT,Zero Dep,Petrol,5,"31,155",KA04,First Owner,998,Automatic,2021,18.3,118.36,172,16,Jun,2021,20,12.99,Bangalore
Volkswagen,Taigun 1.0 TSI Topline,Third Party,Petrol,5,"5,507",KA03,First Owner,999,Manual,2021,20.08,113.98,178,17,Jun,2021,20,14.54,Bangalore
Ford,Figo Petrol EXI,Third Party insurance,Petrol,5,"71,000",KA05,First Owner,1196,Manual,2014,15.6,70,102,14,Feb,2014,75,3.5,Bangalore
Hyundai,Verna 1.6 EX VTVT,Third Party insurance,Petrol,5,"71,000",KA03,Second Owner,1591,Manual,2013,17.01,121.3,154.9,16,Feb,2013,75,4.85,Bangalore
Hyundai,Grand i10 Nios AMT Sportz,Comprehensive,Petrol,5,"4,939",KA03,First Owner,1197,Automatic,2019,20.7,81.86,113.8,14,Jun,2020,40,7.99,Bangalore
Chevrolet,Cruze LTZ,Third Party,Diesel,5,"79,000",KA01,Second Owner,1991,Manual,2012,18.3,147.9,327,16,Feb,2012,75,4.85,Bangalore
Ford,Endeavour Titanium Plus 4X4,Comprehensive,Diesel,7,"50,000",KA05,First Owner,3198,Automatic,2019,14.2,197,470,18,Sept,2019,40,37.5,Bangalore
Chevrolet,Cruze LTZ AT,Comprehensive,Diesel,5,"54,000",KA19,Second Owner,1998,Automatic,2014,14.39,163.7,380,16,Feb,2014,75,6.5,Bangalore
Tata,Tiago XT,Third Party,Petrol,5,"35,544",KA03,First Owner,1199,Manual,2020,19.01,84.82,113,,Jun,2020,30,6.25,Bangalore
Honda,Brio S MT,Comprehensive,Petrol,5,"62,000",KA01,First Owner,1198,Manual,2015,19.4,86.8,109,,Feb,2015,75,4.5,Bangalore
Maruti,Baleno 1.2 Sigma,Comprehensive,Petrol,5,"37,000",KA05,First Owner,1197,Manual,2016,21.4,83.1,115,,May,2016,70,6.15,Bangalore
Honda,Amaze S Petrol,Comprehensive,Petrol,5,"28,051",KA05,Second Owner,1199,Manual,2016,18.6,88.76,110,,Oct,2016,70,4.85,Bangalore
Hyundai,Grand i10 Nios AMT Sportz,Comprehensive,Petrol,5,"4,939",KA03,First Owner,1197,Automatic,2019,20.7,81.86,113.8,14,Jun,2020,40,7.99,Bangalore
Toyota,Yaris G CVT,Third Party,Petrol,5,"26,224",KA42,First Owner,1496,Automatic,2021,17.8,105.94,140,R15,Jun,2021,20,10.63,Bangalore
Maruti,Swift VXI,Comprehensive,Petrol,5,"27,399",KA02,First Owner,1197,Manual,2018,21.21,81.80,113,,Jun,2018,50,7.05,Bangalore
Toyota,Yaris J,Comprehensive,Petrol,5,"39,812",KA02,First Owner,1496,Manual,2019,17.1,105.94,140,,Jun,2019,40,7.95,Bangalore
Tata,Tiago XT,Third Party,Petrol,5,"35,544",KA03,First Owner,1199,Manual,2020,19.01,84.82,113,,Jun,2020,30,6.25,Bangalore
Toyota,Yaris J BSIV,Third Party,Petrol,5,"24,599",KA01,First Owner,1496,Manual,2018,17.1,105.5,140,,Jun,2018,50,8.06,Bangalore
Mahindra,XUV500 W6 1.99 mHawk,Comprehensive,Diesel,7,"9,683",KA03,First Owner,1997,Manual,2015,16,140,320,,Jun,2015,75,11.18,Bangalore
Maruti,Swift RS VXI,Third Party,Petrol,5,"58,331",KA19,First Owner,1197,Manual,2014,18.6,85.8,114,14,Jun,2014,75,5.43,Bangalore
Tata,Nexon XZ Plus S 2020-2022,Zero Dep,Petrol,5,"42,732",KA04,First Owner,1199,Manual,2020,17.57,118.36,170,16,Jun,2020,30,10.99,Bangalore
Volkswagen,Taigun 1.0 TSI Topline,Third Party,Petrol,5,"8,122",KA01,First Owner,999,Manual,2021,20.08,113.98,178,17,Jun,2021,20,14.36,Bangalore
Hyundai,i20 Magna 1.2,Third Party insurance,Petrol,5,"30,000",N/A,First Owner,1197,Manual,2016,18.6,81.83,114.7,,,,70,6.0,Bangalore
Tata,Bolt Revotron XM,Not Available,Petrol,5,"39,920",KA01,First Owner,1193,Manual,2015,17.57,88.7,140,,Feb,2016,75,3.0,Bangalore
Honda,City i-VTEC CVT VX,Comprehensive,Petrol,5,"28,340",KA04,First Owner,1497,Automatic,2017,18,117.6,145,16,Jun,2017,60,10.99,Bangalore
Tata,Indica TDI LS,Third Party insurance,Diesel,5,"1,90,000",,Third Owner,1405,Manual,2014,19.1,70,135.4,,,,75,1.5,Bangalore
Hyundai,i20 Sportz 1.2,Third Party insurance,Petrol,5,"10,000",,First Owner,1197,Manual,2016,18.6,81.83,114.7,,,,70,6.25,Bangalore
Honda,Amaze S i-Vtech,Not Available,Petrol,5,"76,172",HR26,First Owner,1198,Manual,2015,18,86.7,109,,Nov,2015,75,4.0,Bangalore
Hyundai,Xcent 1.2 Kappa S,Comprehensive,Petrol,5,"26,083",KA03,First Owner,1197,Manual,2016,19.1,82,114,,Jun,2017,70,4.99,Bangalore
Skoda,Kushaq 1.0 TSI Style Anniversary Edition,Comprehensive,Petrol,5,"33,000",KA03,First Owner,999,Manual,2021,19.2,113.98,178,17,Jul,2021,20,15.5,Bangalore
Hyundai,i20 1.2 Asta,Third Party insurance,Petrol,5,"33,714",KA05,Second Owner,1197,Manual,2018,18.6,81.83,114.7,16,Jun,2018,50,7.35,Bangalore
