Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),RTO,Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Wheel Size,Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City
Hyundai,i20 N Line N8 DCT,Comprehensive,Petrol,5,"25,000",KA22,First Owner,998,Automatic,2021,20.25,118.41,172,16,Jun,2021,20,13.25,Bangalore
Toyota,Fortuner 4X2 AT,Comprehensive,Petrol,7,"66,000",KA02,Second Owner,2694,Automatic,2015,10,163.60,245,17,Apr,2015,75,20.75,Bangalore
Maruti,Baleno 1.3 Delta,Available,Diesel,5,"90,000",,First Owner,1248,Manual,2017,27.39,74,190,,,,60,6.46,Bangalore
Hyundai,Santro Sportz AMT,Third Party,Petrol,5,"21,939",KA53,Second Owner,1086,Automatic,2020,20.3,68.05,99,,Jun,2020,30,5.85,Bangalore
Maruti,Swift VXI,Comprehensive,Petrol,5,"59,686",KA09,Second Owner,1197,Manual,2019,21.21,81.80,113,,Jun,2019,40,6.29,Bangalore
Maruti,Celerio VXI AT,Comprehensive,Petrol,5,"80,233",KA03,First Owner,998,Automatic,2014,23.1,67.04,90,,Jun,2014,75,4.02,Bangalore
Maruti,S-Presso VXI Plus 2019-2022,Third Party,Petrol,5,"9,036",KA41,First Owner,998,Manual,2019,21.7,65.71,89,,Jun,2019,40,4.71,Bangalore
Kia,Seltos GTX DCT,Third Party,Petrol,5,"55,050",KA05,First Owner,1353,Automatic,2019,16.2,138,242,17,Jun,2019,40,15.66,Bangalore
Maruti,S-Presso VXI Opt CNG,Third Party,CNG,4,"24,924",KA53,First Owner,998,Manual,2021,,58.33,78,,Jun,2021,20,5.44,Bangalore
Renault,KWID Climber 1.0 MT Opt,Third Party,Petrol,5,"14,735",KA20,First Owner,999,Manual,2021,21.74,67,91,,Jun,2021,20,5.33,Bangalore
Maruti,Swift Dzire AMT ZDI Plus,Third Party,Diesel,5,"51,565",KA50,First Owner,1248,Automatic,2018,28.4,74.02,190,15,Jun,2018,50,8.8,Bangalore
Renault,KWID Climber 1.0 MT Opt,Comprehensive,Petrol,5,"10,720",KA16,First Owner,999,Manual,2021,21.74,67,91,,Jun,2021,20,5.39,Bangalore
Ford,Ecosport 1.5 Petrol Titanium Plus AT,Third Party,Petrol,5,"15,825",KA01,Second Owner,1496,Automatic,2020,14.7,120.69,149,R16,Jun,2020,30,10.93,Bangalore
Hyundai,Grand i10 Nios Sportz,Comprehensive,Petrol,5,"28,549",KA19,First Owner,1197,Manual,2020,20.7,81.86,113.8,14,Jun,2020,30,7.12,Bangalore
Tata,Tigor XZ,Comprehensive,Petrol,5,"33,707",KA01,Second Owner,1199,Manual,2018,20.3,83.81,114,,Jun,2018,50,5.78,Bangalore
Tata,Tiago 1.2 Revotron XZ Plus,Third Party insurance,Petrol,5,"80,000",,First Owner,1199,Manual,2019,23.84,84,114,15,,,40,5.0,Bangalore
Hyundai,i10 Asta 1.2,Comprehensive,Petrol,5,"57,000",KA01,First Owner,1197,Manual,2010,20.36,78.9,111.8,13,Feb,2010,75,3.7,Bangalore
Toyota,Innova Crysta 2.8 ZX AT BSIV,Comprehensive,Diesel,7,"63,000",KA05,First Owner,2755,Automatic,2019,11.36,171.5,360,17,May,2019,40,27.0,Bangalore
BMW,3 Series 320d Prestige,Not Available,Diesel,5,"49,229",KA51,First Owner,1995,Automatic,2013,18.88,184,380,16,Apr,2013,75,13.0,Bangalore
Maruti,Ertiga Tour STD CNG 2019-2022,Third Party insurance,CNG,7,"60,000",,First Owner,1462,Manual,2020,,91.18,122,,,,30,10.0,Bangalore
Volkswagen,Polo GT TSI,Comprehensive,Petrol,5,"74,000",KA51,Second Owner,1197,Automatic,2016,17.21,103.5,175,16,Jan,2017,70,8.75,Bangalore
Fiat,Linea T Jet Emotion,Not Available,Petrol,5,"33,124",KA03,Second Owner,1368,Manual,2015,15.7,112.4,207,16,Feb,2016,75,3.6,Bangalore
Ford,Endeavour Titanium Plus 4X4 AT,Comprehensive,Diesel,7,"40,000",KA04,First Owner,1996,Automatic,2020,12.4,167.62,420,18,Jun,2020,30,39.5,Bangalore
Ford,Ecosport 1.5 Petrol Titanium Plus AT,Comprehensive,Petrol,5,"11,471",KA03,First Owner,1496,Automatic,2020,14.7,120.69,149,R16,Jun,2020,30,11.88,Bangalore
Ford,Freestyle Titanium Petrol BSIV,Third Party,Petrol,5,"62,585",KA51,Second Owner,1194,Manual,2018,19,94.68,120,15,Jun,2018,50,6.15,Bangalore
Honda,City i VTEC V,Comprehensive,Petrol,5,"38,532",KA03,First Owner,1497,Manual,2016,17.8,117.3,145,15,Jun,2016,70,8.01,Bangalore
Maruti,Baleno Delta CVT,Third Party,Petrol,5,"24,250",KA51,First Owner,1197,Automatic,2019,19.56,81.80,113,,Jun,2019,40,8.34,Bangalore
Maruti,Swift VXI,Comprehensive,Petrol,5,"10,862",KA03,Second Owner,1197,Manual,2019,21.21,81.80,113,,Jun,2019,40,6.52,Bangalore
Toyota,Yaris G,Third Party,Petrol,5,"20,699",KA41,First Owner,1496,Manual,2021,17.1,105.94,140,R15,Jun,2021,20,11.63,Bangalore
Tata,Nexon XM,Third Party,Petrol,5,"35,129",KA51,First Owner,1199,Manual,2021,17.33,118.35,170,,Jun,2021,20,10.04,Bangalore
Renault,Duster Petrol RXS CVT,Third Party,Petrol,5,"63,864",KA53,First Owner,1498,Automatic,2017,14.99,104.5,142,,Jun,2017,60,8.67,Bangalore
Mahindra,Thar LX 4-Str Hard Top Diesel,Comprehensive,Diesel,4,"26,069",KA03,First Owner,2184,Manual,2021,15.2,130,300,18,Jun,2021,20,16.39,Bangalore
Maruti,Celerio ZXI AT,Third Party,Petrol,5,"30,929",KA41,First Owner,998,Automatic,2017,23.1,67.04,90,,Jun,2017,60,5.18,Bangalore
Renault,Captur 1.5 Diesel RXT,Third Party,Diesel,5,"34,465",KA05,First Owner,1461,Manual,2017,20.37,108.45,240,R17,Jun,2017,60,9.56,Bangalore
Renault,KWID Climber 1.0 MT Opt,Third Party,Petrol,5,"11,336",KA04,First Owner,999,Manual,2021,21.74,67,91,,Jun,2021,20,5.35,Bangalore
Mahindra,e2o T2,Third Party,Electric,5,"52,889",KA05,Fifth Owner,0,Automatic,2014,120,25.5,53,,May,2014,75,2.36,Bangalore
Mahindra,XUV500 W6 2WD,Not Available,Diesel,7,"62,325",DL7C,Third Owner,2179,Manual,2014,15.1,140,330,,May,2014,75,4.5,Bangalore
Skoda,Octavia Elegance 2.0 TDI AT,Comprehensive,Diesel,5,"59,000",KA03,First Owner,1968,Automatic,2015,19.3,141,320,16,Jul,2015,75,13.75,Bangalore
Honda,City Anniversary i-DTEC ZX,Comprehensive,Diesel,5,"44,000",KA04,Second Owner,1498,Manual,2018,25.6,98.6,200,15,Jun,2018,50,11.75,Bangalore
Hyundai,Creta 1.6 VTVT SX Plus,Comprehensive,Petrol,5,"37,000",KA04,Second Owner,1591,Manual,2019,13,121.3,151,17,Nov,2019,40,12.45,Bangalore
Mercedes-Benz,E-Class Exclusive E 220d,Comprehensive,Diesel,5,"4,000",KA01,First Owner,1950,Automatic,2021,16.1,191.76,400,17,Dec,2021,20,75.0,Bangalore
Maruti,Omni 5 Seater BSIV,Third Party insurance,Petrol,5,"33,000",KA54,Second Owner,796,Manual,2018,14,35 ,6.1 k,12,Feb,2018,50,3.28,Bangalore
Chevrolet,Aveo 1.4 LS Limited Edition,Third Party insurance,Petrol,5,"1,20,000",N/A,Third Owner,1399,Manual,2008,14.4,,12,14,,,75,1.6,Bangalore
Maruti,Swift Dzire AMT ZXI Plus,Comprehensive,Petrol,5,"35,032",KA41,First Owner,1197,Automatic,2019,21.21,81.80,113,15,Jun,2019,40,8.63,Bangalore
Hyundai,i20 Asta Opt,Third Party,Petrol,5,"18,726",KA19,First Owner,1197,Manual,2021,21,81.80,114.74,16,Jun,2021,20,10.16,Bangalore
Maruti,Celerio VXI AT,Third Party,Petrol,5,"36,103",KA03,First Owner,998,Automatic,2015,23.1,67.04,90,,Jun,2015,75,4.8,Bangalore
Maruti,S-Presso VXI 2019-2022,Comprehensive,Petrol,5,"10,223",KA27,First Owner,998,Manual,2021,21.7,65.71,89,,Jun,2021,20,4.73,Bangalore
Toyota,Yaris G,Third Party,Petrol,5,"17,810",KA42,Second Owner,1496,Manual,2021,17.1,105.94,140,R15,Jun,2021,20,11.43,Bangalore
Renault,Triber RXZ BSIV,Comprehensive,Petrol,7,"77,570",KA20,First Owner,999,Manual,2019,20,72,96,,Jun,2019,40,6.45,Bangalore
Hyundai,i20 Sportz Plus CVT BSIV,Third Party,Petrol,5,"30,210",KA09,First Owner,1197,Automatic,2019,17.4,81.86,117,15,Jun,2019,40,8.02,Bangalore
Maruti,Celerio VXI AMT BSIV,Third Party,Petrol,5,"44,691",KA53,Second Owner,998,Automatic,2017,23.1,67.04,90,,Jun,2017,60,4.65,Bangalore
Maruti,Alto 800 LXI,Third Party,Petrol,5,"21,891",KA02,First Owner,796,Manual,2016,22.74,47.3,69,,Jun,2016,70,3.22,Bangalore
Renault,Duster RXZ Turbo,Third Party,Petrol,5,"7,088",KA03,First Owner,1330,Manual,2021,16.42,153.866,254,R17,Jun,2021,20,12.1,Bangalore
Renault,KWID Climber 1.0 AMT,Third Party,Petrol,5,"25,236",KA50,Second Owner,999,Automatic,2018,24.04,67,91,,Jun,2018,50,4.51,Bangalore
Datsun,RediGO 1.0 T Option,Comprehensive,Petrol,5,"45,929",KA05,First Owner,999,Manual,2017,22.5,67,91,,Jun,2017,60,3.12,Bangalore
Mahindra,TUV 300 T10 Dual Tone BSIV,Third Party insurance,Diesel,7,"40,000",,First Owner,1493,Manual,2020,18.49,100,240,R15,,,30,9.0,Bangalore
Hyundai,i10 Era,Third Party insurance,Petrol,5,"80,000",,Second Owner,1086,Manual,2008,19.81,68.05,99.04,,,,75,2.2,Bangalore
Hyundai,Creta 1.6 SX,Third Party insurance,Petrol,5,"35,000",KA04,First Owner,1591,Manual,2018,15.8,121.3,151,17,Feb,2018,50,12.75,Bangalore
Kia,Seltos GTX Plus DCT,Comprehensive,Petrol,5,"40,000",KA01,First Owner,1353,Automatic,2019,16.5,138.08,242,17,Jun,2019,40,16.75,Bangalore
Honda,Jazz S,Comprehensive,Petrol,5,"41,000",KA19,Third Owner,1198,Manual,2009,16,90(,110 (11.,15,Feb,2009,75,3.65,Bangalore
Honda,Accord Hybrid,Comprehensive,Petrol,5,"1,600",KA01,Second Owner,1993,Automatic,2019,23.1,143.016,175,18,Jun,2019,40,33.0,Bangalore
Audi,A3 cabriolet 40 TFSI Premium Plus,Comprehensive,Petrol,4,"22,000",KA03,First Owner,1798,Automatic,2015,16.6,177,250,17,Dec,2015,75,39.5,Bangalore
Skoda,Rapid 1.6 MPI Ambition,Third Party insurance,Petrol,5,"1,20,000",,Fourth Owner,1598,Manual,2012,15,105,153,14,,,75,3.0,Bangalore
Maruti,Swift VXI,Comprehensive,Petrol,5,"52,229",KA41,First Owner,1197,Manual,2021,22.38,88.50,113,,Jun,2021,20,7.57,Bangalore
Skoda,Rapid 1.6 TDI Elegance,Third Party,Diesel,5,"81,566",KA51,First Owner,1598,Manual,2012,20.5,103.5,250,15,Jun,2012,75,4.38,Bangalore
Hyundai,Venue SX Turbo,Third Party,Petrol,5,"7,084",KA01,First Owner,998,Manual,2021,18.27,118.35,172,,Jun,2021,20,11.0,Bangalore
Hyundai,Grand i10 1.2 Kappa Sportz Option,Third Party,Petrol,5,"32,578",KA03,First Owner,1197,Manual,2017,18.9,81.86,113.75,,Jun,2017,60,5.42,Bangalore
Honda,Amaze S i-Vtech,Third Party,Petrol,5,"18,289",HR12,Second Owner,1198,Manual,2014,18,86.7,109,,Jun,2014,75,4.24,Bangalore
Maruti,Alto 800 VXI Plus,Third Party,Petrol,5,"1,450",KA03,First Owner,796,Manual,2021,22.05,47.33,69,,Jun,2021,20,4.6,Bangalore
Hyundai,i20 Asta Option BSIV,Comprehensive,Petrol,5,"26,072",KA01,First Owner,1197,Manual,2018,18.6,81.86,117,16,Jun,2018,50,7.41,Bangalore
Maruti,Baleno RS,Third Party,Petrol,5,"48,638",KA04,First Owner,998,Manual,2017,21.1,100,150,,Jun,2017,60,7.29,Bangalore
Tata,Tiago XZ,Comprehensive,Petrol,5,"9,031",KA63,First Owner,1199,Manual,2019,23.84,83.83,114,,Jun,2019,40,5.98,Bangalore
Renault,KWID 1.0 RXT AMT Opt,Third Party,Petrol,5,"7,250",KA02,First Owner,999,Automatic,2020,22,67,91,,Jun,2020,30,5.81,Bangalore
Hyundai,i20 Sportz Plus Dual Tone BSIV,Third Party,Petrol,5,"10,079",KA53,First Owner,1197,Manual,2019,18.6,81.86,117,16,Jun,2019,40,8.27,Bangalore
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"70,508",KA04,First Owner,998,Manual,2010,18.9,67.1,90,14,Jun,2010,75,2.77,Bangalore
Hyundai,Venue SX iMT,Third Party insurance,Petrol,5,"15,000",,First Owner,998,Manual,2020,18,118.35,171.6,,,,30,10.0,Bangalore
Hyundai,Creta 1.6 VTVT S,Comprehensive,Petrol,5,"46,000",KA01,First Owner,1591,Manual,2016,15.29,121.3,151,,Apr,2016,70,9.15,Bangalore
Audi,A3 35 TDI Technology,Comprehensive,Diesel,5,"66,000",KA20,Second Owner,1968,Automatic,2014,20.38,143,320,17,Feb,2014,75,15.5,Bangalore
Skoda,Kushaq 1.5 TSI Style,Comprehensive,Petrol,5,"15,488",KA03,First Owner,1498,Manual,2022,17.95,147.51,250,17,Apr,2022,15,19.95,Bangalore
Hyundai,i20 1.2 Sportz Option,Not Available,Petrol,5,"74,046",KA03,First Owner,1197,Manual,2010,17,80 PS at 5200 ,"11.4 kgm at 4,000 r",14,Sept,2010,75,3.0,Bangalore
Renault,KWID RXL,Comprehensive,Petrol,5,"62,176",KA02,Second Owner,799,Manual,2016,25.17,53.3,72,,Dec,2016,70,2.5,Bangalore
Mahindra,Scorpio VLX 2WD AIRBAG BSIV,Comprehensive,Diesel,8,"1,20,000",KA34,Third Owner,2179,Manual,2012,12.05,120,290,16,Jan,2013,75,5.45,Bangalore
Hyundai,Verna 1.6 SX,Third Party insurance,Diesel,5,"88,000",N/A,Third Owner,1582,Manual,2013,22.32,126.32,259.8,16,,,75,5.8,Bangalore
Maruti,Alto 800 LXI Opt,Third Party,Petrol,5,"19,839",KA01,First Owner,796,Manual,2021,22.05,47.33,69,,Jun,2021,20,3.91,Bangalore
Maruti,Swift VXI,Comprehensive,Petrol,5,"79,774",KA04,First Owner,1197,Manual,2012,18.6,85.8,114,14,Jun,2012,75,4.93,Bangalore
Tata,Tiago 1.2 Revotron XZ,Third Party,Petrol,5,"20,930",KA05,First Owner,1199,Manual,2017,23.84,84,114,14,Jun,2017,60,5.18,Bangalore
Renault,Triber RXZ,Third Party,Petrol,7,"16,112",KA04,First Owner,999,Manual,2021,20,71.01,96,,Jun,2021,20,9.09,Bangalore
Maruti,Swift VXI,Third Party,Petrol,5,"35,016",KA51,First Owner,1197,Manual,2021,22.38,88.50,113,,Jun,2021,20,7.43,Bangalore
Maruti,Baleno 1.2 Delta,Third Party,Petrol,5,"30,490",KA03,Second Owner,1197,Manual,2016,21.4,83.1,115,,Jun,2016,70,6.4,Bangalore
Maruti,Celerio ZXI AMT BSIV,Comprehensive,Petrol,5,"17,131",KA05,First Owner,998,Automatic,2018,23.1,67.04,90,,Jun,2018,50,5.54,Bangalore
Hyundai,Grand i10 Nios Sportz,Third Party,Petrol,5,"16,335",KA05,Second Owner,1197,Manual,2020,20.7,81.86,113.8,14,Jun,2020,30,6.71,Bangalore
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"58,232",KA02,First Owner,998,Manual,2012,18.9,67.1,90,14,Jun,2012,75,3.45,Bangalore
Maruti,S-Presso VXI Plus 2019-2022,Third Party,Petrol,5,"22,794",KA02,Second Owner,998,Manual,2020,21.7,65.71,89,,Jun,2020,30,4.81,Bangalore
Tata,Tiago 1.2 Revotron XZ,Third Party,Petrol,5,"64,426",KA02,First Owner,1199,Manual,2017,23.84,84,114,14,Jun,2017,60,5.32,Bangalore
Hyundai,i20 Sportz 1.2,Third Party,Petrol,5,"71,624",KA22,Second Owner,1197,Manual,2015,18.6,81.83,114.7,,Jun,2015,75,5.42,Bangalore
Hyundai,i10 Sportz,Third Party insurance,Petrol,5,"40,000",,Second Owner,1197,Manual,2009,20.36,78.9,111.8,13,,,75,2.75,Bangalore
Toyota,Innova 2.5 V Diesel 7-seater,Third Party insurance,Diesel,7,"1,20,000",,First Owner,2494,Manual,2006,12.8,,20,15,,,75,5.6,Bangalore
Hyundai,i20 1.2 Sportz Option,Third Party,Petrol,5,"50,000",,Second Owner,1197,Manual,2010,17,80 PS at 5200 ,"11.4 kgm at 4,000 r",14,,,75,3.3,Bangalore
Mahindra,XUV500 W11 BSIV,Comprehensive,Diesel,7,"20,000",KA01,First Owner,2179,Manual,2020,15.1,152.87,360,17,May,2020,30,18.75,Bangalore
BMW,5 Series 520d Sport Line,Comprehensive,Diesel,5,"29,000",KA05,First Owner,1995,Automatic,2018,22.48,187.74,400,18,Jan,2018,50,46.0,Bangalore
Audi,Q5 2.0 TDI Premium Plus,Comprehensive,Diesel,5,"65,000",KA51,First Owner,1968,Automatic,2014,14.16,174.3,380,17,Aug,2014,75,24.45,Bangalore
Hyundai,EON Magna,Comprehensive,Petrol,5,"53,592",KA02,Second Owner,814,Manual,2011,22,55 ,76.5 ,13,Jan,2012,75,1.99,Bangalore
Toyota,Innova Crysta 2.4 VX MT 8S BSIV,Comprehensive,Diesel,8,"75,000",KA05,Second Owner,2393,Manual,2018,13.68,147.8,343,16,Jun,2018,50,21.95,Bangalore
Maruti,Swift VXI,Third Party,Petrol,5,"53,346",KA03,First Owner,1197,Manual,2013,18.6,85.8,114,14,Jun,2013,75,5.18,Bangalore
Hyundai,Grand i10 Sportz,Comprehensive,Petrol,5,"16,819",KA02,First Owner,1197,Manual,2015,18.9,82,114,,Jun,2015,75,5.01,Bangalore
Maruti,Wagon R CNG LXI,Third Party,CNG,5,"28,061",KA50,First Owner,998,Manual,2021,32.52,58.33,78,,Jun,2021,20,6.13,Bangalore
Tata,Tiago 1.2 Revotron XZ,Third Party,Petrol,5,"27,417",KA01,First Owner,1199,Manual,2018,23.84,84,114,14,Jun,2018,50,5.68,Bangalore
Skoda,Slavia 1.0 TSI Style,Third Party,Petrol,5,"6,626",KA05,First Owner,999,Manual,2022,19.47,113.98,178,16,Jun,2022,15,16.93,Bangalore
Ford,Freestyle Titanium Petrol BSIV,Comprehensive,Petrol,5,"16,387",KA04,First Owner,1194,Manual,2018,19,94.68,120,15,Jun,2018,50,6.71,Bangalore
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Comprehensive,Petrol,5,"16,747",KA05,Second Owner,1197,Manual,2020,18.9,81.86,113.75,,Jun,2020,30,6.18,Bangalore
Hyundai,Grand i10 Nios Sportz Dual Tone,Comprehensive,Petrol,5,"5,668",KA53,First Owner,1197,Manual,2020,20.7,81.86,113.8,15,Jun,2020,30,7.66,Bangalore
Honda,City i VTEC V,Third Party,Petrol,5,"51,480",KA03,Second Owner,1497,Manual,2017,17.8,117.3,145,15,Jun,2017,60,7.36,Bangalore
Maruti,Baleno 1.2 CVT Delta,Comprehensive,Petrol,5,"15,827",KA53,Second Owner,1197,Automatic,2017,21.4,83.1,115,,Jun,2017,60,6.77,Bangalore
Maruti,Swift VXI,Third Party,Petrol,5,"5,385",KA51,First Owner,1197,Manual,2021,22.38,88.50,113,,Jun,2021,20,7.43,Bangalore
Honda,WR-V i-DTEC VX,Comprehensive,Diesel,5,"44,453",KA03,First Owner,1498,Manual,2017,25.5,98.6,200,16,Jun,2017,60,8.66,Bangalore
Kia,Carnival Limousine,Comprehensive,Diesel,7,"30,000",KA03,First Owner,2199,Automatic,2020,14.11,197.26,440,18,Jul,2020,30,34.9,Bangalore
Hyundai,Santro Sportz,Third Party insurance,Petrol,5,"30,000",,First Owner,1086,Manual,2021,20.3,68.05,99,,,,20,5.0,Bangalore
Maruti,Wagon R AMT VXI Plus Option,Not Available,Petrol,5,"13,019",KA04,Second Owner,998,Automatic,2018,20.51,67,90,,Apr,2018,50,4.92,Bangalore
Audi,A4 35 TDI Premium Plus,Comprehensive,Diesel,5,"27,000",KA03,First Owner,1968,Automatic,2017,18.25,187.74,400,17,Jul,2017,60,30.0,Bangalore
Renault,Duster RXS Option CVT BSIV,Third Party insurance,Petrol,5,"25,000",,Second Owner,1498,Automatic,2019,13.9,105,142,16,,,40,8.75,Bangalore
Tata,Tiago 1.2 Revotron XT,Comprehensive,Petrol,5,"21,080",KA03,Second Owner,1199,Manual,2017,23.84,84,114,,Sept,2017,60,5.0,Bangalore
Mahindra,Thar LX 4-Str Hard Top AT,Comprehensive,Petrol,4,"11,848",KA50,First Owner,1997,Automatic,2022,,150,320,18,Feb,2022,15,16.0,Bangalore
Mahindra,XUV700 AX7 AT Luxury Pack,Not Available,Petrol,7,"6,176",KA05,First Owner,1999,Automatic,2022,,197.13,380,18,Apr,2022,15,25.0,Bangalore
Tata,Tiago 1.2 Revotron XZ,Third Party,Petrol,5,"32,970",KA02,First Owner,1199,Manual,2018,23.84,84,114,14,Jun,2018,50,5.33,Bangalore
Maruti,Celerio VXI AT,Third Party,Petrol,5,"42,797",KA01,First Owner,998,Automatic,2015,23.1,67.04,90,,Jun,2015,75,4.51,Bangalore
Maruti,Swift VXI,Third Party,Petrol,5,"10,628",KA53,Second Owner,1197,Manual,2018,21.21,81.80,113,,Jun,2018,50,6.91,Bangalore
Maruti,Alto 800 LXI,Third Party,Petrol,5,"63,496",KA01,Second Owner,796,Manual,2016,22.74,47.3,69,,Jun,2016,70,2.73,Bangalore
Ford,Figo Titanium Plus AT,Third Party,Petrol,5,"17,657",KA01,First Owner,1194,Automatic,2021,16,95.48,119,R15,Jun,2021,20,7.88,Bangalore
Honda,Brio S MT,Third Party,Petrol,5,"61,988",KA51,First Owner,1198,Manual,2013,19.4,86.8,109,,Jun,2013,75,3.6,Bangalore
Hyundai,i20 Sportz Plus CVT BSIV,Comprehensive,Petrol,5,"28,693",KA36,First Owner,1197,Automatic,2020,17.4,81.86,117,15,Jun,2020,30,8.93,Bangalore
Honda,Jazz 1.2 V AT i VTEC,Comprehensive,Petrol,5,"91,572",KA03,First Owner,1199,Automatic,2016,19,88.7,110,15,Jun,2016,70,5.63,Bangalore
Maruti,Swift VXI,Comprehensive,Petrol,5,"58,431",KA51,First Owner,1197,Manual,2015,21.21,81.80,113,,Jun,2015,75,5.65,Bangalore
Maruti,Ciaz Zeta AT,Third Party,Petrol,5,"1,731",KA05,First Owner,1462,Automatic,2022,20.04,103.25,138,15,Jun,2022,15,12.4,Bangalore
Hyundai,Grand i10 Sportz,Third Party,Petrol,5,"48,350",KA51,First Owner,1197,Manual,2014,18.9,82,114,,Jun,2014,75,4.6,Bangalore
Tata,Nexon 1.2 Revotron XZA Plus DualTone,Third Party,Petrol,5,"32,132",KA01,Second Owner,1198,Automatic,2019,17,108.5,170,16,Jun,2019,40,10.42,Bangalore
Hyundai,Santa Fe 4WD AT,Comprehensive,Diesel,7,"1,56,637",KA51,Second Owner,2199,Automatic,2014,13.01,194.3,436.39,18,Nov,2014,75,9.25,Bangalore
Mahindra,XUV300 W8 AMT Optional Diesel BSIV,Comprehensive,Diesel,5,"19,000",KA05,First Owner,1497,Automatic,2021,20,115,300,17,Feb,2021,20,14.25,Bangalore
Mercedes-Benz,A Class A180 CDI,Comprehensive,Diesel,5,"53,000",KA01,Third Owner,2143,Automatic,2014,20,107.3,250,17,Apr,2014,75,13.5,Bangalore
Honda,City 1.5 V MT Exclusive,Third Party insurance,Petrol,5,"22,500",KA05,Second Owner,1497,Manual,2017,17,"118PS at 6,600 ",146Nm at 4800 r,15,Nov,2017,60,8.75,Bangalore
Mahindra,Thar CRDe,Comprehensive,Diesel,6,"61,819",KA01,First Owner,2498,Manual,2017,16.55,105,247,,Oct,2017,60,9.0,Bangalore
Maruti,Vitara Brezza ZDi AMT,Not Available,Diesel,5,"49,669",KA02,First Owner,1248,Automatic,2018,24.3,88.5,200,16,Nov,2018,50,9.25,Bangalore
Fiat,Punto 1.2 Active,Third Party,Petrol,5,"35,974",KA01,Fourth Owner,1172,Manual,2010,15.7,67,96,14,Jun,2010,75,1.98,Bangalore
Hyundai,i10 Sportz,Third Party,Petrol,5,"46,947",WB02,Second Owner,1197,Manual,2013,20.36,78.9,111.8,13,Nov,2013,75,2.5,Bangalore
Hyundai,Grand i10 Era,Third Party,Petrol,5,"46,554",KA19,Second Owner,1197,Manual,2013,18.9,82,114,,Jun,2013,75,3.92,Bangalore
Maruti,Swift AMT ZXI,Third Party,Petrol,5,"62,998",KA01,First Owner,1197,Automatic,2018,21.21,81.80,113,R15,Jun,2018,50,7.56,Bangalore
Maruti,Swift VXI,Comprehensive,Petrol,5,"31,457",KA05,First Owner,1197,Manual,2015,21.21,81.80,113,,Jun,2015,75,5.51,Bangalore
Renault,Duster 85PS Diesel RxL Plus,Third Party,Diesel,5,"71,663",KA05,First Owner,1461,Manual,2015,20.45,83.8,200,16,Jun,2015,75,7.02,Bangalore
Hyundai,i20 1.4 Asta Dual Tone,Third Party,Diesel,5,"79,296",KA05,First Owner,1396,Manual,2017,22.54,88.73,219.7,16,Jun,2017,60,8.27,Bangalore
Maruti,Alto 800 LXI,Third Party,Petrol,5,"55,337",KA51,Second Owner,796,Manual,2012,22.74,47.3,69,,Jun,2012,75,2.71,Bangalore
Maruti,Baleno Alpha CVT,Third Party,Petrol,5,"14,592",KA01,First Owner,1197,Automatic,2019,19.56,81.80,113,R16,Jun,2019,40,8.82,Bangalore
Renault,KWID 1.0 AMT RXT,Third Party,Petrol,5,"34,230",KA02,First Owner,999,Automatic,2018,24.04,67,91,,Jun,2018,50,4.79,Bangalore
Maruti,Swift VXI,Third Party,Petrol,5,"40,325",KA03,First Owner,1197,Manual,2014,18.6,85.8,114,14,Jun,2014,75,5.28,Bangalore
Renault,KWID Climber 1.0 MT Opt,Comprehensive,Petrol,5,"7,978",KA04,First Owner,999,Manual,2021,21.74,67,91,,Jun,2021,20,5.38,Bangalore
Renault,KWID 1.0 RXT,Third Party,Petrol,5,"22,033",KA03,First Owner,999,Manual,2017,23.01,67,91,,Jun,2017,60,4.05,Bangalore
Renault,KWID RXL,Third Party,Petrol,5,"22,499",KA03,Second Owner,799,Manual,2018,25.17,53.3,72,,Jun,2018,50,4.0,Bangalore
Volkswagen,Vento 1.5 TDI Highline AT,Not Available,Diesel,5,"80,010",DL3C,First Owner,1498,Automatic,2014,21.21,103.2,250,15,Dec,2014,75,4.0,Bangalore
Toyota,Innova Crysta 2.4 VX MT 8 STR,Comprehensive,Diesel,8,"1,57,000",KA03,First Owner,2393,Manual,2016,13.68,147.51,343,16,Jul,2016,70,18.85,Bangalore
Volkswagen,Polo Petrol Trendline 1.2L,Not Available,Petrol,5,"43,645",KA51,Second Owner,1198,Manual,2010,16.47,73.9,110,14,Aug,2010,75,3.0,Bangalore
Kia,Seltos GTX Plus DCT,Comprehensive,Petrol,5,"2,000",KA05,First Owner,1353,Automatic,2022,16.5,138.08,242,17,Nov,2022,15,19.65,Bangalore
Honda,City 1.5 V MT Exclusive,Comprehensive,Petrol,5,"9,982",KA01,First Owner,1497,Manual,2018,17,"118PS at 6,600 ",146Nm at 4800 r,15,May,2018,50,9.45,Bangalore
BMW,X3 xDrive 30i Luxury Line,Comprehensive,Petrol,5,"22,508",KA51,First Owner,1998,Automatic,2018,13.17,248.08,350,R19,Jan,2019,50,50.85,Bangalore
