Brand,Insurance Validity,Fuel Type,Seats,Kms Driven,Ownership,Engine Displacement (in cc),Transmission,Mileage (in kmpl),Max Power (in bhp),Wheel Size,Registration Month,Registration Year,Price (in lacs),City
Hyundai,Comprehensive,Petrol,5,56000.0,First Owner,1197,Manual,18.9,82.0,16,Feb,2017,4.9,Ahmedabad
Maruti,Comprehensive,Petrol,5,37351.0,First Owner,796,Manual,22.05,47.33,16,Jun,2019,3.04,Jaipur
Tata,Comprehensive,Petrol,5,27926.0,First Owner,1193,Manual,17.57,88.7,16,Jun,2015,4.29,Bangalore
Maruti,Third Party,Petrol,5,73543.0,First Owner,998,Automatic,23.1,67.04,16,Jun,2018,4.86,Jaipur
Honda,Third Party,Petrol,5,73039.0,First Owner,1497,Manual,17.0,101.59817658967516,15,Jun,2011,4.15,Hyderabad
Hyundai,Third Party,Petrol,5,40478.0,First Owner,1591,Automatic,17.0,121.3,15,Jun,2018,9.05,Pune
Maruti,Comprehensive,Diesel,5,75296.0,First Owner,1248,Automatic,28.4,74.02,15,Jun,2018,8.58,Hyderabad
Others,Comprehensive,Petrol,5,20500.0,First Owner,2995,Automatic,12.5,420.0,18,Feb,2020,1.25,Hyderabad
BMW,Third Party,Petrol,5,13000.0,First Owner,1998,Automatic,15.3,254.79,18,Sept,2021,57.0,Hyderabad
Maruti,Comprehensive,Petrol,5,20106.0,Second Owner,1197,Automatic,22.61,88.5,15,Jun,2021,7.96,Delhi
Maruti,Comprehensive,Petrol,5,31657.0,First Owner,1197,Manual,21.4,83.1,16,Jun,2019,7.52,Delhi
Mahindra,Not Available,Diesel,7,158531.0,Third or More Owners,2523,Manual,15.96,62.1,16,Apr,2012,4.2,Jaipur
Maruti,Third Party,Petrol,5,32338.0,First Owner,1197,Manual,21.01,81.8,16,Sept,2020,5.99,Jaipur
Honda,Comprehensive,Petrol,5,29000.0,First Owner,1497,Automatic,18.0,117.6,16,Jul,2018,10.65,Mumbai
Maruti,Comprehensive,Diesel,5,50581.0,First Owner,1248,Manual,27.39,74.0,16,Jul,2017,5.53,Mumbai
Maruti,Third Party,Petrol,5,45000.0,First Owner,998,Manual,21.1,100.5,16,Jul,2017,7.5,Hyderabad
Hyundai,Third Party,Diesel,5,120000.0,Second Owner,1582,Manual,22.32,126.32,16,Jun,2018,4.0,Kolkata
Others,Comprehensive,Diesel,5,42000.0,First Owner,1956,Automatic,17.1,173.0,18,Jun,2020,21.4,Mumbai
Hyundai,Comprehensive,Diesel,5,60533.0,First Owner,1582,Automatic,17.01,126.2,17,Jun,2019,12.26,Delhi
Skoda,Comprehensive,Diesel,5,60617.0,First Owner,1968,Automatic,19.3,141.0,16,Jun,2017,14.67,Mumbai
Toyota,Comprehensive,Diesel,5,75000.0,First Owner,1364,Manual,23.59,67.06,15,Apr,2016,5.0,Mumbai
Renault,Third Party,Diesel,5,26218.0,First Owner,1461,Manual,20.45,83.8,16,Jun,2015,6.1,Mumbai
Mahindra,Third Party,Petrol,6,40000.0,Second Owner,1198,Manual,18.15,82.0,16,Jun,2018,3.5,Agra
Others,Comprehensive,Diesel,7,69000.0,First Owner,2967,Automatic,12.07,241.4,18,Apr,2014,19.5,Jaipur
Honda,Comprehensive,Petrol,5,85000.0,Second Owner,1198,Automatic,16.5,86.8,14,Feb,2013,3.2,Delhi
Maruti,Third Party,Petrol,5,51271.0,First Owner,1197,Automatic,21.21,81.8,16,Jun,2018,6.04,Delhi
Hyundai,Others,Petrol,5,28593.0,First Owner,998,Automatic,18.15,118.35,16,Aug,2021,12.85,Bangalore
Maruti,Not Available,Diesel,5,113064.0,First Owner,1248,Manual,19.3,73.9,14,Feb,2011,2.25,Jaipur
Hyundai,Third Party,Petrol,5,19899.0,First Owner,1197,Manual,18.9,82.0,16,Jun,2016,4.82,Mumbai
Others,Third Party,Diesel,5,100000.0,First Owner,1968,Automatic,16.55,147.51,16,Jun,2018,9.8,Pune
Others,Comprehensive,Petrol,5,15000.0,First Owner,1451,Automatic,19.43998454264412,141.0,18,Jul,2021,18.95,Delhi
Maruti,Third Party,Petrol,5,43199.0,First Owner,1197,Manual,20.89,81.8,15,Mar,2020,5.2,Hyderabad
Hyundai,Third Party,Diesel,5,60000.0,First Owner,1582,Automatic,19.08,126.2,16,Aug,2015,8.5,Hyderabad
Mahindra,Comprehensive,Diesel,8,120000.0,Third or More Owners,2179,Manual,12.05,120.0,16,Jan,2013,5.45,Bangalore
Hyundai,Third Party,Diesel,5,47683.0,First Owner,1582,Manual,22.0,126.2,16,Jun,2017,8.5,Pune
Maruti,Comprehensive,Petrol,5,10405.0,First Owner,998,Manual,24.97,65.71,15,Jun,2022,7.54,Hyderabad
Hyundai,Third Party,Petrol,5,4699.0,Second Owner,1197,Automatic,20.7,81.86,14,Jun,2020,7.26,Ahmedabad
Hyundai,Third Party,Petrol,5,69198.0,First Owner,1197,Manual,18.9,82.0,16,Jun,2014,4.06,Pune
Hyundai,Comprehensive,Petrol,5,37389.0,First Owner,1197,Manual,17.0,101.59817658967516,14,Aug,2011,2.8,Mumbai
Honda,Third Party,Petrol,5,60000.0,Third or More Owners,1497,Manual,17.0,101.59817658967516,15,Jun,2018,2.6,Kolkata
Maruti,Third Party,Petrol,5,61914.0,First Owner,998,Manual,20.51,67.04,16,Jun,2017,4.23,Mumbai
Tata,Not Available,Diesel,5,89989.0,First Owner,1396,Manual,25.0,69.0,16,Oct,2013,1.0,Ahmedabad
Others,Third Party,Diesel,6,25000.0,First Owner,1956,Manual,16.65,167.67,18,Jun,2018,17.9,Hyderabad
Honda,Others,Petrol,5,35000.0,First Owner,1497,Automatic,18.0,117.6,15,Oct,2018,8.91,Mumbai
Hyundai,Not Available,Petrol,5,21199.0,First Owner,1591,Manual,15.8,121.3,17,Sept,2018,12.95,Mumbai
Mahindra,Third Party,Petrol,5,1513.0,First Owner,1999,Automatic,19.43998454264412,197.13,17,Nov,2022,18.91,Ahmedabad
Maruti,Third Party,Petrol,5,25000.0,Second Owner,998,Manual,21.7,65.71,16,Jun,2018,4.85,Bangalore
Others,Comprehensive,Petrol,4,13000.0,First Owner,4163,Automatic,9.0,443.8,19,May,2012,33.0,Bangalore
Maruti,Third Party,Petrol,5,40823.0,First Owner,1197,Manual,18.5,85.8,16,Jun,2013,3.49,Pune
Mercedes-Benz,Comprehensive,Diesel,5,38000.0,Second Owner,2143,Automatic,17.9,170.0,18,Jul,2018,39.5,Mumbai
Ford,Comprehensive,Petrol,5,31717.0,Third or More Owners,1499,Automatic,15.63,110.4,16,Mar,2015,6.15,Bangalore
Maruti,Comprehensive,Petrol,5,73830.0,First Owner,998,Manual,21.7,65.71,16,Jun,2020,4.76,Bangalore
Mahindra,Comprehensive,Diesel,5,24064.0,First Owner,1497,Automatic,19.7,115.05,16,Jun,2021,13.84,Pune
Hyundai,Not Available,Petrol,5,28228.0,Second Owner,1197,Manual,18.6,81.83,16,Feb,2018,6.0,Kolkata
Others,Third Party,Diesel,5,62919.0,First Owner,1956,Manual,17.1,170.0,17,Jun,2017,10.77,Mumbai
Maruti,Comprehensive,Petrol,5,77627.0,First Owner,998,Manual,18.9,67.1,13,Oct,2013,2.7,Ahmedabad
Hyundai,Third Party,Petrol,5,113970.0,Second Owner,1197,Manual,20.36,78.9,13,Aug,2013,2.65,Mumbai
Renault,Third Party,Petrol,7,33423.0,First Owner,999,Manual,20.0,71.01,16,Jun,2021,7.12,Hyderabad
Others,Third Party,Diesel,5,120000.0,First Owner,1248,Manual,20.3,75.0,14,Mar,2013,2.0,Mumbai
Maruti,Not Available,Petrol,5,12451.0,First Owner,796,Manual,24.7,47.3,16,Nov,2017,3.0,Ahmedabad
Volkswagen,Comprehensive,Diesel,5,127096.0,First Owner,1199,Manual,22.07,73.9,15,Jun,2012,2.25,Jaipur
Maruti,Others,Petrol,5,20701.0,First Owner,1197,Manual,21.21,81.8,16,Jun,2018,6.08,Ahmedabad
Honda,Third Party,Diesel,7,38258.0,First Owner,1498,Manual,21.9,98.6,16,Jun,2018,8.2,Delhi
Maruti,Not Available,Diesel,5,46890.0,Second Owner,1248,Manual,28.09,88.5,16,Sept,2016,6.5,Jaipur
Maruti,Third Party,CNG,5,48055.0,Second Owner,998,Manual,31.79,58.33,16,Jun,2017,4.16,Delhi
Others,Third Party,Petrol,5,47624.0,First Owner,1497,Manual,16.8,113.43,17,Jul,2021,15.45,Bangalore
Honda,Others,Petrol,5,65479.0,First Owner,1199,Manual,17.5,88.7,16,Dec,2017,6.0,Jaipur
Maruti,Third Party,Petrol,5,50000.0,First Owner,796,Manual,19.7,46.3,12,Jun,2018,1.6,Kolkata
Toyota,Comprehensive,Petrol,5,38408.0,First Owner,1496,Manual,17.1,105.5,15,Jun,2018,7.5,Delhi
Maruti,Not Available,Petrol,5,32614.0,First Owner,1197,Manual,21.21,81.8,16,Jul,2020,7.0,Ahmedabad
Renault,Third Party,Petrol,5,17168.0,First Owner,999,Manual,21.46,67.06,16,Jun,2021,4.74,Bangalore
Hyundai,Third Party,Petrol,5,22888.0,First Owner,998,Manual,20.7,98.63,15,Jun,2022,8.24,Delhi
Maruti,Comprehensive,Petrol,5,59815.0,Second Owner,998,Automatic,23.1,67.04,16,Jun,2018,5.02,Hyderabad
Honda,Others,Petrol,5,75083.0,First Owner,1497,Automatic,18.0,117.6,16,Jun,2017,8.56,Ahmedabad
Maruti,Third Party,Petrol,5,60000.0,First Owner,796,Manual,22.74,47.3,16,Jun,2018,2.5,Ahmedabad
Honda,Comprehensive,Petrol,5,17934.0,First Owner,1498,Automatic,18.3,119.35,16,Aug,2020,12.46,Kolkata
Hyundai,Not Available,Petrol,5,77342.0,Third or More Owners,1197,Manual,18.6,81.83,16,Aug,2015,4.25,Jaipur
Hyundai,Comprehensive,Petrol,5,27134.0,Second Owner,1086,Manual,20.3,68.0,16,Jun,2019,5.35,Jaipur
Maruti,Comprehensive,Petrol,5,44000.0,First Owner,1197,Manual,21.4,83.1,16,Aug,2018,5.39,Kolkata
Hyundai,Third Party,Petrol,5,25175.0,First Owner,1197,Manual,18.9,82.0,16,Jun,2015,5.0,Bangalore
Hyundai,Comprehensive,Petrol,5,21000.0,First Owner,1591,Automatic,17.0,121.3,16,May,2019,8.0,Kolkata
Hyundai,Comprehensive,Diesel,5,57807.0,First Owner,1396,Manual,21.38,88.7,16,Jun,2017,8.59,Delhi
Hyundai,Third Party,Petrol,5,18196.0,First Owner,1197,Manual,18.6,81.83,16,Jun,2017,5.77,Mumbai
Tata,Comprehensive,Petrol,5,78624.0,First Owner,1193,Manual,17.57,88.7,15,Jun,2016,4.69,Bangalore
BMW,Comprehensive,Petrol,4,7673.0,First Owner,1998,Automatic,13.32,254.79,19,Feb,2022,64.99,Kolkata
Tata,Not Available,Diesel,5,155420.0,First Owner,1248,Manual,18.4,101.59817658967516,14,Jul,2011,1.0,Jaipur
Hyundai,Third Party,Diesel,5,70000.0,First Owner,1120,Manual,24.0,70.0,16,Oct,2013,3.8,Hyderabad
BMW,Third Party,Diesel,7,40006.0,First Owner,2993,Automatic,15.97,258.0,18,Aug,2014,37.0,Mumbai
Tata,Comprehensive,Diesel,5,76861.0,First Owner,1497,Automatic,21.5,108.5,16,Jun,2018,7.51,Delhi
Mercedes-Benz,Third Party,Petrol,4,24500.0,First Owner,4663,Automatic,7.81,459.0,19,Jul,2017,1.16,Kolkata
Maruti,Not Available,Petrol,5,47611.0,Second Owner,1197,Manual,18.5,85.8,16,Nov,2013,3.0,Hyderabad
Others,Third Party,Diesel,5,38900.0,First Owner,1968,Automatic,17.68,174.33,17,Nov,2015,22.5,Kolkata
Maruti,Third Party,Petrol,5,38951.0,First Owner,1197,Manual,19.1,85.8,14,Apr,2014,4.95,Mumbai
Maruti,Others,Diesel,5,17193.0,First Owner,1248,Automatic,24.3,88.5,16,Jun,2018,10.99,Bangalore
Mahindra,Third Party,Diesel,7,100000.0,Second Owner,1493,Automatic,18.49,100.0,15,Oct,2016,7.7,Bangalore
Mahindra,Third Party,Diesel,5,30448.0,First Owner,1198,Manual,25.32,77.0,16,Feb,2016,3.87,Delhi
Renault,Others,Diesel,5,70854.0,First Owner,1461,Manual,20.37,108.45,17,Apr,2018,8.1,Ahmedabad
Maruti,Third Party,Petrol,5,83411.0,Second Owner,796,Manual,22.74,47.3,16,Jun,2013,2.47,Hyderabad
Maruti,Third Party,Petrol,5,3558.0,First Owner,1197,Manual,21.01,81.8,16,Jun,2021,7.56,Delhi
Hyundai,Third Party,Petrol,5,48367.0,First Owner,1197,Manual,20.36,78.9,13,Jun,2012,3.15,Bangalore
Hyundai,Comprehensive,Petrol,5,26034.0,Second Owner,1197,Manual,18.5,101.59817658967516,14,Jul,2011,2.15,Kolkata
Honda,Others,Petrol,5,85000.0,First Owner,1497,Automatic,16.4,101.59817658967516,14,Jun,2018,1.75,Mumbai
Others,Comprehensive,Petrol,2,7000.0,Second Owner,1988,Automatic,9.0,295.0,18,Jun,2018,95.0,Hyderabad
Honda,Third Party,Petrol,5,43800.0,First Owner,1199,Manual,17.5,88.7,16,Jul,2018,7.45,Mumbai
Tata,Third Party,Petrol,5,31489.0,First Owner,1199,Manual,23.84,84.0,14,Jun,2017,5.35,Bangalore
Maruti,Comprehensive,Petrol,5,13694.0,First Owner,1197,Manual,21.01,81.8,16,Jun,2020,7.4,Delhi
Honda,Comprehensive,Petrol,5,31778.0,First Owner,1497,Manual,17.4,117.6,15,Jun,2018,7.01,Kolkata
Hyundai,Third Party,Petrol,5,60232.0,Second Owner,1197,Automatic,18.9,82.0,14,Jun,2015,4.78,Delhi
Honda,Third Party,Petrol,5,90000.0,Second Owner,1497,Manual,17.7,101.59817658967516,14,Jun,2018,1.15,Hyderabad
Tata,Third Party,Petrol,5,80000.0,First Owner,1199,Manual,23.84,84.0,15,Jun,2018,5.0,Bangalore
Honda,Comprehensive,Petrol,5,30942.0,First Owner,1799,Automatic,16.5,139.46,16,Jun,2019,15.32,Hyderabad
Maruti,Third Party,Petrol,5,40000.0,Second Owner,998,Automatic,23.1,67.04,16,Jun,2018,3.0,Kolkata
Mercedes-Benz,Third Party,Diesel,5,25000.0,First Owner,2143,Automatic,20.0,107.3,17,Sept,2013,13.49,Mumbai
Renault,Not Available,Diesel,5,81516.0,First Owner,1461,Manual,21.64,84.8,15,Jun,2013,2.0,Ahmedabad
Hyundai,Comprehensive,Petrol,5,89816.0,First Owner,1197,Manual,17.19,81.86,16,Jun,2018,6.01,Delhi
Hyundai,Third Party,Petrol,5,54000.0,First Owner,1197,Automatic,18.9,82.0,14,Jun,2015,5.75,Hyderabad
Toyota,Others,Petrol,5,50000.0,First Owner,1496,Manual,16.78,88.73,16,Jun,2018,3.15,Kolkata
Maruti,Third Party,CNG,5,44237.0,First Owner,998,Manual,32.52,58.33,16,Jun,2021,6.3,Delhi
Maruti,Third Party,Diesel,5,107016.0,First Owner,1248,Manual,23.4,74.0,14,Mar,2014,3.6,Ahmedabad
BMW,Comprehensive,Petrol,5,1800.0,First Owner,1998,Automatic,12.81,248.08,20,Mar,2022,82.0,Bangalore
Skoda,Third Party,Diesel,5,75000.0,First Owner,1968,Manual,20.0,108.5,16,Jun,2013,3.25,Kolkata
Honda,Comprehensive,Petrol,5,55000.0,Second Owner,1198,Manual,19.4,86.8,14,Nov,2014,4.4,Bangalore
Maruti,Comprehensive,Diesel,5,45800.0,First Owner,1248,Manual,24.3,88.5,16,Feb,2018,8.0,Jaipur
Maruti,Third Party,Petrol,5,45945.0,First Owner,1197,Manual,21.21,81.8,16,Nov,2020,5.5,Ahmedabad
Tata,Comprehensive,Petrol,5,38770.0,First Owner,1199,Manual,23.84,84.0,16,May,2019,4.5,Jaipur
Honda,Third Party,Petrol,5,66393.0,Third or More Owners,1497,Manual,17.4,117.3,15,Oct,2014,3.96,Kolkata
Honda,Not Available,Petrol,5,34721.0,First Owner,1198,Manual,17.8,86.7,16,Mar,2017,5.5,Ahmedabad
Maruti,Third Party,Petrol,5,32252.0,First Owner,796,Manual,22.05,47.33,16,Jun,2019,3.3,Kolkata
Maruti,Not Available,Petrol,5,43292.0,Second Owner,998,Automatic,20.51,67.0,16,Jan,2019,5.0,Hyderabad
Hyundai,Comprehensive,Petrol,5,26830.0,First Owner,1999,Automatic,14.62,149.92,16,Jun,2018,13.59,Bangalore
Honda,Comprehensive,Petrol,5,25226.0,First Owner,1199,Manual,18.6,88.76,15,Mar,2021,7.25,Jaipur
Ford,Not Available,Diesel,5,91002.0,Second Owner,1399,Manual,20.0,68.0,14,Jul,2011,2.0,Jaipur
Maruti,Third Party,Petrol,5,52694.0,First Owner,998,Automatic,23.1,67.04,16,Jun,2018,4.86,Hyderabad
Honda,Not Available,Diesel,7,69413.0,First Owner,1498,Manual,24.2,98.6,16,Dec,2014,4.0,Delhi
Hyundai,Not Available,Petrol,5,45724.0,First Owner,1197,Manual,18.6,81.86,16,Sept,2020,6.3,Jaipur
Maruti,Comprehensive,Petrol,7,43000.0,First Owner,1462,Manual,19.34,103.0,16,Feb,2018,6.85,Kolkata
Hyundai,Comprehensive,Petrol,5,49719.0,First Owner,1591,Automatic,17.01,121.3,16,Jun,2016,6.4,Ahmedabad
Renault,Third Party,Petrol,5,1496.0,Second Owner,999,Manual,21.74,67.0,16,Dec,2020,4.2,Kolkata
Maruti,Not Available,Petrol,5,70310.0,First Owner,1197,Manual,21.4,83.1,16,Nov,2016,5.01,Delhi
Honda,Third Party,Petrol,5,45117.0,First Owner,1497,Manual,17.8,117.3,16,Jun,2017,7.59,Hyderabad
Hyundai,Third Party,Petrol,5,34743.0,First Owner,1086,Manual,20.3,68.0,16,Oct,2019,4.5,Jaipur
Mahindra,Third Party,Diesel,7,71533.0,First Owner,2179,Manual,16.0,140.0,17,Oct,2017,9.5,Kolkata
Others,Third Party,Petrol,5,7468.0,First Owner,799,Manual,20.71,53.64,16,Jun,2021,4.14,Hyderabad
Maruti,Third Party,CNG,4,21587.0,First Owner,796,Manual,31.59,40.36,16,Jun,2021,4.38,Delhi
Hyundai,Comprehensive,Petrol,5,5668.0,First Owner,1197,Manual,20.7,81.86,15,Jun,2020,7.66,Bangalore
Renault,Comprehensive,Petrol,5,39000.0,First Owner,999,Manual,23.01,67.0,16,Nov,2016,2.95,Pune
Maruti,Third Party,Petrol,5,50000.0,First Owner,993,Manual,17.3,60.0,16,Jun,2018,1.5,Bangalore
Maruti,Third Party,CNG,5,76000.0,Second Owner,998,Manual,26.2,58.2,13,Oct,2012,2.95,Mumbai
Maruti,Third Party,Petrol,5,51000.0,First Owner,998,Manual,21.63,67.05,16,Jun,2017,4.38,Mumbai
Hyundai,Third Party,Petrol,5,24056.0,Third or More Owners,814,Manual,21.1,55.2,16,Jun,2014,2.71,Pune
Renault,Not Available,Diesel,5,170330.0,Second Owner,1461,Manual,23.08,63.12,15,Feb,2012,1.45,Jaipur
Tata,Third Party,Electric,5,23200.0,First Owner,0,Automatic,19.43998454264412,127.0,16,Aug,2021,15.9,Hyderabad
Maruti,Third Party,Diesel,5,120000.0,First Owner,1248,Manual,17.8,75.0,14,Jun,2018,2.49,Hyderabad
Hyundai,Not Available,Petrol,5,23526.0,Second Owner,1197,Manual,18.9,82.0,16,Dec,2015,3.1,Kolkata
Maruti,Not Available,Petrol,5,32828.0,First Owner,998,Manual,19.0,66.1,13,May,2011,2.0,Jaipur
BMW,Third Party,Diesel,5,42155.0,First Owner,1995,Automatic,22.69,190.0,17,Apr,2017,23.25,Mumbai
Ford,Others,Diesel,5,61333.0,First Owner,1498,Manual,21.7,98.96,16,Mar,2021,9.0,Hyderabad
Hyundai,Third Party,Diesel,5,68000.0,First Owner,1396,Manual,22.54,88.76,16,Jul,2018,7.45,Hyderabad
Ford,Third Party,Petrol,5,12851.0,First Owner,1496,Manual,15.9,120.69,16,Jun,2021,11.42,Mumbai
Honda,Others,Petrol,5,37000.0,First Owner,1497,Automatic,18.0,117.3,15,Oct,2016,7.75,Mumbai
Tata,Third Party,CNG,5,14463.0,First Owner,1199,Manual,26.49,72.0,16,Jun,2022,7.38,Mumbai
Hyundai,Comprehensive,Petrol,5,38800.0,Second Owner,1197,Manual,20.36,78.9,13,Jun,2011,2.69,Hyderabad
Hyundai,Third Party,Petrol,5,14555.0,First Owner,1197,Manual,18.9,81.86,16,Jun,2019,5.63,Ahmedabad
Tata,Others,Petrol,5,20000.0,First Owner,1199,Manual,17.57,118.36,16,Jun,2018,8.51,Kolkata
Others,Not Available,Diesel,5,83713.0,Second Owner,1248,Manual,20.3,75.0,14,Feb,2015,1.58,Delhi
Others,Third Party,Petrol,5,3800.0,First Owner,2894,Automatic,19.43998454264412,375.48,20,Apr,2022,90.0,Jaipur
Honda,Not Available,Petrol,5,93684.0,Third or More Owners,2354,Automatic,11.7,177.6,16,Mar,2012,4.5,Delhi
Hyundai,Others,Petrol,5,51466.0,First Owner,1197,Manual,20.7,81.86,14,Jun,2020,6.63,Hyderabad
Maruti,Not Available,Petrol,5,2488.0,First Owner,796,Manual,22.05,47.33,16,Jun,2019,3.02,Kolkata
Others,Comprehensive,Diesel,5,58000.0,First Owner,1956,Manual,17.1,173.0,17,Feb,2017,10.9,Ahmedabad
Mahindra,Third Party,Diesel,7,60403.0,Second Owner,2179,Automatic,16.0,140.0,17,Jun,2017,12.24,Bangalore
Honda,Not Available,Diesel,5,25519.0,First Owner,1498,Manual,25.5,98.6,16,May,2018,8.0,Jaipur
BMW,Comprehensive,Diesel,5,70000.0,First Owner,2993,Automatic,15.97,258.0,18,May,2015,32.0,Delhi
Hyundai,Third Party,Petrol,5,80240.0,First Owner,1197,Manual,18.9,82.0,16,Jun,2018,3.25,Agra
Maruti,Third Party,Petrol,5,70000.0,Second Owner,796,Manual,19.7,46.3,12,Jun,2018,1.3,Ahmedabad
Toyota,Third Party,Diesel,5,81000.0,First Owner,1364,Manual,23.59,67.06,15,Aug,2015,4.75,Jaipur
Maruti,Third Party,Petrol,5,29894.0,First Owner,1197,Manual,21.21,81.8,16,Jun,2021,6.0,Ahmedabad
Toyota,Not Available,Diesel,7,94992.0,Second Owner,2494,Manual,12.99,100.0,15,Jul,2013,6.25,Ahmedabad
Ford,Third Party,Diesel,5,136534.0,First Owner,1498,Manual,22.7,89.84,16,Sept,2015,3.0,Kolkata
Volkswagen,Comprehensive,Petrol,5,35000.0,First Owner,1197,Automatic,17.21,103.5,16,Mar,2018,10.45,Bangalore
Hyundai,Third Party,Petrol,5,63671.0,First Owner,1197,Manual,20.36,78.9,13,Oct,2013,3.15,Mumbai
Maruti,Third Party,Petrol,5,83083.0,First Owner,1197,Manual,18.6,85.8,14,Jun,2013,3.72,Jaipur
Hyundai,Comprehensive,Diesel,5,56000.0,First Owner,1582,Manual,22.32,126.32,16,Jun,2015,6.9,Ahmedabad
Toyota,Third Party,Diesel,8,142000.0,Third or More Owners,2494,Manual,12.99,100.6,15,Feb,2012,6.45,Mumbai
Maruti,Not Available,Petrol,5,2875.0,First Owner,998,Manual,21.79,67.05,16,Mar,2022,5.8,Jaipur
Toyota,Third Party,Petrol,5,23565.0,First Owner,1496,Automatic,17.8,105.94,15,Jun,2021,10.47,Bangalore
Maruti,Third Party,CNG,5,72000.0,First Owner,796,Manual,33.0,47.3,16,Mar,2019,3.65,Delhi
Maruti,Comprehensive,Petrol,5,79200.0,First Owner,1197,Automatic,21.21,81.8,16,Nov,2015,5.0,Pune
Maruti,Third Party,Petrol,5,15541.0,First Owner,1197,Manual,21.21,81.8,16,Jun,2018,6.66,Bangalore
Maruti,Others,Petrol,5,60000.0,Second Owner,998,Manual,20.51,67.04,16,Jun,2018,3.2,Hyderabad
Mahindra,Comprehensive,Diesel,7,27267.0,First Owner,2179,Manual,15.1,152.87,16,Aug,2019,14.18,Bangalore
Honda,Comprehensive,Diesel,5,63490.0,First Owner,1498,Automatic,23.8,78.9,14,Jun,2019,8.15,Ahmedabad
Toyota,Comprehensive,Petrol,5,70000.0,First Owner,1798,Automatic,14.28,138.03,16,Mar,2017,10.0,Mumbai
Maruti,Third Party,Petrol,5,27961.0,First Owner,1197,Manual,18.6,85.8,14,Jun,2014,4.26,Mumbai
Maruti,Third Party,Diesel,5,64773.0,First Owner,1248,Automatic,24.3,88.5,16,Jun,2018,9.8,Bangalore
Hyundai,Comprehensive,Petrol,5,31787.0,First Owner,1197,Manual,18.6,81.83,16,May,2015,5.0,Mumbai
Hyundai,Comprehensive,Petrol,5,50995.0,Second Owner,1197,Manual,18.9,82.0,16,Jun,2013,4.25,Bangalore
Honda,Third Party,Petrol,5,21709.0,First Owner,1199,Manual,17.5,88.7,16,Jun,2018,7.84,Bangalore
Maruti,Third Party,Petrol,5,43062.0,First Owner,998,Manual,21.7,65.71,16,Jul,2020,4.5,Ahmedabad
Hyundai,Comprehensive,Petrol,5,28088.0,First Owner,1197,Manual,18.6,81.86,15,Jun,2019,7.24,Delhi
Hyundai,Others,Petrol,5,8312.0,First Owner,998,Manual,18.27,118.35,16,Jun,2020,9.66,Bangalore
Maruti,Third Party,Petrol,5,46610.0,First Owner,1197,Manual,19.1,85.8,14,Aug,2012,3.2,Mumbai
Hyundai,Third Party,Petrol,5,41937.0,First Owner,814,Manual,21.1,55.2,16,Mar,2015,3.75,Bangalore
Hyundai,Third Party,Diesel,5,70000.0,Second Owner,1582,Automatic,17.01,126.2,17,Jun,2018,10.99,Ahmedabad
Others,Comprehensive,Diesel,5,32000.0,First Owner,1999,Automatic,12.63,147.5,17,Jun,2019,49.9,Mumbai
Volkswagen,Not Available,Diesel,5,66109.0,Second Owner,1598,Manual,20.54,103.6,15,Jan,2015,6.0,Jaipur
Maruti,Others,Petrol,5,23132.0,First Owner,796,Manual,24.7,47.3,16,Jun,2019,3.4,Ahmedabad
Renault,Third Party,Petrol,5,28601.0,Second Owner,799,Manual,25.17,53.3,16,Jun,2017,4.25,Bangalore
Mercedes-Benz,Third Party,Diesel,5,92000.0,First Owner,2143,Automatic,14.8,120.7,16,Sept,2014,12.99,Hyderabad
Maruti,Third Party,Petrol,5,56272.0,First Owner,1197,Automatic,21.4,83.1,16,Jun,2017,6.03,Kolkata
Maruti,Third Party,Petrol,5,39201.0,First Owner,1373,Automatic,19.12,91.1,16,Jan,2017,8.0,Jaipur
Others,Others,Petrol,5,7000.0,First Owner,999,Automatic,17.4,98.63,16,Jun,2018,8.5,Jaipur
Mahindra,Not Available,Diesel,6,61782.0,Second Owner,2498,Manual,16.55,105.0,16,Jan,2017,5.9,Hyderabad
Mahindra,Comprehensive,Diesel,8,76144.0,First Owner,2498,Manual,14.0,101.59817658967516,15,Feb,2013,4.25,Jaipur
Hyundai,Comprehensive,Diesel,5,80198.0,First Owner,1582,Automatic,17.6,126.2,17,Jun,2019,12.48,Delhi
Others,Comprehensive,Petrol,5,53000.0,Second Owner,1172,Manual,15.7,67.0,14,Jul,2015,4.1,Bangalore
Others,Comprehensive,Diesel,5,56686.0,First Owner,1461,Automatic,19.61,108.5,16,Apr,2018,9.0,Bangalore
Toyota,Third Party,Diesel,8,203490.0,Third or More Owners,2494,Manual,12.99,100.0,15,Feb,2013,5.65,Ahmedabad
Others,Not Available,Diesel,5,115836.0,First Owner,1248,Manual,21.2,75.0,15,Jul,2016,3.5,Hyderabad
Volkswagen,Comprehensive,Diesel,5,70000.0,First Owner,1498,Manual,20.14,88.0,16,Mar,2018,6.95,Ahmedabad
Maruti,Not Available,Petrol,5,13241.0,First Owner,998,Manual,21.7,65.71,16,Oct,2021,4.0,Hyderabad
Maruti,Third Party,Petrol,5,45038.0,First Owner,1197,Manual,22.41,88.5,16,Jun,2020,7.25,Jaipur
Hyundai,Not Available,CNG,5,53957.0,First Owner,1197,Manual,28.0,68.05,16,Jul,2021,7.0,Mumbai
