Brand,Insurance Validity,Fuel Type,Seats,Kms Driven,Ownership,Engine Displacement (in cc),Transmission,Mileage (in kmpl),Max Power (in bhp),Wheel Size,Registration Month,Registration Year,Price (in lacs),City
Renault,Comprehensive,Petrol,7,45425.0,First Owner,999,Automatic,18.2,71.0,16,Dec,2021,7.8,Hyderabad
Maruti,Third Party,Petrol,5,75322.0,First Owner,1298,Manual,17.5,85.8,14,Mar,2012,3.94,Mumbai
Maruti,Comprehensive,Petrol,5,42793.0,First Owner,1197,Manual,18.6,85.8,14,Jun,2014,3.66,Kolkata
Others,Comprehensive,Diesel,5,42000.0,Second Owner,1968,Automatic,14.16,174.3,17,May,2015,22.0,Bangalore
Renault,Comprehensive,Diesel,5,96230.0,First Owner,1461,Manual,21.64,84.8,15,Jan,2014,3.6,Hyderabad
Hyundai,Third Party,Petrol,5,58519.0,First Owner,1591,Manual,17.01,121.3,16,Jun,2015,6.25,Ahmedabad
Hyundai,Comprehensive,Petrol,5,69000.0,First Owner,1591,Manual,15.29,121.3,16,Sept,2015,7.65,Delhi
Maruti,Comprehensive,Petrol,5,91581.0,Third or More Owners,998,Manual,23.1,67.04,14,May,2014,2.47,Jaipur
Mercedes-Benz,Comprehensive,Petrol,5,9966.0,Second Owner,1991,Automatic,15.04,184.0,17,Feb,2019,26.75,Mumbai
Hyundai,Comprehensive,Petrol,5,12000.0,First Owner,1197,Manual,20.7,81.86,14,Aug,2020,5.99,Kolkata
Toyota,Comprehensive,Petrol,5,16000.0,First Owner,2494,Automatic,19.16,157.7,17,Dec,2019,39.0,Delhi
BMW,Others,Petrol,5,2383.0,First Owner,1998,Automatic,14.82,189.08,17,Jan,2022,40.0,Delhi
Honda,Not Available,Petrol,5,83797.0,First Owner,1497,Automatic,18.0,117.3,15,Oct,2016,7.5,Jaipur
Maruti,Third Party,Petrol,5,29753.0,Second Owner,1197,Automatic,21.21,81.8,16,Jun,2018,7.14,Bangalore
Tata,Comprehensive,Diesel,5,18000.0,First Owner,1956,Automatic,14.6,167.67,17,Jul,2021,22.0,Delhi
Tata,Comprehensive,Petrol,5,32888.0,First Owner,1199,Manual,19.33,86.83,16,Jun,2020,7.43,Mumbai
Tata,Third Party,Diesel,5,37079.0,First Owner,1497,Automatic,21.5,108.5,16,Jun,2019,10.57,Mumbai
Maruti,Third Party,Petrol,5,42000.0,First Owner,998,Manual,20.51,67.04,16,Sept,2014,3.25,Mumbai
Hyundai,Comprehensive,Petrol,5,28650.0,Second Owner,1197,Manual,18.6,81.83,16,Jun,2016,5.35,Mumbai
Mercedes-Benz,Not Available,Petrol,5,45993.0,Third or More Owners,5461,Automatic,7.81,362.9,17,Apr,2014,27.54,Hyderabad
Maruti,Comprehensive,Petrol,5,33054.0,First Owner,1197,Manual,21.4,83.1,16,Feb,2019,6.0,Jaipur
Maruti,Third Party,Petrol,5,90862.0,First Owner,1197,Manual,20.89,81.8,16,Jun,2018,4.62,Bangalore
Hyundai,Comprehensive,Diesel,5,98360.0,First Owner,1396,Manual,22.54,88.73,16,Jun,2014,4.64,Jaipur
Hyundai,Comprehensive,Diesel,5,14000.0,First Owner,1995,Automatic,15.38,182.37,18,Aug,2021,24.0,Kolkata
Maruti,Comprehensive,Petrol,5,10556.0,First Owner,1197,Manual,20.89,81.8,15,Jun,2020,6.91,Pune
Hyundai,Comprehensive,Petrol,5,54520.0,First Owner,1999,Automatic,14.62,149.92,16,Jun,2017,11.63,Bangalore
Hyundai,Third Party,Petrol,5,3505.0,First Owner,998,Manual,18.27,118.35,16,Dec,2021,11.0,Delhi
Ford,Comprehensive,Petrol,5,55944.0,First Owner,1499,Automatic,16.05,110.4,16,Jun,2016,7.77,Bangalore
Honda,Third Party,Petrol,5,25000.0,Second Owner,1497,Automatic,17.4,117.6,16,Jun,2018,13.2,Hyderabad
Hyundai,Not Available,Petrol,5,46737.0,Third or More Owners,1086,Manual,19.81,68.05,16,Jun,2015,3.0,Hyderabad
Mercedes-Benz,Comprehensive,Diesel,5,55000.0,First Owner,2143,Automatic,17.9,136.0,18,Nov,2018,29.35,Bangalore
Maruti,Third Party,Diesel,5,60967.0,First Owner,1248,Manual,25.2,74.0,16,Jun,2016,6.0,Bangalore
BMW,Comprehensive,Diesel,5,35000.0,First Owner,1995,Automatic,22.48,187.74,18,Jul,2018,38.75,Delhi
Honda,Comprehensive,Petrol,7,64974.0,First Owner,1497,Manual,17.3,117.3,15,Aug,2015,5.25,Mumbai
Honda,Third Party,Petrol,5,35262.0,First Owner,1199,Manual,18.7,88.7,15,Jun,2016,4.71,Delhi
Hyundai,Comprehensive,Petrol,5,26566.0,First Owner,1591,Automatic,13.0,121.3,17,Jun,2016,11.75,Bangalore
Maruti,Comprehensive,CNG,5,22861.0,First Owner,998,Manual,32.52,58.33,16,Jun,2020,5.68,Delhi
Hyundai,Others,Diesel,5,101203.0,First Owner,1396,Manual,22.1,88.7,16,Oct,2018,7.5,Delhi
Skoda,Third Party,Petrol,5,34000.0,First Owner,999,Automatic,17.2,113.98,17,Nov,2021,14.5,Mumbai
Mahindra,Comprehensive,Petrol,6,30020.0,First Owner,1198,Manual,18.15,82.0,15,Jun,2018,5.94,Bangalore
Maruti,Third Party,Diesel,5,50000.0,First Owner,1248,Manual,28.09,88.5,16,Jun,2018,6.2,Agra
Honda,Third Party,Petrol,5,74202.0,First Owner,1799,Automatic,16.5,139.46,16,Jun,2019,14.66,Mumbai
Hyundai,Comprehensive,Petrol,5,31703.0,First Owner,1591,Manual,17.0,121.3,16,Jun,2017,6.77,Kolkata
Hyundai,Comprehensive,Petrol,5,65000.0,First Owner,998,Manual,20.3,68.05,16,Aug,2014,2.75,Ahmedabad
Maruti,Third Party,Petrol,5,96957.0,First Owner,1196,Manual,15.37,73.0,16,Dec,2014,2.7,Ahmedabad
Hyundai,Third Party,Petrol,5,110000.0,Second Owner,1341,Manual,15.3,83.0,13,Jun,2018,1.3,Hyderabad
Maruti,Third Party,Petrol,5,50000.0,Second Owner,998,Manual,18.9,67.1,13,Sept,2017,3.72,Mumbai
Hyundai,Third Party,Petrol,5,52463.0,Second Owner,1197,Manual,18.5,82.9,14,Jun,2014,4.71,Bangalore
Hyundai,Third Party,Petrol,5,39963.0,First Owner,1197,Manual,18.6,81.83,16,Jun,2016,5.96,Delhi
Others,Not Available,Petrol,5,29994.0,First Owner,1368,Automatic,16.0,160.0,17,May,2018,13.0,Kolkata
Hyundai,Third Party,Petrol,5,73000.0,First Owner,1197,Automatic,18.9,81.86,14,Jun,2017,4.75,Ahmedabad
Maruti,Others,Diesel,5,76378.0,First Owner,1248,Manual,24.3,88.5,16,Sept,2017,8.5,Jaipur
Volkswagen,Not Available,Petrol,5,19892.0,First Owner,1598,Manual,15.04,103.6,15,Apr,2013,3.5,Jaipur
Maruti,Others,CNG,5,2959.0,First Owner,998,Manual,35.6,55.92,16,Nov,2022,6.5,Delhi
Maruti,Third Party,Petrol,5,1731.0,First Owner,1462,Automatic,20.04,103.25,15,Jun,2022,12.4,Bangalore
Hyundai,Third Party,Petrol,5,10000.0,First Owner,1197,Manual,17.52,81.86,16,Jun,2018,8.2,Jaipur
Hyundai,Third Party,Petrol,5,60000.0,First Owner,1197,Manual,18.9,81.86,14,Jun,2018,5.25,Pune
Honda,Not Available,Diesel,5,175528.0,First Owner,1498,Manual,25.1,98.6,15,Jan,2015,5.5,Ahmedabad
Renault,Third Party,Petrol,5,13600.0,Second Owner,799,Manual,25.17,53.3,16,Feb,2017,3.1,Mumbai
Hyundai,Third Party,Petrol,5,71800.0,First Owner,1591,Manual,15.29,121.3,16,Dec,2015,7.25,Mumbai
Volkswagen,Third Party,Petrol,5,31724.0,First Owner,1198,Manual,17.0,73.75,15,Jun,2017,5.15,Mumbai
BMW,Comprehensive,Diesel,5,44000.0,Second Owner,1995,Automatic,22.48,187.74,18,Jul,2017,31.9,Mumbai
Skoda,Third Party,Petrol,5,22572.0,First Owner,1498,Automatic,17.7,147.51,17,Sept,2021,18.95,Bangalore
Others,Third Party,Diesel,5,22483.0,First Owner,1493,Manual,19.43998454264412,98.63,16,Nov,2020,11.72,Kolkata
Mercedes-Benz,Third Party,Diesel,5,33000.0,First Owner,2987,Automatic,13.5,282.0,17,Aug,2015,48.5,Hyderabad
Hyundai,Third Party,Petrol,5,33120.0,First Owner,1197,Manual,18.6,81.86,16,Jun,2019,6.1,Delhi
Honda,Comprehensive,Petrol,5,46219.0,First Owner,1199,Manual,19.5,88.76,16,Jun,2019,6.48,Jaipur
Maruti,Third Party,Petrol,5,29751.0,First Owner,796,Manual,22.05,47.33,16,Jun,2022,3.66,Delhi
Mahindra,Comprehensive,Diesel,7,91000.0,Second Owner,2696,Automatic,11.18,184.0,16,Jul,2014,6.9,Ahmedabad
Maruti,Third Party,Petrol,5,65642.0,First Owner,796,Manual,22.74,47.3,16,Jun,2014,2.78,Pune
Others,Third Party,Petrol,5,27743.0,First Owner,1451,Automatic,13.96,141.0,17,Jun,2020,15.05,Ahmedabad
Others,Not Available,Petrol,4,48065.0,First Owner,1969,Automatic,42.0,400.0,21,Apr,2017,75.0,Jaipur
Maruti,Not Available,Petrol,5,37240.0,First Owner,796,Manual,22.05,47.33,16,Mar,2019,2.9,Jaipur
Maruti,Third Party,Petrol,5,60000.0,Second Owner,796,Manual,19.7,46.3,12,Jun,2018,1.86,Hyderabad
Tata,Comprehensive,Petrol,5,23330.0,First Owner,1198,Automatic,17.0,108.5,16,Dec,2018,8.45,Mumbai
Others,Others,Diesel,5,50000.0,First Owner,2179,Automatic,16.36,187.7,20,Mar,2015,23.75,Pune
Maruti,Not Available,Diesel,5,143120.0,Second Owner,1248,Manual,17.8,75.0,14,Jul,2011,3.0,Hyderabad
Hyundai,Comprehensive,Petrol,5,8589.0,First Owner,1497,Automatic,19.43998454264412,113.18,17,Sept,2021,18.45,Bangalore
Maruti,Third Party,Petrol,5,62254.0,Second Owner,1197,Manual,20.85,83.14,16,Sept,2015,3.97,Kolkata
Hyundai,Third Party,Petrol,5,28393.0,First Owner,1197,Manual,18.9,81.86,16,Dec,2017,4.85,Jaipur
Hyundai,Comprehensive,Petrol,5,51000.0,Second Owner,1086,Manual,19.81,68.05,16,Jul,2014,4.1,Bangalore
Maruti,Comprehensive,Petrol,5,6156.0,Third or More Owners,796,Manual,22.05,47.33,16,Jun,2019,3.31,Kolkata
Hyundai,Third Party,Petrol,5,50000.0,Second Owner,1197,Manual,18.9,81.86,16,Jun,2018,4.7,Hyderabad
Renault,Comprehensive,Petrol,5,4500.0,First Owner,999,Automatic,19.03,71.01,16,Nov,2021,8.0,Kolkata
Renault,Third Party,Diesel,8,34125.0,Second Owner,1461,Manual,19.98,108.5,15,Nov,2015,5.25,Mumbai
Volkswagen,Not Available,Diesel,5,58282.0,First Owner,1199,Manual,22.07,73.9,14,Sept,2011,2.25,Jaipur
Hyundai,Comprehensive,Petrol,5,23544.0,Second Owner,1086,Manual,20.3,68.05,16,Jun,2020,5.09,Bangalore
Ford,Third Party,Petrol,5,15186.0,First Owner,1496,Automatic,14.7,120.69,16,Jun,2020,12.52,Bangalore
Renault,Third Party,Diesel,5,45000.0,First Owner,1461,Manual,21.8,78.0,16,Aug,2013,3.25,Kolkata
Hyundai,Comprehensive,Petrol,5,24314.0,First Owner,1197,Automatic,20.7,81.86,14,Jul,2020,7.25,Mumbai
Tata,Third Party,Diesel,5,8992.0,First Owner,1497,Manual,23.64,88.77,16,Jun,2021,9.49,Hyderabad
Hyundai,Comprehensive,Petrol,5,44658.0,First Owner,1197,Manual,18.9,82.0,16,Jun,2015,5.04,Bangalore
Renault,Third Party,Petrol,5,8412.0,First Owner,999,Manual,21.46,67.06,16,Jun,2020,4.02,Delhi
Hyundai,Third Party,Petrol,5,11818.0,First Owner,1197,Manual,18.9,81.86,16,Jul,2019,5.5,Ahmedabad
Renault,Comprehensive,Petrol,5,6327.0,First Owner,999,Automatic,19.03,71.01,16,Jun,2021,8.08,Mumbai
Renault,Third Party,Petrol,5,48964.0,First Owner,1330,Manual,16.42,153.866,17,Jun,2020,11.05,Bangalore
Maruti,Third Party,Petrol,5,15887.0,First Owner,796,Manual,22.05,47.33,16,Jun,2021,3.72,Delhi
Maruti,Third Party,Petrol,5,16935.0,First Owner,796,Manual,22.74,47.3,16,Jun,2016,3.32,Bangalore
Ford,Third Party,Petrol,5,90000.0,Second Owner,1196,Manual,15.6,70.0,14,Jun,2018,1.3,Kolkata
Tata,Not Available,Diesel,7,131821.0,First Owner,2179,Manual,17.6,153.86,17,Nov,2018,11.0,Hyderabad
Honda,Third Party,Petrol,5,17000.0,First Owner,1198,Manual,18.0,86.7,16,Jun,2014,3.61,Delhi
Maruti,Third Party,CNG,5,66013.0,First Owner,998,Manual,26.2,58.2,13,Nov,2013,3.35,Mumbai
Maruti,Comprehensive,CNG,5,14944.0,First Owner,998,Manual,32.52,58.33,16,Jun,2021,6.31,Mumbai
Honda,Third Party,Petrol,5,79000.0,Second Owner,2354,Automatic,12.0,187.4,17,Jun,2014,7.75,Mumbai
Maruti,Third Party,Petrol,5,55184.0,First Owner,1196,Manual,16.11,72.41,16,Jun,2020,4.59,Jaipur
Honda,Comprehensive,Petrol,5,74000.0,First Owner,1497,Manual,16.8,116.4,15,Aug,2012,4.3,Pune
Tata,Third Party,Petrol,5,60000.0,First Owner,1199,Manual,23.84,84.0,14,Mar,2019,5.0,Delhi
Maruti,Third Party,Petrol,5,70000.0,Second Owner,993,Manual,17.3,60.0,12,Jun,2018,0.6,Hyderabad
Maruti,Third Party,Diesel,5,65723.0,First Owner,1248,Manual,25.1,88.5,16,May,2018,6.25,Delhi
Hyundai,Third Party,Petrol,5,15957.0,First Owner,998,Manual,18.27,118.35,16,Jun,2021,10.19,Mumbai
Toyota,Third Party,Petrol,5,78407.0,First Owner,1496,Manual,16.78,88.73,15,Jun,2014,3.61,Delhi
Honda,Third Party,Petrol,5,30000.0,First Owner,1498,Manual,18.6,119.35,16,Mar,2021,14.0,Hyderabad
Hyundai,Comprehensive,Diesel,5,124000.0,First Owner,1582,Automatic,17.6,126.2,17,Sept,2017,11.95,Bangalore
Volkswagen,Third Party,Petrol,5,4150.0,First Owner,999,Automatic,16.35,108.62,16,Jun,2022,13.16,Ahmedabad
Maruti,Third Party,Diesel,5,60000.0,First Owner,1248,Manual,23.4,74.0,14,Jun,2018,5.5,Ahmedabad
Ford,Third Party,Diesel,5,42500.0,First Owner,1498,Manual,21.7,98.96,16,Jun,2018,8.75,Delhi
Hyundai,Third Party,Petrol,5,39569.0,First Owner,1197,Manual,18.6,81.83,16,Jun,2016,6.72,Bangalore
Maruti,Comprehensive,Petrol,7,66000.0,First Owner,1462,Manual,19.01,103.26,16,Feb,2015,6.9,Ahmedabad
Toyota,Comprehensive,Diesel,7,60000.0,First Owner,2755,Manual,14.24,174.5,17,Jun,2020,35.0,Delhi
Honda,Third Party,Petrol,5,42387.0,Second Owner,1497,Manual,17.0,101.59817658967516,15,Mar,2016,6.9,Bangalore
Hyundai,Third Party,Petrol,5,32000.0,First Owner,1591,Manual,13.0,121.3,17,Aug,2017,9.7,Agra
Maruti,Third Party,Petrol,5,56170.0,First Owner,998,Automatic,23.1,67.04,16,Jun,2015,3.51,Mumbai
Maruti,Comprehensive,Petrol,5,28828.0,First Owner,1197,Manual,21.4,83.1,16,Jun,2019,6.27,Delhi
Toyota,Third Party,Petrol,5,36327.0,First Owner,1197,Manual,17.71,78.9,15,Jun,2016,4.8,Pune
Toyota,Comprehensive,Diesel,5,72456.0,First Owner,1364,Manual,21.43,86.79,16,Mar,2018,11.46,Kolkata
Mahindra,Comprehensive,Diesel,7,27198.0,First Owner,2179,Manual,15.1,152.87,16,Jun,2019,10.83,Kolkata
Maruti,Third Party,Petrol,5,30000.0,First Owner,1061,Manual,18.9,67.0,13,Jun,2018,1.0,Agra
Maruti,Not Available,Petrol,5,40377.0,First Owner,1197,Manual,22.0,81.8,16,Dec,2018,4.0,Delhi
Maruti,Comprehensive,Petrol,5,6617.0,First Owner,1197,Manual,20.89,81.8,16,Jun,2017,4.63,Mumbai
Maruti,Others,Petrol,5,71000.0,First Owner,998,Manual,18.9,67.1,14,Jun,2018,3.1,Jaipur
Toyota,Third Party,Diesel,7,8061.0,First Owner,2755,Automatic,19.43998454264412,201.15,18,Dec,2021,48.0,Mumbai
Hyundai,Third Party,Petrol,5,45562.0,First Owner,998,Manual,18.27,118.35,16,Jun,2021,10.58,Ahmedabad
Hyundai,Third Party,Petrol,5,52630.0,First Owner,1197,Manual,18.6,81.83,16,Dec,2015,4.0,Kolkata
Maruti,Third Party,Diesel,5,98000.0,First Owner,1248,Manual,23.4,74.0,14,Jun,2018,2.85,Delhi
Tata,Third Party,Electric,5,12000.0,First Owner,0,Automatic,19.43998454264412,127.0,16,Jan,2023,16.75,Hyderabad
Renault,Comprehensive,Diesel,5,76000.0,First Owner,1461,Manual,19.87,83.8,16,Dec,2013,4.11,Jaipur
Volkswagen,Third Party,Petrol,5,94983.0,First Owner,1198,Manual,17.0,73.75,16,Jun,2017,5.21,Hyderabad
Toyota,Comprehensive,Petrol,5,66402.0,First Owner,2494,Automatic,12.98,178.4,16,Jun,2015,12.81,Pune
Others,Comprehensive,Petrol,5,1932.0,First Owner,1368,Automatic,14.1,160.77,18,Mar,2022,29.95,Bangalore
Maruti,Third Party,Petrol,5,15931.0,First Owner,1197,Manual,21.01,81.8,16,Jun,2021,6.87,Delhi
Maruti,Comprehensive,Petrol,5,80188.0,First Owner,998,Automatic,20.51,67.0,16,Jun,2018,4.97,Hyderabad
Maruti,Third Party,Petrol,5,30508.0,First Owner,796,Manual,22.05,47.33,16,Jun,2021,3.81,Jaipur
Honda,Third Party,Petrol,5,36858.0,First Owner,1199,Automatic,19.0,88.7,15,Apr,2016,6.5,Mumbai
Maruti,Comprehensive,Petrol,5,48002.0,First Owner,1197,Manual,21.4,83.1,16,Sept,2016,4.49,Kolkata
Others,Third Party,Petrol,5,55630.0,First Owner,1198,Manual,18.06,75.0,14,Jan,2011,2.5,Mumbai
Maruti,Third Party,Petrol,5,40000.0,First Owner,1197,Manual,20.52,81.8,16,Mar,2019,4.8,Kolkata
Toyota,Comprehensive,Petrol,5,66300.0,First Owner,1197,Manual,17.71,78.9,16,Sept,2018,5.75,Delhi
Hyundai,Third Party,Petrol,5,40878.0,First Owner,1197,Automatic,18.9,82.0,16,Jun,2017,5.12,Delhi
Others,Others,Petrol,5,70355.0,First Owner,1198,Automatic,19.34,76.0,16,Mar,2017,3.9,Jaipur
Toyota,Comprehensive,Diesel,7,172000.0,Second Owner,2982,Manual,11.5,171.0,17,Apr,2011,9.25,Mumbai
Honda,Not Available,Petrol,5,64092.0,First Owner,1498,Manual,18.6,119.35,15,Oct,2020,10.0,Hyderabad
Hyundai,Third Party,Petrol,5,74336.0,First Owner,1086,Manual,20.3,68.0,16,Jun,2018,4.49,Hyderabad
Honda,Comprehensive,Petrol,5,67000.0,First Owner,1497,Manual,17.8,117.3,16,Feb,2016,5.75,Mumbai
Renault,Third Party,Petrol,5,19741.0,First Owner,999,Manual,21.74,67.0,16,Jun,2020,3.72,Delhi
Hyundai,Not Available,Diesel,5,81904.0,Second Owner,1120,Manual,24.4,71.0,16,Feb,2016,3.0,Jaipur
Hyundai,Third Party,Petrol,5,85327.0,First Owner,1197,Manual,18.9,81.86,16,Jun,2017,4.4,Jaipur
Hyundai,Others,Diesel,5,70000.0,First Owner,1582,Manual,19.67,126.2,16,Jun,2018,8.0,Kolkata
Hyundai,Third Party,Petrol,5,74627.0,Second Owner,1999,Manual,14.59,149.92,16,Apr,2017,8.66,Ahmedabad
Ford,Comprehensive,Diesel,5,69000.0,First Owner,1498,Manual,22.7,89.84,16,Oct,2014,6.5,Bangalore
Maruti,Third Party,Diesel,5,70000.0,First Owner,1248,Manual,28.4,74.02,16,Jun,2018,5.2,Delhi
BMW,Third Party,Diesel,5,51050.0,First Owner,1995,Automatic,16.07,181.0,16,Aug,2011,10.75,Hyderabad
Renault,Not Available,Petrol,5,59867.0,First Owner,799,Manual,25.17,53.3,16,Dec,2017,2.0,Jaipur
Maruti,Third Party,Petrol,5,22794.0,Second Owner,998,Manual,21.7,65.71,16,Jun,2020,4.81,Bangalore
Maruti,Not Available,Petrol,5,67448.0,First Owner,796,Manual,22.05,47.33,16,Feb,2019,2.8,Jaipur
Honda,Third Party,Petrol,5,62175.0,First Owner,1997,Automatic,14.4,151.89,18,Mar,2016,12.95,Mumbai
Others,Third Party,Petrol,5,5999.0,First Owner,1353,Manual,16.5,138.08,17,Jun,2020,16.2,Delhi
Maruti,Third Party,Petrol,5,49068.0,First Owner,998,Automatic,23.1,67.04,16,Jun,2018,4.78,Jaipur
Maruti,Third Party,Diesel,7,120000.0,Second Owner,1248,Manual,20.77,88.8,15,Jun,2018,5.2,Mumbai
Volkswagen,Third Party,Petrol,5,27000.0,First Owner,1598,Manual,16.09,103.2,15,Jun,2018,8.0,Hyderabad
Honda,Comprehensive,Petrol,5,80606.0,First Owner,1497,Manual,17.4,117.3,16,Jun,2015,4.35,Kolkata
Maruti,Comprehensive,Petrol,5,81514.0,First Owner,1373,Manual,20.73,91.1,15,Jun,2015,5.01,Mumbai
Maruti,Comprehensive,CNG,5,81989.0,First Owner,998,Manual,33.54,67.04,16,Jun,2019,5.71,Mumbai
Tata,Third Party,Petrol,5,3332.0,First Owner,1199,Automatic,18.8,117.74,16,Jun,2022,9.52,Ahmedabad
BMW,Comprehensive,Petrol,2,29000.0,Second Owner,2979,Automatic,10.37,301.72,18,Sept,2015,46.9,Delhi
Hyundai,Third Party,Petrol,5,35000.0,First Owner,1591,Automatic,13.0,121.3,17,Jan,2017,9.95,Mumbai
Renault,Third Party,Diesel,5,79395.0,First Owner,1461,Manual,19.87,83.8,16,Jun,2012,4.53,Mumbai
Maruti,Comprehensive,Petrol,5,28000.0,First Owner,998,Automatic,23.1,67.04,16,Mar,2016,4.95,Bangalore
Tata,Not Available,Petrol,5,28059.0,First Owner,1199,Manual,17.33,118.35,16,Sept,2021,7.0,Hyderabad
Ford,Comprehensive,Petrol,5,49008.0,First Owner,1196,Manual,18.16,86.8,16,Dec,2016,4.0,Jaipur
Maruti,Third Party,Petrol,5,27732.0,Second Owner,1373,Automatic,19.12,91.1,16,Jun,2017,6.85,Mumbai
Renault,Third Party,Petrol,5,46400.0,First Owner,799,Manual,25.17,53.3,16,Dec,2015,2.25,Delhi
Maruti,Third Party,CNG,5,86849.0,First Owner,998,Manual,26.6,58.16,16,Jun,2017,3.71,Mumbai
Others,Not Available,Diesel,5,126962.0,First Owner,1461,Manual,21.64,84.8,14,Aug,2013,4.0,Jaipur
Honda,Third Party,Petrol,5,38000.0,First Owner,1497,Manual,17.8,117.3,15,Sept,2017,7.21,Mumbai
Honda,Third Party,Petrol,5,69914.0,First Owner,1497,Automatic,18.0,117.3,16,Jun,2014,6.2,Hyderabad
Toyota,Comprehensive,Petrol,5,5000.0,First Owner,1197,Automatic,19.56,81.8,16,Dec,2021,7.99,Kolkata
Maruti,Others,Petrol,5,9192.0,First Owner,796,Manual,22.05,47.33,16,Jun,2020,5.0,Bangalore
Honda,Not Available,Diesel,5,151181.0,First Owner,1498,Manual,26.0,98.6,16,Dec,2016,5.0,Ahmedabad
BMW,Comprehensive,Diesel,5,49059.0,First Owner,1995,Automatic,20.37,187.74,18,Jan,2019,39.5,Bangalore
Mahindra,Third Party,Diesel,7,40000.0,First Owner,2179,Automatic,16.0,140.0,17,Jun,2018,10.5,Agra
BMW,Comprehensive,Petrol,5,14000.0,First Owner,1998,Automatic,13.17,248.08,19,Mar,2022,65.0,Mumbai
Tata,Comprehensive,Diesel,7,64231.0,Second Owner,2179,Manual,17.6,147.94,16,Jan,2019,14.0,Hyderabad
Toyota,Third Party,Diesel,7,120000.0,Second Owner,2494,Manual,12.8,101.59817658967516,15,Jun,2018,6.0,Kolkata
Others,Others,Diesel,5,43000.0,First Owner,1968,Automatic,18.25,187.74,17,Jan,2019,29.9,Agra
Hyundai,Third Party,Petrol,5,28000.0,First Owner,1197,Manual,20.36,78.9,13,Dec,2011,2.5,Mumbai
Maruti,Third Party,Petrol,5,63300.0,First Owner,1197,Automatic,21.21,81.8,16,Jun,2019,7.04,Hyderabad
Others,Third Party,Diesel,5,40491.0,First Owner,1956,Manual,17.41,167.68,17,Jun,2019,14.93,Ahmedabad
Hyundai,Comprehensive,Petrol,5,11984.0,First Owner,1086,Manual,20.3,68.05,16,Jun,2020,5.11,Kolkata
Maruti,Third Party,CNG,5,15824.0,First Owner,998,Manual,32.52,58.33,16,Jun,2021,6.26,Mumbai
Hyundai,Third Party,Petrol,5,23015.0,Second Owner,1197,Automatic,18.9,81.86,14,Jun,2019,7.09,Bangalore
Mahindra,Not Available,Diesel,7,89196.0,Second Owner,2523,Manual,15.4,75.0,16,Nov,2016,7.8,Mumbai
Honda,Not Available,Diesel,5,117961.0,First Owner,1498,Manual,26.0,98.6,15,May,2014,5.5,Hyderabad
Volkswagen,Third Party,Diesel,5,115000.0,First Owner,1498,Manual,20.14,88.5,16,Nov,2016,4.1,Jaipur
Hyundai,Comprehensive,Petrol,5,7247.0,First Owner,1197,Manual,20.5,81.86,15,Jun,2021,7.63,Ahmedabad
Hyundai,Not Available,Petrol,5,57457.0,First Owner,1197,Manual,17.52,81.86,16,Jul,2021,6.5,Delhi
Skoda,Third Party,Petrol,5,34971.0,First Owner,999,Manual,18.97,108.62,16,Jun,2021,10.57,Delhi
Mahindra,Comprehensive,Diesel,7,36550.0,Second Owner,2179,Manual,16.0,140.0,17,Oct,2015,9.0,Mumbai
Maruti,Third Party,Petrol,5,20126.0,Second Owner,1197,Automatic,21.21,81.8,16,Jun,2019,7.27,Hyderabad
Others,Comprehensive,Diesel,5,65000.0,First Owner,1968,Automatic,17.11,174.33,16,Nov,2013,10.9,Agra
BMW,Comprehensive,Diesel,5,65000.0,Third or More Owners,1995,Automatic,18.88,184.0,16,Jun,2014,12.75,Mumbai
Maruti,Comprehensive,Petrol,5,28689.0,First Owner,998,Automatic,21.63,67.0,16,Oct,2019,4.5,Kolkata
Maruti,Third Party,CNG,5,40000.0,Third or More Owners,1196,Manual,20.88,61.68,16,Jun,2018,5.5,Jaipur
Others,Comprehensive,Diesel,5,54000.0,Second Owner,1968,Automatic,20.38,143.0,16,Oct,2016,15.0,Mumbai
Maruti,Third Party,Petrol,5,41259.0,Second Owner,796,Manual,19.7,46.3,12,Jun,2012,2.3,Hyderabad
Hyundai,Third Party,Petrol,5,61020.0,First Owner,1197,Manual,18.6,81.83,16,Sept,2015,4.72,Mumbai
Hyundai,Comprehensive,Diesel,5,64000.0,First Owner,1582,Manual,19.67,126.2,16,Jun,2016,9.9,Mumbai
Renault,Not Available,Petrol,5,53297.0,Second Owner,999,Manual,23.01,67.0,16,Oct,2016,3.14,Hyderabad
Maruti,Third Party,Petrol,5,17357.0,First Owner,998,Manual,23.95,67.05,16,Jun,2018,3.91,Ahmedabad
Tata,Third Party,Petrol,5,9100.0,First Owner,1199,Manual,20.09,117.74,16,Jun,2018,7.2,Kolkata
Maruti,Third Party,CNG,5,40000.0,Third or More Owners,796,Manual,33.44,40.3,16,Jun,2018,3.4,Jaipur
Maruti,Comprehensive,Diesel,5,41000.0,First Owner,1248,Manual,25.1,88.5,16,Dec,2016,5.5,Kolkata
Mahindra,Comprehensive,Diesel,7,69310.0,First Owner,2179,Manual,16.0,140.0,17,Mar,2015,9.95,Bangalore
Hyundai,Third Party,Petrol,5,57019.0,First Owner,814,Manual,21.1,55.2,16,Jun,2017,3.59,Pune
Maruti,Third Party,Diesel,5,42576.0,First Owner,1248,Manual,24.3,88.5,16,Jun,2018,7.42,Delhi
