Brand,Insurance Validity,Fuel Type,Seats,Kms Driven,Ownership,Engine Displacement (in cc),Transmission,Mileage (in kmpl),Max Power (in bhp),Wheel Size,Registration Month,Registration Year,Price (in lacs),City
Honda,Comprehensive,Petrol,5.0,54000.0,First Owner,1198.0,Manual,19.4,86.8,,May,2013.0,2.65,Delhi
Kia,Comprehensive,Petrol,5.0,6969.0,First Owner,998.0,Manual,18.2,118.36,16,Jun,2021.0,11.92,Delhi
Hyundai,Third Party,Petrol,5.0,51800.0,First Owner,1591.0,Automatic,14.8,121.3,17,Feb,2020.0,13.0,Ahmedabad
Tata,Comprehensive,Diesel,7.0,13000.0,First Owner,2179.0,Manual,17.6,153.86,,Mar,2018.0,13.6,Bangalore
Hyundai,Comprehensive,Petrol,5.0,37138.0,First Owner,998.0,Manual,18.27,118.35,,Jun,2020.0,11.53,Hyderabad
Maruti,Third Party,CNG,4.0,21556.0,First Owner,796.0,Manual,31.59,40.36,,Jun,2021.0,4.8,Pune
Volkswagen,Third Party insurance,Petrol,,68000.0,First Owner,1390.0,Manual,14.69,120.3,,Feb,2013.0,3.75,Delhi
Hyundai,Third Party insurance,Petrol,5.0,51000.0,First Owner,1197.0,Manual,18.6,81.83,,Jun,2015.0,4.9,Delhi
Datsun,Not Available,Petrol,5.0,22188.0,First Owner,1198.0,Manual,20.63,67.0,,Feb,2018.0,2.87,Kolkata
Honda,Comprehensive,Petrol,5.0,9405.0,First Owner,1199.0,Manual,17.1,88.5,15,Jun,2021.0,8.25,Kolkata
Hyundai,Third Party insurance,Diesel,5.0,50000.0,First Owner,1186.0,Manual,26.2,73.97,,Mar,2021.0,7.0,Hyderabad
Maruti,Third Party insurance,Diesel,5.0,57000.0,First Owner,1248.0,Manual,24.3,88.5,,Mar,2016.0,7.85,Hyderabad
Kia,Comprehensive,Petrol,5.0,14000.0,First Owner,1497.0,Manual,16.8,113.43,16,May,2020.0,10.4,Kolkata
Maruti,Comprehensive,Petrol,5.0,55177.0,First Owner,1462.0,Manual,18.55,103.25,16,Jun,2020.0,10.62,Ahmedabad
Hyundai,Third Party,Petrol,5.0,36494.0,First Owner,814.0,Manual,21.1,55.2,,Jun,2015.0,2.94,Bangalore
Tata,Comprehensive,Diesel,5.0,30000.0,First Owner,1956.0,Manual,16.35,167.67,17,Jun,2020.0,20.9,Bangalore
Skoda,Comprehensive,Diesel,5.0,117281.0,First Owner,1199.0,Manual,20.86,75.0,14,Jan,2012.0,2.0,Jaipur
Porsche,Not Available,Diesel,5.0,81996.0,First Owner,2967.0,Automatic,15.15,240.0,18,Dec,2009.0,17.03,Jaipur
Hyundai,Comprehensive,Petrol,5.0,83150.0,Second Owner,1197.0,Manual,20.36,78.9,13,Jun,2009.0,2.0,Bangalore
Maruti,Third Party insurance,Petrol,5.0,59720.0,First Owner,1197.0,Manual,18.5,85.8,,Jun,2011.0,1.99,Kolkata
Toyota,Third Party insurance,Petrol,5.0,90000.0,Fourth Owner,1197.0,Manual,17.71,78.9,14,,,2.0,Ahmedabad
Hyundai,Not Available,LPG,5.0,122405.0,First Owner,1086.0,Manual,19.0,68.1,13,Jun,2012.0,2.25,Jaipur
Maruti,Third Party,Petrol,5.0,22611.0,First Owner,998.0,Manual,20.51,67.04,,Apr,2015.0,2.8,Kolkata
Maruti,Third Party,Petrol,5.0,9190.0,Second Owner,998.0,Manual,21.7,65.71,,Jun,2020.0,4.43,Kolkata
Skoda,Third Party,Diesel,7.0,42000.0,First Owner,1968.0,Automatic,16.25,148.0,18,Jun,2018.0,30.5,Mumbai
Tata,Zero Dep,Petrol,5.0,78231.0,First Owner,1199.0,Manual,19.01,84.82,,Jun,2020.0,4.7,Jaipur
Toyota,Third Party insurance,Diesel,5.0,120000.0,First Owner,1364.0,Manual,23.59,67.06,14,Mar,2013.0,3.25,Delhi
Hyundai,Not Available,Diesel,5.0,89910.0,Second Owner,1396.0,Manual,22.54,88.73,16,May,2015.0,5.4,Jaipur
Renault,Third Party,Petrol,5.0,16111.0,First Owner,999.0,Automatic,22.0,67.0,,Jun,2021.0,4.76,Mumbai
Honda,Comprehensive,Petrol,5.0,43877.0,First Owner,1497.0,Manual,17.14,117.6,16,Jun,2017.0,9.33,Mumbai
Maruti,Comprehensive,Petrol,5.0,47217.0,First Owner,1197.0,Manual,21.4,83.1,,Apr,2019.0,6.0,Jaipur
Maruti,Not Available,Diesel,5.0,62349.0,First Owner,1248.0,Manual,19.3,73.9,14,Dec,2009.0,2.75,Jaipur
Tata,Comprehensive,Petrol,4.0,26000.0,First Owner,624.0,Automatic,21.9,37.48,,Feb,2016.0,2.25,Ahmedabad
Maruti,Third Party insurance,Petrol,5.0,80000.0,First Owner,1061.0,Manual,18.9,67.0,13,,,1.25,Ahmedabad
Honda,Third Party,Petrol,5.0,69098.0,First Owner,1997.0,Automatic,13.7,153.86,17,Jun,2015.0,10.35,Pune
Maruti,Third Party,Petrol,5.0,29100.0,Second Owner,796.0,Manual,22.05,47.33,,Jun,2019.0,3.28,Hyderabad
Hyundai,Not Available,Diesel,5.0,159494.0,First Owner,1396.0,Manual,22.54,88.73,,Jan,2018.0,6.0,Jaipur
Maruti,Third Party insurance,Diesel,5.0,110000.0,First Owner,1248.0,Manual,17.8,,15,Mar,2014.0,4.85,Hyderabad
Maruti,Third Party insurance,Petrol,8.0,46000.0,Second Owner,796.0,Manual,16.8,34.2,12,,,2.6,Hyderabad
Skoda,Third Party,Petrol,5.0,15809.0,First Owner,1598.0,Automatic,14.84,103.2,16,Jun,2018.0,11.01,Bangalore
Maruti,Third Party insurance,Diesel,5.0,100000.0,Second Owner,1248.0,Manual,22.9,74.0,14,,,3.62,Hyderabad
Honda,Third Party insurance,Petrol,5.0,48000.0,First Owner,1497.0,Manual,16.8,116.4,15,Oct,2012.0,4.0,Ahmedabad
Land,Third Party insurance,Diesel,7.0,71300.0,First Owner,4367.0,Automatic,10.2,308.0,19,May,2011.0,26.75,Mumbai
Maruti,Third Party,Petrol,5.0,93205.0,First Owner,1197.0,Automatic,21.21,81.8,15,Jun,2017.0,6.34,Bangalore
Hyundai,Zero Dep,Petrol,5.0,26639.0,First Owner,998.0,Automatic,18.15,118.35,16,Jul,2019.0,9.0,Bangalore
Chevrolet,Third Party,Petrol,7.0,44113.0,First Owner,1399.0,Manual,13.7,98.82,,Feb,2015.0,2.82,Kolkata
Mahindra,Comprehensive,Diesel,7.0,17276.0,First Owner,2179.0,Manual,15.4,120.0,,Apr,2015.0,7.35,Delhi
Mercedes-Benz,Third Party insurance,Diesel,5.0,37000.0,First Owner,2143.0,Automatic,17.9,201.15,19,Jul,2018.0,50.75,Mumbai
Hyundai,Comprehensive,Petrol,5.0,89000.0,Second Owner,1495.0,Manual,13.2,,13,,,1.7,Bangalore
Honda,Not Available,Diesel,5.0,118797.0,Second Owner,1498.0,Manual,25.8,98.6,,Oct,2013.0,2.5,Jaipur
Maruti,Zero Dep,Petrol,5.0,1772.0,First Owner,998.0,Manual,21.79,67.05,,Sept,2022.0,5.0,Ahmedabad
Renault,Comprehensive,Petrol,5.0,16256.0,First Owner,999.0,Manual,21.46,67.06,,Jun,2020.0,4.27,Bangalore
Audi,Comprehensive,Diesel,5.0,18001.0,First Owner,2967.0,Automatic,13.22,241.4,18,Jul,2016.0,25.5,Delhi
Audi,Comprehensive,Diesel,5.0,49003.0,Second Owner,1968.0,Automatic,20.38,143.0,16,Apr,2017.0,14.0,Kolkata
Ford,Third Party,Petrol,5.0,122238.0,Second Owner,1388.0,Manual,16.6,,14,Mar,2007.0,1.03,Ahmedabad
Maruti,Not Available,Petrol,5.0,13378.0,First Owner,1197.0,Manual,20.52,81.8,,Nov,2020.0,5.0,Ahmedabad
Honda,Comprehensive,Petrol,7.0,66123.0,First Owner,1497.0,Manual,15.4,117.3,,Feb,2019.0,6.65,Jaipur
Maruti,Third Party,Petrol,5.0,34017.0,First Owner,998.0,Manual,23.95,67.05,,Jun,2018.0,3.74,Ahmedabad
Honda,Third Party,Diesel,5.0,80005.0,Second Owner,1498.0,Manual,25.1,98.6,15,Jun,2015.0,6.4,Mumbai
Maruti,Third Party,Petrol,5.0,28329.0,First Owner,1197.0,Manual,21.4,83.1,,Jun,2018.0,5.8,Delhi
Honda,Comprehensive,Petrol,5.0,64045.0,First Owner,1497.0,Manual,17.0,118.0,15,Oct,2010.0,3.5,Jaipur
Jeep,Not Available,Petrol,5.0,21756.0,First Owner,1368.0,Automatic,14.1,160.77,18,Apr,2022.0,22.75,Hyderabad
Mahindra,Available,Diesel,8.0,110000.0,Third Owner,2179.0,Manual,15.4,120.0,17,,,9.0,Jaipur
Toyota,Third Party insurance,Petrol,7.0,98000.0,First Owner,2694.0,Automatic,10.0,163.6,17,Apr,2014.0,14.25,Delhi
BMW,Third Party,Diesel,5.0,51208.0,Second Owner,1995.0,Automatic,17.05,184.0,17,Jul,2011.0,7.0,Jaipur
Renault,Third Party insurance,Diesel,5.0,86000.0,Second Owner,1461.0,Manual,19.01,108.45,16,Aug,2013.0,3.95,Hyderabad
Maruti,Not Available,Petrol,4.0,83805.0,Fourth Owner,796.0,Manual,16.1,37.0,12,Mar,2009.0,0.56608,Ahmedabad
Honda,Not Available,Petrol,5.0,57934.0,Second Owner,1497.0,Manual,17.4,117.6,15,May,2018.0,9.0,Bangalore
Honda,Third Party,Petrol,5.0,43779.0,First Owner,1199.0,Manual,19.5,88.76,,Jun,2018.0,6.16,Delhi
Maruti,Third Party,Diesel,5.0,76243.0,First Owner,1248.0,Manual,23.4,74.0,14,May,2013.0,3.0,Delhi
Tata,Third Party insurance,Diesel,7.0,82000.0,Second Owner,2179.0,Manual,14.0,138.1,,Nov,2013.0,4.41,Mumbai
Hyundai,Third Party,Petrol,5.0,14501.0,First Owner,814.0,Manual,21.1,55.2,,Jun,2017.0,3.61,Mumbai
Mahindra,Third Party,Diesel,5.0,86034.0,First Owner,1497.0,Manual,20.0,115.0,17,Jun,2019.0,8.3,Delhi
Kia,Comprehensive,Petrol,5.0,25000.0,First Owner,1353.0,Automatic,16.2,138.0,17,Mar,2021.0,15.95,Ahmedabad
Hyundai,Third Party,CNG,5.0,44237.0,First Owner,1197.0,Manual,,68.05,13,Jun,2020.0,7.31,Pune
Maruti,Third Party,CNG,4.0,53393.0,Second Owner,998.0,Manual,31.2,58.33,,Jun,2020.0,4.92,Mumbai
Hyundai,Third Party,Petrol,5.0,33162.0,First Owner,1591.0,Manual,17.01,121.3,16,Jun,2016.0,7.66,Bangalore
BMW,Third Party insurance,Diesel,5.0,34000.0,First Owner,1995.0,Automatic,17.05,184.0,17,Feb,2013.0,12.78,Mumbai
Tata,Comprehensive,Petrol,5.0,15037.0,Second Owner,1198.0,Automatic,17.0,108.5,16,Jun,2019.0,10.17,Delhi
Volkswagen,Comprehensive,Petrol,5.0,16621.0,First Owner,1390.0,Manual,14.69,120.3,16,Jun,2016.0,13.3,Hyderabad
Honda,Comprehensive,Petrol,5.0,99129.0,First Owner,1497.0,Manual,17.0,118.0,15,Sept,2010.0,3.15,Ahmedabad
Maruti,Third Party,Diesel,5.0,55736.0,First Owner,1248.0,Automatic,24.3,88.5,16,Jun,2019.0,8.09,Delhi
Renault,Third Party,Petrol,5.0,48464.0,Second Owner,799.0,Manual,25.17,53.3,,Jun,2018.0,3.43,Hyderabad
Toyota,Comprehensive,Diesel,8.0,115000.0,First Owner,2494.0,Manual,12.99,100.6,15,Aug,2015.0,9.0,Jaipur
Maruti,Comprehensive,Petrol,5.0,37445.0,First Owner,1197.0,Manual,21.4,83.1,16,Jun,2016.0,5.75,Pune
Tata,Third Party insurance,Electric,5.0,4000.0,First Owner,0.0,Automatic,,127.0,16,Jul,2022.0,14.65,Mumbai
Renault,Third Party insurance,Petrol,5.0,60685.0,First Owner,799.0,Manual,25.17,53.3,,Feb,2019.0,4.7,Bangalore
Maruti,Third Party,Petrol,5.0,20494.0,First Owner,1197.0,Manual,21.21,81.8,,Jun,2018.0,6.6,Pune
Hyundai,Third Party,Petrol,5.0,51395.0,First Owner,1197.0,Manual,18.6,81.83,16,Jun,2015.0,6.23,Bangalore
Hyundai,Comprehensive,Petrol,5.0,48400.0,First Owner,1197.0,Manual,18.6,81.83,16,Jun,2015.0,5.91,Pune
Hyundai,Third Party,Petrol,5.0,49780.0,First Owner,814.0,Manual,21.1,55.2,,Feb,2013.0,1.9,Ahmedabad
Chevrolet,Not Available,Diesel,5.0,120411.0,Third Owner,1991.0,Manual,16.52,123.7,15,Dec,2011.0,1.5,Hyderabad
Maruti,Comprehensive,Petrol,5.0,65637.0,First Owner,1197.0,Automatic,19.56,81.8,R16,Jun,2017.0,7.09,Bangalore
Maruti,Third Party,CNG,4.0,38091.0,First Owner,998.0,Manual,31.2,58.33,,Jun,2020.0,5.21,Jaipur
Maruti,Comprehensive,Petrol,5.0,17000.0,First Owner,1197.0,Automatic,19.56,81.8,R16,Jul,2019.0,7.5,Ahmedabad
Maruti,Third Party,Diesel,5.0,49798.0,First Owner,1248.0,Manual,25.1,88.5,R16,Jun,2018.0,8.58,Mumbai
Maruti,Comprehensive,Petrol,5.0,10862.0,Second Owner,1197.0,Manual,21.21,81.8,,Jun,2019.0,6.52,Bangalore
Kia,Comprehensive,Petrol,5.0,23069.0,First Owner,1353.0,Automatic,16.2,138.0,17,Jul,2020.0,16.9,Jaipur
Mitsubishi,Comprehensive,Diesel,7.0,69685.0,First Owner,2477.0,Manual,13.5,175.56,17,Dec,2013.0,14.2,Bangalore
Maruti,Zero Dep,Petrol,5.0,13666.0,First Owner,1197.0,Automatic,22.94,88.5,16,Mar,2022.0,9.0,Mumbai
Tata,Comprehensive,Electric,5.0,9000.0,First Owner,,Automatic,,73.75,,Dec,2021.0,10.85,Mumbai
BMW,Comprehensive,Diesel,5.0,40772.0,First Owner,2993.0,Automatic,17.42,261.49,R18,Jan,2019.0,55.5,Bangalore
Maruti,Comprehensive,Petrol,5.0,38442.0,First Owner,1373.0,Manual,20.73,91.2,15,Apr,2015.0,6.0,Mumbai
Maruti,Comprehensive,Petrol,5.0,9491.0,First Owner,1197.0,Manual,20.89,81.8,15,Jun,2021.0,6.26,Delhi
Maruti,Third Party insurance,Petrol,5.0,110000.0,First Owner,998.0,Manual,23.95,67.05,,,,2.5,Hyderabad
Maruti,Third Party,Petrol,5.0,14372.0,First Owner,1197.0,Automatic,19.56,81.8,R16,Jun,2021.0,8.82,Mumbai
Volkswagen,Third Party,Petrol,5.0,111431.0,First Owner,1198.0,Manual,16.47,74.0,,Jan,2015.0,3.0,Ahmedabad
Mahindra,Zero Dep,Petrol,5.0,6791.0,First Owner,1197.0,Automatic,17.0,108.6,,Jun,2022.0,11.0,Delhi
Maruti,Third Party insurance,Diesel,5.0,120000.0,Third Owner,1248.0,Manual,19.3,73.9,14,,,2.5,Mumbai
Renault,Third Party,Diesel,5.0,67496.0,First Owner,1461.0,Manual,20.45,83.8,16,Jun,2014.0,6.51,Bangalore
Maruti,Third Party,Petrol,5.0,70128.0,First Owner,1373.0,Manual,20.73,91.1,,Jun,2018.0,6.84,Pune
Mahindra,Third Party,Petrol,5.0,12024.0,First Owner,1197.0,Manual,17.0,108.6,,Jul,2020.0,7.4,Ahmedabad
Skoda,Comprehensive,Petrol,5.0,10000.0,First Owner,1498.0,Manual,18.72,147.52,16,Dec,2022.0,19.8,Bangalore
Maruti,Not Available,Petrol,5.0,51821.0,Second Owner,1298.0,Manual,17.5,85.8,14,May,2009.0,1.5,Delhi
Honda,Not Available,Petrol,5.0,127986.0,First Owner,1497.0,Manual,17.0,118.0,15,Nov,2009.0,3.0,Hyderabad
Maruti,Comprehensive,Petrol,5.0,82972.0,First Owner,1298.0,Manual,17.5,85.8,14,Apr,2009.0,1.6,Hyderabad
Mahindra,Third Party insurance,Diesel,6.0,50000.0,First Owner,1198.0,Manual,25.32,77.0,14,,,4.0,Kolkata
Tata,Comprehensive,Petrol,5.0,73072.0,First Owner,1199.0,Automatic,16.35,118.36,16,Jun,2020.0,10.54,Kolkata
Volkswagen,Zero Dep,Petrol,5.0,16822.0,First Owner,999.0,Manual,18.24,108.62,R16,Sept,2021.0,8.0,Hyderabad
Nissan,Not Available,Petrol,5.0,1944.0,First Owner,999.0,Manual,18.75,71.02,16,Oct,2022.0,7.5,Hyderabad
Maruti,Third Party,Petrol,5.0,75538.0,Second Owner,1373.0,Automatic,19.12,91.1,15,Jun,2015.0,6.41,Bangalore
Maruti,Third Party insurance,Diesel,7.0,72000.0,First Owner,1248.0,Manual,20.77,88.8,15,Nov,2015.0,7.49,Mumbai
Fiat,Third Party,Diesel,5.0,155491.0,First Owner,1248.0,Manual,20.5,91.72,16,Jun,2015.0,3.5,Jaipur
Maruti,Third Party,Petrol,5.0,55604.0,Second Owner,1197.0,Manual,21.01,81.8,R16,Jun,2019.0,5.97,Delhi
Hyundai,Comprehensive,Petrol,5.0,73946.0,Third Owner,1197.0,Automatic,19.2,,13,Apr,2010.0,3.0,Bangalore
Maruti,Third Party,Diesel,5.0,94112.0,First Owner,1248.0,Manual,28.4,74.02,,Jun,2016.0,6.03,Bangalore
Maruti,Third Party,Petrol,5.0,84546.0,First Owner,998.0,Manual,23.1,67.04,,Jun,2014.0,3.58,Hyderabad
Hyundai,Not Available,Petrol,5.0,51325.0,First Owner,1197.0,Manual,18.9,82.0,,Aug,2015.0,4.16,Jaipur
Maruti,Third Party,Petrol,5.0,23141.0,First Owner,1197.0,Manual,20.4,81.8,,Jun,2017.0,5.32,Mumbai
Kia,Third Party,Petrol,5.0,17139.0,First Owner,1497.0,Manual,16.8,113.43,17,Jun,2020.0,14.39,Bangalore
Hyundai,Comprehensive,Petrol,5.0,61000.0,First Owner,1197.0,Manual,18.9,81.86,,Jul,2014.0,3.65,Jaipur
Hyundai,Comprehensive,Petrol,5.0,48000.0,First Owner,1197.0,Manual,19.1,82.0,15,Mar,2017.0,4.85,Pune
Mercedes-Benz,Comprehensive,Diesel,5.0,63000.0,First Owner,2143.0,Automatic,17.9,136.0,18,Jul,2017.0,20.75,Delhi
Maruti,Third Party,Petrol,5.0,62308.0,Second Owner,1197.0,Manual,18.5,85.8,,Jun,2010.0,3.04,Bangalore
Honda,Comprehensive,Diesel,5.0,55000.0,First Owner,1498.0,Manual,25.5,98.6,16,Dec,2017.0,5.5,Kolkata
Hyundai,Comprehensive,Petrol,5.0,31507.0,Second Owner,814.0,Manual,21.1,55.2,,Jun,2017.0,3.37,Bangalore
Renault,Third Party,Petrol,5.0,57688.0,Second Owner,999.0,Automatic,23.01,67.0,,Jan,2017.0,2.5,Delhi
BMW,Comprehensive,Diesel,5.0,11441.0,First Owner,1995.0,Automatic,21.76,188.0,18,Jan,2017.0,37.95,Bangalore
Land,Comprehensive,Petrol,5.0,27000.0,Second Owner,1999.0,Automatic,11.56,237.0,17,Jan,2019.0,45.0,Delhi
Maruti,Comprehensive,Petrol,5.0,26282.0,Second Owner,998.0,Manual,23.1,67.04,,Jun,2019.0,4.59,Jaipur
Renault,,Petrol,5.0,35231.0,First Owner,799.0,Manual,25.17,53.3,,Feb,2022.0,3.65,Delhi
Maruti,Third Party,Petrol,5.0,14936.0,First Owner,1462.0,Manual,20.65,103.25,,Jun,2021.0,7.92,Ahmedabad
Maruti,Comprehensive,Diesel,5.0,66222.0,First Owner,1248.0,Automatic,24.3,88.5,16,Jun,2018.0,8.4,Delhi
Maruti,Third Party,Petrol,5.0,10204.0,First Owner,998.0,Manual,21.79,67.05,,Jun,2017.0,3.95,Mumbai
Mercedes-Benz,Comprehensive,Diesel,5.0,70000.0,First Owner,2143.0,Automatic,14.21,203.0,17,May,2015.0,17.5,Mumbai
Maruti,Third Party insurance,Petrol,5.0,64000.0,First Owner,1373.0,Manual,20.73,91.1,,Mar,2015.0,5.95,Delhi
Hyundai,Zero Dep,Diesel,5.0,53695.0,First Owner,1493.0,Manual,,113.45,17,Dec,2021.0,16.5,Jaipur
Hyundai,Comprehensive,Petrol,5.0,48860.0,First Owner,1197.0,Manual,18.6,81.83,,Jun,2016.0,5.8,Pune
Toyota,Comprehensive,Diesel,7.0,24549.0,Second Owner,2393.0,Automatic,13.68,147.51,16,Jul,2020.0,22.5,Jaipur
Hyundai,Third Party,Petrol,5.0,85141.0,First Owner,1197.0,Manual,18.5,82.85,14,Jun,2013.0,3.4,Delhi
Lexus,Comprehensive,Petrol,5.0,10000.0,First Owner,2487.0,Automatic,22.37,214.56,18,Sept,2020.0,57.5,Delhi
Audi,Comprehensive,Diesel,5.0,70000.0,Second Owner,1968.0,Automatic,18.25,187.74,17,Jan,2017.0,24.75,Bangalore
Maruti,Third Party insurance,Petrol,6.0,20000.0,First Owner,1462.0,Manual,19.01,103.2,R15,Mar,2021.0,10.95,Mumbai
Honda,Third Party,Petrol,5.0,62974.0,Second Owner,1497.0,Manual,17.0,118.0,15,Oct,2009.0,2.61,Mumbai
Maruti,Not Available,Petrol,5.0,40621.0,First Owner,1298.0,Manual,16.1,8.0,14,Jan,2010.0,1.45,Mumbai
Maruti,Third Party,Petrol,5.0,38425.0,First Owner,1462.0,Manual,17.03,103.26,,Jun,2020.0,8.07,Ahmedabad
Toyota,Third Party,Petrol,5.0,31854.0,First Owner,1197.0,Manual,21.01,81.8,R16,Jun,2020.0,8.36,Bangalore
Audi,Comprehensive,Diesel,5.0,106000.0,Second Owner,2967.0,Automatic,13.22,241.4,18,Dec,2015.0,25.0,Bangalore
Hyundai,Comprehensive,Petrol,5.0,6000.0,First Owner,1197.0,Manual,18.9,81.86,,Feb,2017.0,4.6,Kolkata
Honda,Third Party,Petrol,5.0,40787.0,First Owner,1497.0,Automatic,17.4,117.6,15,Jun,2019.0,9.61,Ahmedabad
BMW,Third Party insurance,Petrol,5.0,40000.0,First Owner,4799.0,Automatic,10.5,,19,,,9.0,Kolkata
Tata,Third Party,Diesel,5.0,46406.0,First Owner,1956.0,Manual,16.35,167.67,18,Jun,2020.0,18.01,Bangalore
Renault,Third Party,Petrol,5.0,25430.0,Second Owner,799.0,Manual,25.17,53.3,,Jun,2019.0,3.5,Delhi
Maruti,Comprehensive,Petrol,5.0,89592.0,First Owner,796.0,Manual,22.05,47.33,,Jun,2020.0,3.29,Jaipur
Honda,Third Party,Petrol,5.0,20500.0,First Owner,1497.0,Automatic,16.8,118.0,15,Nov,2009.0,3.2,Ahmedabad
Kia,Comprehensive,Petrol,5.0,11720.0,First Owner,1497.0,Automatic,16.8,113.42,R17,Mar,2021.0,14.48,Kolkata
Maruti,Comprehensive,Petrol,5.0,64000.0,First Owner,1197.0,Manual,21.1,85.8,14,Mar,2015.0,5.2,Bangalore
Maruti,Comprehensive,Petrol,5.0,50796.0,First Owner,1197.0,Manual,19.1,85.8,14,Jun,2014.0,4.77,Bangalore
Maruti,Third Party insurance,Petrol,5.0,39000.0,First Owner,1462.0,Manual,17.03,103.26,,Mar,2021.0,8.8,Hyderabad
Mahindra,Comprehensive,Diesel,7.0,98000.0,First Owner,2179.0,Manual,15.4,120.0,17,Oct,2018.0,16.4,Bangalore
Hyundai,Comprehensive,Petrol,5.0,89075.0,First Owner,1197.0,Manual,18.9,82.0,,Jun,2014.0,4.05,Bangalore
Tata,Not Available,Petrol,5.0,29008.0,First Owner,1193.0,Manual,17.57,88.7,15,Oct,2014.0,3.3,Mumbai
Toyota,Comprehensive,Diesel,7.0,87000.0,First Owner,2982.0,Manual,11.5,171.0,17,Mar,2011.0,9.25,Ahmedabad
Audi,Comprehensive,Diesel,5.0,70576.0,First Owner,1968.0,Automatic,15.17,181.0,18,May,2019.0,23.5,Mumbai
Maruti,Comprehensive,Diesel,5.0,84173.0,First Owner,1248.0,Manual,22.9,74.0,15,Apr,2012.0,4.75,Ahmedabad
Honda,Not Available,Diesel,7.0,88423.0,Third Owner,1498.0,Manual,24.2,98.6,15,Sept,2014.0,3.5,Jaipur
Mahindra,Third Party insurance,Diesel,7.0,40000.0,First Owner,2179.0,Manual,15.1,140.0,17,,,5.0,Kolkata
Hyundai,Third Party,Petrol,5.0,48585.0,Second Owner,1197.0,Manual,20.36,78.9,13,Jun,2010.0,2.84,Hyderabad
Maruti,Third Party,Petrol,5.0,22551.0,First Owner,998.0,Manual,23.1,67.04,,Jun,2017.0,4.56,Mumbai
Toyota,Comprehensive,Diesel,7.0,25000.0,First Owner,2393.0,Automatic,12.0,148.0,17,May,2021.0,30.0,Mumbai
Hyundai,Third Party,Petrol,5.0,72229.0,First Owner,1197.0,Manual,20.36,78.9,13,Jun,2011.0,2.44,Delhi
Hyundai,Third Party insurance,Petrol,5.0,43274.0,First Owner,1197.0,Manual,20.36,78.9,13,Feb,2008.0,2.3,Hyderabad
Hyundai,Comprehensive,Petrol,5.0,37140.0,Second Owner,1591.0,Manual,17.01,121.3,16,Jun,2017.0,10.04,Delhi
Renault,Third Party insurance,Petrol,7.0,30000.0,Third Owner,999.0,Manual,20.0,71.01,,,,7.5,Bangalore
Maruti,Third Party insurance,Petrol,5.0,30000.0,Fourth Owner,796.0,Manual,14.0,35.0,12,,,1.1,Bangalore
Maruti,Third Party,Petrol,5.0,84927.0,First Owner,998.0,Manual,23.1,67.04,,Jun,2014.0,3.77,Pune
Maruti,Third Party,Petrol,5.0,65949.0,Second Owner,1197.0,Automatic,21.5,81.8,,Jun,2016.0,4.4,Hyderabad
Hyundai,Not Available,Petrol,5.0,66890.0,First Owner,1086.0,Manual,19.81,68.05,,Sept,2010.0,1.2,Bangalore
Hyundai,Third Party insurance,Petrol,5.0,111401.0,First Owner,1591.0,Manual,13.0,121.3,17,May,2017.0,8.5,Delhi
Honda,Comprehensive,Diesel,7.0,116734.0,First Owner,1498.0,Manual,24.2,98.6,,Dec,2014.0,5.5,Hyderabad
Maruti,Third Party insurance,Diesel,5.0,88000.0,First Owner,1248.0,Manual,25.2,74.0,,,,3.5,Agra
Hyundai,Third Party insurance,Petrol,5.0,28000.0,First Owner,1591.0,Automatic,13.0,121.3,17,Jun,2018.0,12.9,Mumbai
Skoda,Third Party,Petrol,5.0,82141.0,First Owner,1798.0,Automatic,14.7,177.5,16,Jun,2014.0,9.02,Mumbai
Mahindra,Not Available,Diesel,6.0,55486.0,Fourth Owner,2498.0,Manual,16.55,105.0,,Apr,2013.0,5.0,Jaipur
Maruti,Comprehensive,Diesel,5.0,68012.0,Second Owner,1248.0,Manual,24.3,88.5,,Jun,2019.0,6.79,Delhi
Mahindra,Third Party,Diesel,7.0,50638.0,First Owner,1493.0,Manual,18.49,100.0,15,Jun,2015.0,6.72,Bangalore
Nissan,Third Party insurance,Petrol,5.0,46000.0,First Owner,1198.0,Automatic,19.34,76.0,15,,,6.0,Hyderabad
Hyundai,Third Party,Petrol,5.0,60986.0,First Owner,1197.0,Manual,18.9,82.0,14,Jun,2016.0,4.92,Mumbai
Jeep,Not Available,Diesel,5.0,56077.0,First Owner,1956.0,Manual,17.1,170.63,18,Jul,2019.0,18.0,Jaipur
Honda,Third Party insurance,Petrol,5.0,40585.0,First Owner,1198.0,Automatic,16.5,86.8,14,Mar,2015.0,4.5,Ahmedabad
Hyundai,Third Party,Petrol,5.0,38098.0,First Owner,1197.0,Manual,18.6,81.83,16,Jun,2017.0,6.79,Bangalore
Tata,Comprehensive,Diesel,7.0,75677.0,First Owner,2179.0,Automatic,17.6,153.86,17,Jul,2017.0,11.5,Mumbai
Maruti,Comprehensive,Petrol,5.0,14228.0,Second Owner,1197.0,Manual,21.5,81.8,,Jun,2019.0,5.08,Kolkata
Hyundai,Not Available,Petrol,5.0,85228.0,Second Owner,1197.0,Manual,18.6,81.83,16,Dec,2017.0,6.0,Hyderabad
Maruti,Comprehensive,Petrol,5.0,67000.0,First Owner,1197.0,Manual,22.0,81.8,,Jun,2016.0,4.5,Kolkata
