Brand,Insurance Validity,Fuel Type,Seats,Kms Driven,Ownership,Engine Displacement (in cc),Transmission,Mileage (in kmpl),Max Power (in bhp),Wheel Size,Registration Month,Registration Year,Price (in lacs),City
Volkswagen,Comprehensive,Petrol,5.0,78000.0,Second Owner,1199.0,Manual,16.2,74.0,,Apr,2015.0,3.65,Delhi
Mahindra,Third Party insurance,CNG,6.0,33600.0,First Owner,1198.0,Manual,18.15,82.0,,May,2019.0,4.75,Mumbai
Tata,Third Party insurance,Diesel,5.0,81000.0,Second Owner,1248.0,Manual,18.0,75.0,14,May,2010.0,1.65,Mumbai
Ford,Comprehensive,Diesel,7.0,45556.0,First Owner,3198.0,Automatic,10.91,197.0,18,Nov,2017.0,20.0,Bangalore
Maruti,Third Party,Petrol,5.0,20783.0,First Owner,1197.0,Automatic,21.4,83.1,,Jun,2017.0,6.17,Delhi
Mahindra,Comprehensive,Petrol,4.0,11684.0,First Owner,1997.0,Automatic,,150.0,18,Jun,2021.0,14.48,Delhi
Maruti,Not Available,CNG,5.0,85755.0,First Owner,998.0,Manual,31.79,58.33,,Dec,2018.0,5.0,Hyderabad
Ford,Comprehensive,Diesel,5.0,12000.0,First Owner,1498.0,Manual,21.7,98.96,R16,Nov,2021.0,9.25,Kolkata
Hyundai,Not Available,Petrol,5.0,14329.0,First Owner,1197.0,Manual,18.9,81.86,,Apr,2018.0,4.3,Kolkata
Ford,Comprehensive,Diesel,5.0,71994.0,First Owner,1498.0,Manual,22.7,89.84,16,Jun,2014.0,5.5,Mumbai
Skoda,Comprehensive,Petrol,5.0,15507.0,First Owner,1598.0,Manual,15.41,103.2,,Jun,2020.0,9.97,Bangalore
Maruti,Comprehensive,Petrol,5.0,84000.0,First Owner,1586.0,Manual,15.5,103.3,16,Aug,2009.0,2.95,Bangalore
Maruti,Zero Dep,Petrol,5.0,16000.0,First Owner,1197.0,Automatic,22.0,81.8,15,Jun,2018.0,6.75,Mumbai
Toyota,Comprehensive,Diesel,5.0,60000.0,First Owner,1364.0,Manual,23.59,67.06,14,Feb,2012.0,2.8,Kolkata
Hyundai,Third Party insurance,Petrol,5.0,50000.0,First Owner,1197.0,Manual,18.9,81.86,,,,5.57,Hyderabad
Maruti,Third Party,Petrol,5.0,63489.0,Second Owner,998.0,Manual,20.51,67.04,,Jun,2018.0,4.6,Hyderabad
Maruti,Third Party insurance,Petrol,5.0,80000.0,Third Owner,998.0,Manual,21.1,100.5,,,,7.0,Mumbai
Hyundai,Comprehensive,Diesel,5.0,86000.0,First Owner,1582.0,Manual,20.5,126.2,17,Nov,2018.0,11.51,Jaipur
Honda,Third Party,Petrol,5.0,45774.0,First Owner,1199.0,Manual,18.7,88.7,15,Jun,2017.0,6.67,Bangalore
Datsun,Third Party,Petrol,5.0,17833.0,First Owner,999.0,Manual,22.5,67.0,,Jun,2019.0,3.15,Delhi
Hyundai,Comprehensive,Petrol,5.0,695000.0,First Owner,1197.0,Automatic,20.7,81.86,14,Jun,2020.0,6.68,Kolkata
Mercedes-Benz,Comprehensive,Diesel,5.0,43000.0,First Owner,1950.0,Automatic,,194.0,19,Jul,2019.0,47.75,Mumbai
Ford,Third Party,Petrol,5.0,32402.0,First Owner,1496.0,Manual,15.9,120.69,R16,Nov,2020.0,8.5,Hyderabad
BMW,Comprehensive,Diesel,5.0,75000.0,First Owner,2993.0,Automatic,14.69,258.0,18,Feb,2013.0,21.94,Mumbai
Renault,Zero Dep,Petrol,5.0,41141.0,First Owner,999.0,Manual,19.17,71.01,,Jun,2021.0,6.79,Hyderabad
Hyundai,Not Available,Diesel,5.0,81850.0,Third Owner,1582.0,Manual,22.32,126.32,16,Jun,2011.0,3.0,Mumbai
Mahindra,Third Party,Diesel,6.0,51352.0,Second Owner,1198.0,Manual,25.32,77.0,,Jun,2017.0,5.0,Bangalore
Renault,Third Party,Petrol,5.0,60004.0,Second Owner,999.0,Automatic,24.04,67.0,,Jun,2017.0,4.04,Pune
Honda,Third Party,Petrol,5.0,59743.0,First Owner,1198.0,Manual,17.8,86.7,,Jun,2017.0,4.92,Delhi
Mahindra,Third Party,Diesel,8.0,35177.0,First Owner,1497.0,Manual,17.3,121.0,,Jun,2019.0,10.65,Delhi
Maruti,Third Party,Petrol,5.0,44538.0,Second Owner,1197.0,Manual,18.5,85.8,,Jun,2013.0,3.61,Bangalore
Honda,Zero Dep,Petrol,5.0,39182.0,First Owner,1199.0,Manual,18.2,88.7,15,Jun,2018.0,6.57,Ahmedabad
Renault,Comprehensive,Petrol,7.0,4553.0,First Owner,999.0,Manual,20.0,72.0,,Jun,2019.0,6.94,Pune
Renault,Third Party,Petrol,5.0,39622.0,Second Owner,1498.0,Automatic,14.99,104.5,,Jun,2021.0,7.56,Bangalore
Honda,Comprehensive,Petrol,5.0,16000.0,First Owner,1497.0,Manual,17.4,117.6,15,Oct,2021.0,11.9,Jaipur
Hyundai,Comprehensive,Petrol,5.0,17705.0,First Owner,1086.0,Manual,20.3,68.05,,Jun,2020.0,5.39,Bangalore
Hyundai,Third Party insurance,Petrol,5.0,29000.0,First Owner,1197.0,Manual,18.6,81.86,,,,6.34,Bangalore
Maruti,Third Party,Diesel,5.0,64527.0,Second Owner,1248.0,Manual,25.1,88.5,,Jun,2019.0,8.97,Hyderabad
Renault,Comprehensive,Petrol,5.0,11088.0,First Owner,999.0,Automatic,19.03,71.01,16,Jun,2021.0,9.24,Delhi
Ford,Third Party,Diesel,5.0,38447.0,First Owner,1498.0,Manual,23.0,98.96,16,Jun,2019.0,7.65,Kolkata
Renault,Third Party,Diesel,5.0,112698.0,Third Owner,1461.0,Manual,20.45,83.8,16,May,2014.0,2.9,Delhi
Hyundai,Comprehensive,Petrol,5.0,31021.0,First Owner,814.0,Manual,21.1,55.2,,Jun,2014.0,2.05,Kolkata
Hyundai,Not Available,Petrol,5.0,33989.0,First Owner,1197.0,Manual,18.9,82.0,,Jul,2017.0,4.6,Ahmedabad
Volkswagen,Comprehensive,Petrol,5.0,63932.0,First Owner,1198.0,Manual,16.47,73.9,15,Aug,2011.0,2.79,Pune
Audi,Comprehensive,Diesel,5.0,33500.0,First Owner,1968.0,Automatic,18.53,187.74,18,Sept,2016.0,23.8,Agra
Hyundai,Comprehensive,Petrol,5.0,82476.0,Second Owner,1197.0,Manual,17.0,80.0,14,Jun,2010.0,1.8,Jaipur
Honda,Third Party insurance,Petrol,5.0,57000.0,First Owner,1493.0,Manual,16.0,106.0,14,Aug,2007.0,3.1,Hyderabad
Renault,Comprehensive,Petrol,5.0,57000.0,First Owner,1598.0,Manual,13.24,102.57,16,Jan,2014.0,3.75,Kolkata
Maruti,Not Available,Diesel,7.0,85034.0,First Owner,1248.0,Manual,20.77,88.76,,May,2012.0,6.5,Hyderabad
Mahindra,Comprehensive,Diesel,5.0,95795.0,First Owner,1497.0,Manual,20.0,115.0,17,Jun,2020.0,10.36,Bangalore
Maruti,Comprehensive,Petrol,5.0,10223.0,First Owner,998.0,Manual,21.7,65.71,,Jun,2021.0,4.73,Bangalore
Mahindra,Third Party insurance,Petrol,5.0,5000.0,First Owner,1197.0,Automatic,17.0,108.6,,,,10.5,Pune
Toyota,Not Available,Diesel,7.0,81859.0,Third Owner,2982.0,Automatic,12.55,168.5,17,Jul,2013.0,12.0,Jaipur
Toyota,Third Party,Diesel,7.0,171902.0,First Owner,2755.0,Manual,14.24,174.5,17,Aug,2017.0,20.0,Delhi
Honda,Comprehensive,Petrol,5.0,101752.0,Second Owner,2354.0,Automatic,10.1,152.0,16,May,2004.0,3.17,Jaipur
Hyundai,Third Party,Petrol,5.0,57093.0,First Owner,1197.0,Manual,18.9,82.0,,Jun,2016.0,4.2,Hyderabad
Hyundai,Third Party insurance,CNG,5.0,37500.0,First Owner,1197.0,Manual,18.9,65.39,,Jun,2019.0,5.75,Mumbai
Audi,Comprehensive,Petrol,5.0,23271.0,First Owner,1984.0,Automatic,14.11,241.3,18,Apr,2021.0,54.99,Kolkata
Mahindra,Comprehensive,Diesel,7.0,28025.0,First Owner,2179.0,Manual,16.0,140.0,17,Jul,2016.0,9.35,Kolkata
Tata,Not Available,Diesel,7.0,65378.0,First Owner,2179.0,Manual,14.1,153.86,17,Dec,2018.0,9.0,Jaipur
Volkswagen,Comprehensive,Petrol,5.0,60000.0,First Owner,1197.0,Automatic,17.21,103.6,15,Mar,2014.0,5.35,Delhi
Maruti,Not Available,Petrol,5.0,20643.0,First Owner,998.0,Manual,20.92,67.1,13,Jun,2011.0,1.8,Jaipur
Hyundai,Not Available,Petrol,5.0,141513.0,Second Owner,1197.0,Manual,20.36,78.9,13,May,2011.0,2.5,Bangalore
Hyundai,Third Party,Petrol,5.0,72761.0,First Owner,1197.0,Automatic,18.9,82.0,14,Jun,2016.0,4.88,Jaipur
Kia,Comprehensive,Diesel,7.0,29000.0,Second Owner,2199.0,Automatic,14.11,197.26,18,Mar,2020.0,32.5,Delhi
Hyundai,Third Party insurance,Diesel,5.0,85768.0,First Owner,1582.0,Manual,19.67,126.2,16,May,2015.0,9.8,Hyderabad
Land,Comprehensive,Petrol,5.0,31159.0,First Owner,1999.0,Automatic,11.56,237.0,17,Sept,2018.0,42.5,Mumbai
Tata,Comprehensive,Petrol,5.0,27642.0,First Owner,1198.0,Automatic,17.0,108.5,16,Jun,2018.0,9.49,Hyderabad
Mahindra,Third Party insurance,Diesel,5.0,40000.0,First Owner,1461.0,Manual,20.8,64.1,,,,3.4,Kolkata
Maruti,Third Party,Petrol,5.0,36458.0,Second Owner,1197.0,Manual,21.21,81.8,,Jun,2018.0,5.93,Pune
Mahindra,Third Party,Diesel,6.0,55697.0,First Owner,1198.0,Manual,25.32,77.0,,Nov,2017.0,3.0,Kolkata
Tata,Comprehensive,Diesel,5.0,64307.0,First Owner,1497.0,Automatic,21.5,108.5,16,Jun,2020.0,11.83,Mumbai
Maruti,Third Party,Petrol,5.0,13040.0,First Owner,1197.0,Manual,21.21,81.8,,Jun,2018.0,6.79,Mumbai
Maruti,Third Party insurance,Petrol,5.0,41400.0,First Owner,1197.0,Manual,21.01,81.8,R16,Aug,2020.0,7.65,Hyderabad
Mahindra,Comprehensive,Diesel,7.0,40000.0,First Owner,2179.0,Manual,16.0,140.0,,Jun,2014.0,4.65,Delhi
Hyundai,Not Available,Diesel,5.0,85791.0,Second Owner,1120.0,Manual,24.0,70.0,,Nov,2016.0,3.4,Jaipur
Maruti,Third Party,Petrol,5.0,39961.0,First Owner,1197.0,Manual,21.4,83.1,,Jun,2016.0,5.35,Ahmedabad
Volkswagen,Comprehensive,Petrol,5.0,8548.0,First Owner,999.0,Manual,17.69,108.62,15,Jun,2021.0,10.51,Mumbai
Maruti,Third Party,Petrol,5.0,64535.0,Second Owner,998.0,Manual,23.1,67.04,,Jun,2018.0,4.53,Jaipur
Hyundai,Comprehensive,Petrol,5.0,62000.0,First Owner,1086.0,Manual,19.81,68.05,,Sept,2015.0,3.25,Ahmedabad
Mercedes-Benz,Comprehensive,Diesel,5.0,36000.0,Second Owner,2143.0,Automatic,13.0,204.0,17,Feb,2016.0,29.8,Agra
Honda,Third Party insurance,Diesel,5.0,54000.0,First Owner,1498.0,Manual,25.6,97.9,16,Mar,2019.0,9.9,Ahmedabad
Hyundai,Third Party,Petrol,5.0,106556.0,Second Owner,1086.0,Manual,17.92,62.1,13,Jul,2011.0,1.03,Delhi
Hyundai,Third Party,Petrol,5.0,34981.0,First Owner,1197.0,Manual,17.19,81.86,16,Mar,2018.0,4.7,Kolkata
Audi,Comprehensive,Petrol,5.0,125000.0,Second Owner,1781.0,Automatic,12.3,16.0,16,May,2010.0,6.75,Pune
Mercedes-Benz,Comprehensive,Diesel,5.0,8000.0,First Owner,1950.0,Automatic,,194.0,19,Aug,2022.0,66.5,Delhi
Tata,Third Party insurance,Diesel,5.0,39000.0,First Owner,1956.0,Manual,17.0,138.1,17,,,11.0,Agra
Audi,Third Party,Diesel,5.0,107785.0,Third Owner,1968.0,Automatic,17.68,174.33,17,Jun,2012.0,10.5,Ahmedabad
Audi,Third Party insurance,Petrol,5.0,110000.0,First Owner,2773.0,Automatic,10.4,201.0,17,,,4.8,Kolkata
Honda,Comprehensive,Diesel,5.0,38000.0,First Owner,1498.0,Manual,25.8,98.6,14,Feb,2013.0,4.75,Mumbai
Maruti,Third Party,CNG,5.0,57686.0,First Owner,796.0,Manual,33.0,47.3,,Jun,2019.0,4.4,Mumbai
Hyundai,Not Available,Petrol,5.0,43449.0,First Owner,1197.0,Manual,20.36,78.9,13,May,2013.0,3.2,Hyderabad
Maruti,Third Party insurance,CNG,5.0,120000.0,First Owner,998.0,Manual,26.6,58.16,,,,3.6,Agra
Hyundai,Third Party insurance,Petrol,5.0,70000.0,Second Owner,999.0,Manual,,,13,,,0.85,Bangalore
Hyundai,Comprehensive,Petrol,5.0,18896.0,First Owner,1197.0,Manual,18.9,81.86,,Oct,2018.0,4.59,Kolkata
Renault,Third Party insurance,Petrol,5.0,25000.0,Second Owner,1498.0,Automatic,13.9,105.0,16,,,8.75,Bangalore
Hyundai,Comprehensive,Petrol,5.0,36060.0,Second Owner,1197.0,Manual,20.14,81.86,15,Oct,2018.0,6.0,Bangalore
Toyota,Third Party,Petrol,5.0,17079.0,Second Owner,1496.0,Automatic,17.8,105.5,,Jun,2018.0,8.47,Bangalore
Hyundai,Comprehensive,Petrol,5.0,27358.0,First Owner,998.0,Manual,20.3,68.05,,Jun,2016.0,3.28,Bangalore
Hyundai,Comprehensive,Petrol,5.0,36000.0,First Owner,1197.0,Manual,18.6,81.83,,Mar,2017.0,4.25,Kolkata
Mini,Third Party insurance,Diesel,5.0,22536.0,First Owner,1998.0,Automatic,23.8,112.0,16,Jul,2014.0,17.3,Mumbai
Hyundai,Third Party,Petrol,5.0,40370.0,First Owner,1197.0,Manual,18.6,81.83,16,Jun,2015.0,4.44,Kolkata
Honda,Third Party insurance,Petrol,5.0,45000.0,First Owner,1497.0,Manual,17.8,117.3,15,Mar,2016.0,5.7,Kolkata
Mahindra,Comprehensive,Diesel,6.0,69000.0,First Owner,1198.0,Manual,25.32,77.0,14,Feb,2016.0,3.75,Ahmedabad
Toyota,Comprehensive,Petrol,5.0,67999.0,First Owner,1798.0,Manual,14.28,138.03,15,Jun,2014.0,6.41,Mumbai
Kia,Comprehensive,Petrol,5.0,36340.0,First Owner,1497.0,Manual,16.8,113.43,17,Apr,2021.0,13.9,Jaipur
Ford,Corporate,Diesel,5.0,7450.0,First Owner,1498.0,Manual,23.0,98.96,16,,,10.5,Hyderabad
Volkswagen,Comprehensive,Diesel,5.0,107000.0,First Owner,1968.0,Manual,19.33,138.03,16,Mar,2013.0,6.5,Ahmedabad
Maruti,Third Party,Diesel,5.0,56080.0,First Owner,1248.0,Manual,26.59,74.0,,Jun,2017.0,7.1,Hyderabad
Tata,Not Available,Petrol,5.0,50044.0,First Owner,1199.0,Automatic,19.0,84.82,,Mar,2021.0,5.6,Jaipur
Honda,Not Available,Petrol,5.0,85291.0,First Owner,1497.0,Manual,17.4,117.3,15,Apr,2015.0,6.0,Jaipur
Maruti,,Petrol,5.0,58235.0,First Owner,998.0,Automatic,20.51,67.0,,May,2015.0,2.9,Agra
Maruti,Comprehensive,Petrol,5.0,11420.0,First Owner,998.0,Manual,21.7,65.71,,Jun,2020.0,4.36,Kolkata
Hyundai,Comprehensive,Petrol,5.0,6862.0,First Owner,1197.0,Manual,20.5,81.86,15,Aug,2021.0,6.2,Jaipur
Nissan,Third Party,Petrol,5.0,55386.0,First Owner,1198.0,Manual,18.06,75.0,14,Jun,2012.0,2.84,Bangalore
Ford,Third Party,Diesel,5.0,81129.0,First Owner,1498.0,Manual,22.77,98.59,16,Nov,2015.0,4.5,Kolkata
Maruti,Third Party,Diesel,5.0,145455.0,First Owner,1248.0,Manual,24.3,88.5,,Dec,2017.0,5.55,Kolkata
Audi,Third Party insurance,Diesel,5.0,58169.0,First Owner,1968.0,Automatic,15.73,174.33,16,,,24.0,Agra
Tata,Comprehensive,Diesel,5.0,28000.0,First Owner,1956.0,Manual,16.35,167.67,,May,2021.0,15.45,Mumbai
Tata,Third Party,Petrol,5.0,14716.0,First Owner,1199.0,Manual,19.33,86.83,16,Jun,2020.0,7.54,Mumbai
Toyota,Third Party,Petrol,5.0,33125.0,First Owner,1496.0,Automatic,17.8,105.94,R15,Jun,2021.0,11.51,Bangalore
Hyundai,Comprehensive,Petrol,5.0,50856.0,First Owner,1197.0,Manual,18.6,81.83,16,Mar,2017.0,7.25,Bangalore
Porsche,Comprehensive,Petrol,2.0,7000.0,Second Owner,1988.0,Automatic,9.0,295.0,18,Jun,2018.0,95.0,Jaipur
Honda,Comprehensive,Petrol,5.0,120000.0,Second Owner,2354.0,Manual,10.8,152.0,16,,,3.5,Hyderabad
Maruti,Not Available,Petrol,5.0,54580.0,First Owner,1197.0,Manual,18.6,85.8,14,May,2014.0,4.0,Hyderabad
Hyundai,Third Party,CNG,5.0,19498.0,First Owner,1197.0,Manual,,68.05,,Jun,2021.0,7.03,Delhi
Maruti,Comprehensive,Petrol,5.0,69569.0,First Owner,1197.0,Manual,18.6,85.8,14,Jun,2014.0,4.06,Delhi
Maruti,Third Party,CNG,5.0,78327.0,First Owner,998.0,Manual,26.6,58.16,,Nov,2015.0,3.85,Mumbai
Honda,Comprehensive,Petrol,5.0,29660.0,First Owner,1497.0,Manual,17.4,117.3,,Jun,2014.0,6.42,Bangalore
Mahindra,Third Party,Diesel,7.0,63382.0,First Owner,1497.0,Manual,17.3,121.0,17,Jun,2018.0,11.63,Bangalore
Maruti,Comprehensive,Diesel,5.0,55200.0,First Owner,1248.0,Manual,19.3,73.9,14,Aug,2015.0,5.7,Jaipur
Maruti,Third Party,Petrol,5.0,10718.0,First Owner,1197.0,Manual,21.01,81.8,,Jun,2021.0,7.17,Delhi
Maruti,Third Party insurance,Diesel,7.0,50000.0,Second Owner,1248.0,Manual,20.77,88.76,,,,5.0,Agra
Honda,Comprehensive,Petrol,5.0,61468.0,First Owner,1497.0,Automatic,18.0,117.3,15,Jun,2015.0,7.23,Bangalore
Honda,Not Available,Diesel,7.0,64307.0,First Owner,1498.0,Manual,24.2,98.6,15,Oct,2015.0,4.96,Jaipur
Maruti,Third Party,Diesel,5.0,61552.0,First Owner,1248.0,Manual,28.4,74.02,,Jun,2018.0,5.0,Kolkata
Honda,Third Party,Petrol,5.0,23676.0,First Owner,1497.0,Manual,17.4,117.6,15,Jun,2018.0,9.19,Bangalore
Ford,Comprehensive,Petrol,5.0,81589.0,Second Owner,1499.0,Automatic,15.63,110.4,16,Jun,2015.0,5.12,Delhi
Maruti,Third Party,Petrol,5.0,23433.0,First Owner,1197.0,Manual,21.4,83.1,,Jun,2017.0,5.57,Delhi
Maruti,Comprehensive,Diesel,5.0,45000.0,First Owner,1248.0,Manual,24.3,88.5,16,Sept,2017.0,7.15,Kolkata
Volkswagen,Third Party,Petrol,5.0,21830.0,First Owner,999.0,Manual,19.44,75.0,,Dec,2017.0,3.74,Kolkata
Maruti,Not Available,Petrol,5.0,125802.0,First Owner,1586.0,Manual,15.0,104.0,16,Dec,2009.0,2.0,Jaipur
Maruti,Third Party insurance,Petrol,5.0,70000.0,First Owner,993.0,Manual,17.3,60.0,12,,,0.5,Kolkata
Ford,Comprehensive,Petrol,5.0,26000.0,First Owner,1194.0,Manual,19.4,94.93,15,Jun,2017.0,5.5,Bangalore
Audi,Comprehensive,Diesel,5.0,49043.0,Second Owner,1968.0,Automatic,18.25,187.74,17,Feb,2018.0,26.9,Pune
Hyundai,Comprehensive,Petrol,5.0,21605.0,First Owner,1086.0,Automatic,20.3,68.0,,Jun,2019.0,5.34,Hyderabad
Mercedes-Benz,Third Party insurance,Diesel,5.0,124000.0,First Owner,2987.0,Automatic,,165.0,19,Jul,2011.0,18.0,Hyderabad
Maruti,Third Party,Petrol,5.0,39966.0,First Owner,1197.0,Manual,18.6,85.8,14,Jun,2012.0,3.21,Kolkata
Maruti,Third Party,Petrol,5.0,45455.0,First Owner,796.0,Manual,22.74,47.3,,Jun,2013.0,2.25,Kolkata
Maruti,Comprehensive,Petrol,5.0,80233.0,First Owner,998.0,Automatic,23.1,67.04,,Jun,2014.0,4.02,Bangalore
Maruti,Comprehensive,Petrol,5.0,36000.0,First Owner,998.0,Manual,21.79,67.05,,Dec,2017.0,3.65,Kolkata
Tata,Third Party,Petrol,5.0,87657.0,First Owner,1193.0,Manual,17.57,88.7,,Nov,2016.0,3.1,Mumbai
Hyundai,Third Party insurance,Diesel,5.0,92429.0,First Owner,1582.0,Manual,22.32,126.32,16,Feb,2013.0,5.35,Hyderabad
Honda,Third Party,Petrol,5.0,55745.0,Second Owner,1199.0,Automatic,19.0,88.7,15,Jun,2016.0,5.78,Pune
Maruti,Third Party,Petrol,5.0,8407.0,First Owner,1197.0,Manual,22.41,88.5,,Jun,2020.0,7.01,Ahmedabad
Maruti,Third Party,Petrol,5.0,2866.0,First Owner,1197.0,Manual,22.38,88.5,15,Jan,2023.0,7.5,Jaipur
Renault,Comprehensive,Petrol,5.0,26665.0,Second Owner,799.0,Manual,25.17,53.3,,Jun,2019.0,4.06,Delhi
Chevrolet,Not Available,Diesel,5.0,86220.0,Second Owner,1998.0,Automatic,14.81,163.7,16,Nov,2016.0,6.14,Mumbai
Maruti,Third Party insurance,Diesel,5.0,100000.0,Third Owner,1248.0,Manual,17.8,75.0,14,,,1.0,Agra
Maruti,Comprehensive,Petrol,5.0,52229.0,First Owner,1197.0,Manual,22.38,88.5,,Jun,2021.0,7.57,Bangalore
Hyundai,Third Party,Petrol,5.0,11668.0,First Owner,998.0,Manual,18.27,118.35,,Jun,2022.0,10.99,Pune
Maruti,Third Party,Petrol,5.0,77923.0,Second Owner,998.0,Manual,20.51,67.04,,Jun,2014.0,3.01,Jaipur
Maruti,Third Party,Petrol,5.0,50461.0,Second Owner,1197.0,Manual,21.21,81.8,,Jun,2018.0,5.91,Jaipur
Maruti,Not Available,Diesel,5.0,46273.0,First Owner,1248.0,Automatic,28.4,74.02,15,Feb,2020.0,6.85,Delhi
Maruti,Not Available,Diesel,5.0,87796.0,First Owner,1248.0,Manual,24.3,88.5,,Nov,2017.0,7.0,Jaipur
Honda,Third Party,Petrol,5.0,85802.0,Second Owner,1497.0,Manual,17.4,117.3,15,Jun,2015.0,6.0,Ahmedabad
Citroen,Zero Dep,Petrol,5.0,3088.0,First Owner,1198.0,Manual,19.8,80.46,,Nov,2022.0,7.5,Bangalore
Volkswagen,Third Party,Diesel,5.0,104000.0,Second Owner,1968.0,Automatic,14.3,167.7,16,Nov,2012.0,5.5,Pune
Honda,Comprehensive,Diesel,5.0,64716.0,First Owner,1498.0,Manual,25.1,98.6,15,Jun,2015.0,5.54,Kolkata
Hyundai,Third Party,Petrol,5.0,18944.0,First Owner,1197.0,Manual,18.9,82.0,14,Jun,2016.0,5.58,Mumbai
Honda,Third Party,Petrol,5.0,63396.0,First Owner,1497.0,Automatic,18.0,117.3,15,Jun,2018.0,11.26,Bangalore
Chevrolet,Third Party insurance,Petrol,5.0,45000.0,First Owner,1399.0,Manual,14.49,92.7,14,Jul,2009.0,1.75,Kolkata
Hyundai,Comprehensive,Petrol,5.0,79779.0,Second Owner,1197.0,Manual,20.36,78.9,13,,,1.6,Hyderabad
Honda,Third Party,Petrol,5.0,63972.0,First Owner,1198.0,Automatic,18.4,86.8,14,Jun,2012.0,3.34,Pune
Maruti,Comprehensive,CNG,5.0,54154.0,First Owner,998.0,Manual,26.6,58.16,,Jun,2019.0,5.27,Delhi
Mahindra,Zero Dep,Diesel,7.0,36591.0,First Owner,2179.0,Manual,16.0,140.0,17,Nov,2015.0,12.0,Bangalore
Maruti,Not Available,Petrol,5.0,103064.0,First Owner,998.0,Manual,20.51,67.04,,Jan,2014.0,2.9,Jaipur
Hyundai,Not Available,Diesel,5.0,86768.0,First Owner,1582.0,Automatic,17.01,126.2,16,Mar,2017.0,8.0,Delhi
Maruti,1,Petrol,5.0,49500.0,First Owner,1197.0,Manual,21.4,83.1,16,Dec,2018.0,6.99,Jaipur
Maruti,Comprehensive,Petrol,5.0,10702.0,First Owner,1462.0,Automatic,18.43,103.25,16,Oct,2021.0,10.95,Jaipur
Mahindra,Not Available,Diesel,7.0,65328.0,First Owner,2179.0,Automatic,16.0,140.0,17,Mar,2016.0,11.0,Ahmedabad
Volkswagen,Comprehensive,Petrol,5.0,51066.0,Second Owner,1198.0,Manual,16.47,73.9,15,Apr,2011.0,2.7,Mumbai
Audi,Third Party insurance,Diesel,5.0,100000.0,First Owner,1968.0,Automatic,17.11,174.33,17,Mar,2015.0,12.5,Delhi
Hyundai,Comprehensive,Petrol,5.0,34292.0,First Owner,1591.0,Automatic,13.0,121.3,17,Jun,2017.0,10.25,Mumbai
Honda,Third Party insurance,Petrol,5.0,45000.0,Second Owner,1497.0,Automatic,18.0,117.3,,,,5.5,Ahmedabad
Honda,Third Party,Petrol,5.0,65742.0,Second Owner,1497.0,Manual,17.4,117.3,15,Jun,2015.0,6.03,Mumbai
Maruti,Third Party insurance,Petrol,5.0,39988.0,First Owner,1462.0,Manual,17.03,103.26,R16,Jun,2021.0,9.5,Ahmedabad
Maruti,Comprehensive,Diesel,5.0,93332.0,First Owner,1248.0,Manual,23.4,74.0,14,Jul,2017.0,7.15,Hyderabad
Maruti,Comprehensive,Petrol,5.0,55178.0,First Owner,998.0,Automatic,23.1,67.04,,Jun,2017.0,5.39,Bangalore
Maruti,Comprehensive,Petrol,5.0,73736.0,Second Owner,998.0,Manual,19.0,66.1,13,Jun,2012.0,2.33,Delhi
Volkswagen,Comprehensive,Petrol,5.0,38000.0,First Owner,1598.0,Manual,16.09,103.2,,Jun,2016.0,5.75,Delhi
Tata,Third Party insurance,Petrol,5.0,10000.0,First Owner,1199.0,Manual,23.84,83.83,,,,5.5,Ahmedabad
Renault,Not Available,Petrol,7.0,9352.0,First Owner,999.0,Automatic,18.2,71.01,,Sept,2020.0,7.0,Hyderabad
Honda,Comprehensive,Petrol,5.0,52000.0,Second Owner,1497.0,Manual,17.8,117.3,15,Jul,2017.0,7.5,Delhi
Tata,Third Party,Petrol,5.0,30279.0,Second Owner,1199.0,Manual,20.09,84.82,,Jun,2021.0,6.06,Hyderabad
Maruti,Third Party,Petrol,6.0,16949.0,First Owner,1462.0,Manual,19.01,103.2,R15,Feb,2022.0,11.0,Bangalore
Audi,Comprehensive,Diesel,5.0,60000.0,Third Owner,1968.0,Automatic,15.73,174.33,16,Apr,2014.0,13.35,Mumbai
Ford,Third Party insurance,Petrol,5.0,120127.0,First Owner,1496.0,Automatic,14.7,120.69,R16,Dec,2016.0,6.25,Bangalore
Chevrolet,Not Available,Petrol,5.0,80855.0,Second Owner,995.0,Manual,18.0,62.0,13,May,2013.0,0.87774,Ahmedabad
Hyundai,Zero Dep,Petrol,5.0,41782.0,Second Owner,1197.0,Manual,18.6,81.83,,Jun,2015.0,4.08,Kolkata
Honda,Comprehensive,Petrol,5.0,125000.0,First Owner,1497.0,Automatic,18.0,117.3,,Nov,2015.0,5.9,Jaipur
Mahindra,Comprehensive,Diesel,7.0,60000.0,First Owner,2179.0,Manual,15.4,136.78,R17,Aug,2020.0,17.5,Jaipur
Toyota,Available,Diesel,5.0,120000.0,First Owner,1364.0,Manual,23.59,67.04,15,,,3.0,Kolkata
Volkswagen,Third Party insurance,Diesel,5.0,147098.0,First Owner,1498.0,Manual,22.27,108.6,15,Mar,2017.0,5.4,Ahmedabad
Mahindra,Third Party,Petrol,4.0,3118.0,First Owner,1997.0,Automatic,,150.0,18,Jun,2021.0,16.42,Delhi
Honda,Third Party,Petrol,5.0,67173.0,First Owner,1497.0,Manual,17.4,117.6,15,Jun,2018.0,7.74,Ahmedabad
